irn,district,enrolled_adm,base_cost_enrolled_adm,aggregate_base_cost,base_cost_per_pupil,capacity_per_pupil,state_share_percentage,valuation_per_pupil,local_capacity_percentage,benchmark_ratio,dpia_econ_disadvantaged_adm,dpia_directly_certified_adm,dpia_weighted_adm,dpia_percentage,dpia_aid,trans_reported_sped_cost,trans_special_education,trans_total,funding_base,foundation_calculated,foundation_phase_in,foundation_funding,temp_transitional_aid_guarantee,transportation,formula_transition_supplement,base_funding_supplement,enrollment_growth_supplement,total_formula_funding,performance_supplement,preschool_special_education,special_education_transportation,total_state_support
047241,Beavercreek City,7574.1591,7574.1591,61455816.72,8113.88,8580.44,0.1000002,334759.24,0.025,1.46670942,1564.9893,1178.9436,1468.4779,0.19388,72715.67,1954099.35,895563.732105000061,3156116.229999999981,9274782.5,7581334,-1411150.63,7863631.87,1411150.63,3156116.23,0,204502.29,0,12635401.02,443088.31,780662.17,895563.73,14754715.24
047258,Cedar Cliff Local,554.4289,554.97,5452865.41,9825.51,5821.92,0.4074698,271435.48,0.022925879662,1.46670942,121.271,106.975,117.697,0.212285,6987.12,99640.8,45665.378640000003,178311.850612244918,2789673.78,4063462.19,1061447.88,3851121.66,0,178311.85,0,14969.58,0,4044403.09,28830.3,50571.06,45665.38,4169469.84
047266,Greeneview Local,1259.8471,1265.93,10403242.35,8217.87,5226.84,0.3639668,241684.21,0.023194774117,1.46670942,509.2054,372.5171,475.0333,0.377056,88967.29,193628.4,88739.89572,941296.199189285748,5315494.6,5883362.97,473204.71,5788699.31,0,941296.2,0,34015.87,0,6764011.38,0,190680.99,88739.9,7043432.27
047274,Bellbrook-Sugarcreek Local,2577.9482,2577.9482,20777201.08,8059.59,8515.13,0.1000001,320343.32,0.025,1.46670942,471.6297,396.3465,452.8089,0.175647,18403.1,582108.45,266780.302635000029,823524.400000000023,5173420.74,2437733.1,-2279648.51,2893772.23,2279648.51,823524.4,0,69604.6,0,6066549.74,167566.63,249738.18,266780.3,6750634.85
047308,Rolling Hills Local,1435.8561,1447.89,11896901.74,8216.72,4563.65,0.44459,267930.92,0.019367420625,1.46670942,1414.2081,746.0377,1247.1655,0.868587,1239496.44,116666.55,53468.279864999997,689186.167382812477,8001537.82,8892601.23,742523.14,8744060.96,0,689186.17,0,38768.11,0,9472015.24,55998.39,202684.89,53468.28,9784166.81
047332,Finneytown Local,1151.4876,1164.75,9593308.84,8236.37,6203.44,0.2468224,253501.1,0.022945346646,1.46670942,1135.1537,579.855,996.329,0.865254,982617.69,278456.85,127616.774355000016,268261.700000000012,6047585.39,4694657.75,-1127394.61,4920190.78,1127394.61,268261.7,0,31090.16,0,6346937.26,0,115467.45,127616.77,6590021.48
047340,Forest Hills Local,6370.0563,6510.77,52653281.53,8087.11,8255.49,0.1,280343.11,0.025,1.46670942,1146.695,926.6678,1091.6882,0.171378,42238,932144.85,427201.984755000041,2592296.399999999907,15348847.31,6041277.67,-7755997.78,7592849.53,7755997.78,2592296.4,0,171991.52,0,18113135.23,372648.3,411778.14,427201.98,19324763.66
047365,Northwest Local,7487.3042,7746.99,62816926.65,8108.56,6571.71,0.1895343,277504.42,0.022604622112,1.46670942,6563.3752,3579.4101,5817.3839,0.776966,4626220.32,1888240.2,865380.483660000027,3115101.430000000168,23586210.22,19727524.72,-3215442.63,20370767.59,3215442.63,3115101.43,0,202157.21,0,26903468.86,389339.82,687864.71,865380.48,28846053.87
047373,Oak Hills Local,6962.8717,7077.24,57203430.49,8082.73,6263.36,0.2250935,216512.9,0.023391161785,1.46670942,2541.1931,2345.8869,2492.3666,0.357951,420681.71,1654897.65,758439.592995000072,1176068.670000000158,24347395.42,17877592.98,-5391286.37,18956109.05,5391286.37,1176068.67,0,187997.53,0,25711461.62,362069.33,652418.02,758439.59,27484388.56
047381,Southwest Local,4100.7482,4108.75,33511139.14,8156.04,5381.62,0.3401674,241785.97,0.023090099938,1.46670942,1221.2433,1280.3176,1236.0118,0.301411,147922.89,153228.6,70224.667379999999,1500829.270000000019,12587063.71,16790027.54,3502329.76,16089393.47,0,1500829.27,0,110720.2,0,17700942.94,213238.9,114883.98,70224.67,18099290.49
047399,Three Rivers Local,1804.2147,1864.91,15045257.56,8067.55,7457.74,0.1000006,258522.51,0.0242132001,1.46670942,739.6065,600.4778,704.8243,0.390654,141696.78,319361.7,146363.467109999998,809546.599999999977,5461794.15,1906373.91,-2962731.68,2499062.47,2962731.68,809546.6,0,48713.8,0,6320054.54,105546.56,155226.88,146363.47,6727191.45
047415,Arcadia Local,555.0299,566.12,5623533.75,9933.47,6612.58,0.3343133,356288.22,0.022846866526,1.46670942,251.5378,172.4502,231.7659,0.417574,53236.69,124085.85,56868.545055000002,284018.51429836062,2614808.3,3311896.63,580883.7,3195692,0,284018.51,0,14985.81,0,3494696.32,28861.56,55370.77,56868.55,3635797.19
047423,Arlington Local,605.4648,605.4648,5829365.45,9627.92,4491.12,0.5335318,198182.16,0.023312929435,1.46670942,168.9733,137.1274,161.0118,0.265931,14999.97,86931.6,46380.77302488,230783.532368421031,3260486.42,6106400.62,2371500.3,5631986.72,0,230783.53,0,16347.55,136229.59,6015347.4,31484.17,46604.63,46380.77,6139816.98
047431,Cory-Rawson Local,504.3331,504.3331,5156926.01,10225.24,6700.75,0.3446844,317731.07,0.023189569004,1.46670942,225.9439,180.1111,214.4857,0.425286,51104.02,0,0,330539.988023762358,2196626.34,3605825.31,1174285.51,3370911.85,0,330539.99,0,13616.99,0,3715068.83,0,68901.7,0,3783970.53
047449,Liberty-Benton Local,1547.5285,1547.5285,12607022.36,8146.55,4522.61,0.4448446,189086.02,0.023828752857,1.46670942,377.611,290.9255,355.9396,0.230005,24805.36,73251.15,33571.002045000001,544595.787346938741,5939577.03,7587599.88,1373297.44,7312874.47,0,544595.79,0,41783.27,0,7899253.53,90530.42,198444.74,33571,8221799.68
047456,McComb Local,594.5856,602.37,5849425.01,9710.68,5009.77,0.4840967,253025.52,0.022640953551,1.46670942,257.7484,186.4791,239.9311,0.403527,51466.69,228984,110850.3987528,333560.963458823506,3931555.52,5792526.86,1550747.42,5482302.94,0,333560.96,0,16053.81,0,5831917.71,27053.64,62860.24,110850.4,6032681.99
047464,Van Buren Local,1023.0246,1031.08,8698208.63,8436.02,8146.16,0.1,382651.76,0.023842806569,1.46670942,219.7146,178.2655,209.3523,0.204641,11549.35,51530.85,23616.588554999998,390416.032999999996,1008115.54,1054298.01,38483.85,1046599.39,0,390416.03,0,27621.66,0,1464637.09,53197.28,91979.91,23616.59,1633430.86
047472,Vanlue Local,129.7438,141.69,2854409.05,20145.45,9767.9,0.5151312,450954.03,0.023238548838,1.46670942,53.614,38.8753,49.9293,0.38483,9740.65,11695.95,6024.948758640001,132335.609999999986,1049983.04,1578183.61,440149.54,1490132.58,0,132335.61,0,3503.08,0,1625971.27,5903.34,46102.71,6024.95,1684002.26
047498,Hardin Northern Local,382.6972,382.6972,4389235.87,11469.21,5483.42,0.5219007,277744.31,0.022530189449,1.46670942,145.1253,137.4353,143.2028,0.374193,26414.19,28954.8,15111.530388360001,262030.463797752804,2476604.62,2980960.16,420279.47,2896884.09,0,262030.46,0,10332.82,0,3169247.38,0,68707.8,15111.53,3253066.71
047506,Ridgemont Local,460.0968,472.86,4971890.12,10514.51,4757.94,0.5474883,244563.21,0.022563501986,1.46670942,453.0279,154.8463,378.4825,0.822615,337391.09,102336.15,56027.844792045005,461272.753540816309,2748062.28,4517250.86,1474264.84,4222327.12,0,461272.75,0,12422.61,0,4696022.49,0,22190.83,56027.84,4774241.17
047514,Riverdale Local,901.381,939.24,8094509.57,8618.15,4336.01,0.4968736,198355.35,0.022558453073,1.46670942,402.6802,333.366,385.3517,0.427513,92779.17,334253.85,166081.913763360033,602988.596338461619,5659407.42,7255121.4,1329708.46,6989115.88,0,602988.6,0,24337.29,0,7616441.76,0,110347.23,166081.91,7892870.91
047522,Upper Scioto Valley Local,411.0969,411.0969,4627746.1,11257.07,5958.6,0.4706793,317547.34,0.02098006065,1.46670942,398.1688,224.7035,354.8025,0.863063,348149.81,87282.3,41081.971866390006,368634.195311224496,3109530.7,3436344.01,272333.53,3381864.23,0,368634.2,0,11099.62,0,3761598.04,18704.91,63688.24,41081.97,3885073.16
047548,Conotton Valley Union Local,464.801,464.801,4905967.83,10554.99,13047.81,0.1000001,843669.33,0.02251124297,1.46670942,258.618,195.915,242.9422,0.52268,87431.78,4403.7,2018.21571,347209.508600000059,2356251.08,893441.65,-1218959.1,1137291.98,1218959.1,347209.51,37278.78,12549.63,104580.23,2857869.23,30212.07,32241.63,2018.22,2922341.14
047571,Holgate Local,386.2392,394.24,4470794.93,11340.29,4837.37,0.5734343,239354.33,0.022779096413,1.46670942,117.3952,80.8239,108.2524,0.280273,11201.97,0,0,258045.165533333318,2910070.44,3353208.18,369266.68,3279337.12,0,258045.17,0,10428.46,0,3547810.74,0,45542.47,0,3593353.21
047589,Liberty Center Local,1012.1469,1012.1469,8628524.66,8524.97,4420.91,0.4814162,210659.34,0.0229810535,1.46670942,280.6718,218.3925,265.102,0.26192,23957.68,67481.4,32486.639158680005,375827.593400000012,6054774.17,7248855.63,995028.08,7049802.25,0,375827.59,0,27327.97,0,7452957.81,59210.59,146371.08,32486.64,7691026.12
047597,Patrick Henry Local,848.3324,848.3324,7414929.01,8740.59,6456.52,0.2613186,358508.38,0.022691911329,1.46670942,372.3893,237.9571,338.7813,0.39935,71173.99,57232.35,26229.586005000001,725636.310286301421,4183445.06,3203225.9,-816816.63,3366628.43,816816.63,725636.31,0,22904.98,0,4931986.35,44113.29,112903.51,26229.59,5115232.74
047613,Bright Local,655.0856,660.13,6223628.77,9427.88,3580.57,0.6202156,204983.64,0.0193451202,1.46670942,401.1369,312.3138,378.9311,0.578445,167024.05,76517.7,47457.471216119993,1628814.588680000044,4871449.53,7321057.63,2041258.43,6912707.96,0,1628814.59,0,17687.31,0,8559209.86,0,53440.01,47457.47,8660107.35
047621,Fairfield Local,816.8519,847.88,7472984.07,8813.73,3226.04,0.6339746,142423.59,0.0220362786,1.46670942,351.4311,282.7938,334.2717,0.40922,73740.81,128248.05,81306.006199530006,678349.279399999999,7684829.5,8613864.59,774164.94,8458994.44,0,678349.28,0,22055,0,9159398.72,47785.83,107747.27,81306.01,9396237.83
047639,Lynchburg-Clay Local,966.8124,1004.89,8494122.91,8452.79,3755.88,0.555664,180296.23,0.021877332075,1.46670942,474.2978,403.4951,456.5971,0.472271,134156.06,99349.95,55205.190616800006,1469558.351684210589,9357046.98,8370954.51,-821710.86,8535336.12,821710.86,1469558.35,84312.24,26103.93,0,10937021.51,50274.24,106166.04,55205.19,11148666.98
047688,East Holmes Local,1459.766,1473.3,12300799.7,8349.15,12036.39,0.1,589024.76,0.022680408079,1.46670942,297.3449,113.834,251.4672,0.172265,9830.37,0,0,1450214.422766442876,4323763.2,1448069.9,-2396315.23,1927447.97,2396315.23,1450214.42,0,39413.68,0,5813391.31,66419.35,85071.66,0,5964882.32
047696,West Holmes Local,1650.5471,1739.08,14273907.16,8207.73,6680.55,0.186066,355103.3,0.0206597628,1.46670942,622.4616,539.6249,601.7524,0.364578,105364.26,189312.9,86762.102069999994,1646561.747600000119,8696512.83,3088300,-4673323.75,4023189.08,4673323.75,1646561.75,512621.91,44564.77,0,10900261.26,0,167165.82,86762.1,11154189.18
047712,Monroeville Local,499.2071,519.58,5242699.1,10090.26,5697.02,0.435395,248973.28,0.022920778683,1.46670942,486.6409,158.1955,404.5295,0.810344,349931.99,68427.45,31360.300334999996,277207.352000000014,3021331.15,3812672.37,659424.64,3680755.79,0,277207.35,0,13478.59,0,3971441.73,0,49227.68,31360.3,4052029.71
047720,New London Local,818.512,818.512,7257757.51,8867.01,3759.01,0.5760687,180135.05,0.0209872755,1.46670942,454.6953,367.6846,432.9426,0.528939,159564.42,84745.5,48819.23001585,487628.522964285745,6192530.2,7931838.04,1449365.22,7641895.42,0,487628.52,0,22099.82,0,8151623.77,31921.97,114396.44,48819.23,8346761.4
047738,South Central Local,690.8586,698.61,6471274.34,9263.07,3382.79,0.63481,166948.7,0.020435663475,1.46670942,394.026,279.5074,365.3964,0.528902,134650.88,88385.85,56108.221438500004,418559.480995348888,5569986.23,7836385.6,1888590.6,7458576.83,0,418559.48,0,18653.18,0,7895789.49,31434.07,49521.33,56108.22,8032853.11
047746,Western Reserve Local,865.2203,917.96,7898123.38,8604,4620.01,0.4630395,215313.49,0.02186487,1.46670942,502.7226,385.6882,473.464,0.547218,186767.93,118450.5,54847.260294749998,824326.012769230758,5751742.69,6335051.42,486071.17,6237813.86,0,824326.01,0,23360.95,0,7085500.82,39367.53,59860.81,54847.26,7239576.42
047761,Oak Hill Union Local,1014.5787,1048.75,8770145.18,8362.47,4119.99,0.5073235,275643.29,0.0186651702,1.46670942,995.8219,523.6943,877.79,0.865177,865555.9,118780.2,60259.986794700009,1172850.138821118046,8818403.89,7930067.87,-740250.4,8078153.49,740250.4,1172850.14,570099.61,27393.62,0,10588747.26,0,95400.28,60259.99,10744407.53
047787,Buckeye Local,1245.2754,1268.33,10545714.69,8314.65,8443.57,0.1,487569.02,0.0208926072,1.46670942,1214.6679,682.6311,1081.6587,0.86861,1075064.36,0,0,1483649.505706249969,6546281.93,2356595.89,-3491265.38,3055016.55,3491265.38,1483649.51,0,33622.43,0,8063553.87,0,122726.62,0,8186280.49
047795,Edison Local,1242.8112,1269.09,10466633.3,8247.35,8896.34,0.1000006,475014.48,0.022257098325,1.46670942,604.0226,512.3929,581.1152,0.467581,167367.25,6225.45,2853.123735,1678272.758239423158,4442665.92,1421356.39,-2517657.23,1925008.69,2517657.23,1678272.76,0,33555.9,0,6154494.58,0,106667.23,2853.12,6264014.94
047803,Indian Creek Local,1743.2618,1779.99,14549387.93,8173.86,5726.59,0.299402,278062.51,0.0206800956,1.46670942,1721.1486,924.7197,1522.0414,0.8731,1528442.11,0,0,888926.667545945966,6252475.9,7903685.84,1375953.25,7628429.15,0,888926.67,0,47068.07,0,8564423.88,90649.62,198321,0,8853394.5
047829,Centerburg Local,992.7983,1027.45,8678712.51,8446.85,5774.39,0.3163843,256330.19,0.023892202776,1.46670942,268.7292,265.064,267.8129,0.269756,25672.51,57702.75,26445.170324999999,389892.609999999986,5475012.85,4503492.24,-809568.12,4665444.73,809568.12,389892.61,150490.23,26805.55,0,6042201.24,0,89716.75,26445.17,6158363.16
047837,Danville Local,539.7817,557.24,5496922.22,9864.55,3932.58,0.6013421,208617.05,0.020719449675,1.46670942,228.7578,202.3006,222.1435,0.411543,49563.12,0,0,325982.56341538456,3989304.66,5826458.81,1530900.55,5520205.21,0,325982.56,0,14574.11,0,5860761.88,28068.65,98122.33,0,5986952.86
047845,East Knox Local,893.3193,911.35,7809668.58,8569.34,10259.16,0.1,523441.36,0.023132781582,1.46670942,875.5527,362.7619,747.355,0.836605,689068.53,91031.85,41719.896854999999,843873.015280373744,2039928.38,1613793.22,-355098.43,1684829.95,355098.43,843873.02,225373.7,24119.62,0,3133294.72,40646.03,54558.74,41719.9,3270219.39
047852,Fredericktown Local,1116.5243,1145.62,9508487.57,8299.86,4641.49,0.4407748,219598.32,0.02251811368,1.46670942,418.7598,359.0595,403.8347,0.361689,69593.52,1227.45,562.540335,576703.149609638611,6176605.15,6400053.94,186199.87,6362805.02,0,576703.15,0,30146.16,0,6969654.33,58059.27,57787.03,562.54,7086063.16
047878,Kirtland Local,1015.4016,1058.31,8819006.87,8333.1,11058.2,0.1,430753.61,0.025,1.46670942,140.8733,112.7452,133.8413,0.131811,3063.29,250314.75,114719.249924999996,545082.873527999967,635519.75,957697.89,268471.04,903990.79,0,545082.87,0,27415.84,0,1476489.51,66001.1,30729.39,114719.25,1687939.25
047886,Madison Local,2430.3569,2506.92,20296986.86,8096.38,4578.02,0.4345594,205413.51,0.022243761675,1.46670942,1172.167,880.9498,1099.3627,0.452346,296330.98,581755.65,266618.614394999982,856918.099999999977,12536271.3,12756139.36,183216.05,12719487.35,0,856918.1,159740.42,65619.64,0,13801765.51,0,311134.15,266618.61,14379518.28
047894,Riverside Local,3899.6539,3974.92,32443858.88,8162.14,9177.1,0.1,370612.48,0.023860816169,1.46670942,1205.9425,797.1356,1103.7408,0.283036,116478.3,935176.2,428591.252460000047,1943622.639999999898,5734915.13,3746424.48,-1657009.26,4077905.87,1657009.26,1943622.64,0,105290.66,0,7783828.43,0,259040.57,428591.25,8471460.24
047902,Perry Local,1417.1733,1417.1733,11489472.73,8107.32,6467.31,0.2022876,313531.57,0.023228815319,1.46670942,427.1116,281.0461,390.5952,0.275616,39086.82,338913.75,155324.171624999988,419288.960000000021,3066245.67,3225398.04,132621.67,3198867.34,0,419288.96,0,38263.68,0,3656419.98,92116.26,87007.89,155324.17,3990868.3
047928,Dawson-Bryant Local,1043.8945,1079.54,9029367.91,8364.09,2645.88,0.6836621,162146.73,0.01883789055,1.46670942,1021.2708,550.8011,903.6534,0.865656,892045.74,67445.7,46110.068897969999,754635.016500000027,11331519.16,11488431.7,130755.22,11462274.38,0,754635.02,30589.74,28185.15,0,12275684.29,54282.51,111576.14,46110.07,12487653.02
047936,Fairland Local,1243.8947,1317.38,10767856.73,8173.69,4762.78,0.4173035,206959.97,0.022532687898,1.46670942,1210.7368,421.5893,1013.4499,0.814739,886204.35,164054.1,75185.994030000002,447549.305681081081,7798550.3,7725435.75,-60926.35,7737623.95,60926.35,447549.31,8698.8,33585.16,0,8288383.56,0,106521.83,75185.99,8470091.39
047944,Rock Hill Local,1192.5437,1192.5437,9845655.02,8256.01,5451.23,0.3397258,370192.13,0.0193892841,1.46670942,1168.1542,699.4676,1050.9826,0.881295,1075307.53,114992.85,52701.223155,892456.880000000005,10434886.76,6100767.75,-3611621.37,6823265.39,3611621.37,892456.88,974880.53,32198.68,0,12334422.85,0,118691.92,52701.22,12505815.99
047951,South Point Local,1264.8725,1295.14,10643499.31,8218.03,4227.96,0.4855263,264775.68,0.018079670025,1.46670942,1234.8579,657.195,1090.4422,0.862097,1067602.21,97944,47554.387927200005,650894.130000000005,9906002.7,8838008.77,-889959.34,9016043.36,889959.34,650894.13,554197.45,34151.56,0,11145245.83,0,277725,47554.39,11470525.22
047969,Symmes Valley Local,671.0638,683.62,6325843.44,9253.45,4446.04,0.5195262,275614.95,0.020652547725,1.46670942,655.9611,301.9622,567.4614,0.845615,534535.12,76858.95,39930.238229490002,747138.097519999952,7620989.82,6799571.74,-684487.68,6936502.14,684487.68,747138.1,378341.94,18118.72,0,8764588.58,0,42401.81,39930.24,8846920.62
047985,Johnstown-Monroe Local,1602.7704,1624.74,13239088.48,8148.44,7986.82,0.1,379955.99,0.024088902791,1.46670942,380.9158,310.6001,363.3369,0.226693,24596.9,588414.75,269670.479924999992,619185.141507692286,4252727.72,1563447.9,-2240976.87,2011750.85,2240976.87,619185.14,0,43274.8,0,4915187.66,0,53042.38,269670.48,5237900.52
047993,Lakewood Local,1567.645,1581.17,12860273.59,8133.39,9589.16,0.1000001,482005.04,0.02295195713,1.46670942,826.1319,597.72,769.0289,0.490563,243796.13,564516.75,258718.026524999994,950099.489985882305,3918657.29,1805687.56,-1760737.67,2157919.62,1760737.67,950099.49,0,42326.42,0,4911083.19,71327.85,130665.47,258718.03,5371794.53
048009,Licking Heights Local,5019.6806,5019.6806,40887836.45,8145.51,4629.45,0.4316552,223260,0.022831355429,1.46670942,2853.8468,2234.884,2699.1061,0.537705,1028022.59,1415165.85,648570.509055000031,3049145.569999999832,8798703.88,28758802.14,16632749.88,25431453.76,0,3049145.57,0,135531.38,1129428.13,29745558.84,326279.24,536042.44,648570.51,31256451.02
048017,Licking Valley Local,2015.0755,2030.55,16442715.25,8097.67,4067.64,0.497678,189147.94,0.022921299189,1.46670942,763.0978,588.473,719.4416,0.35703,120809.07,177464.7,88320.276966600009,1470942.607333333232,10074661.36,12302386.03,1856362.96,11931024.32,0,1470942.61,0,54407.04,0,13456373.97,0,117569.21,88320.28,13662263.46
048025,North Fork Local,1455.3735,1473.48,12036584.53,8168.81,5881.83,0.279966,279760.11,0.022782011235,1.46670942,690.0084,543.6156,653.4102,0.448964,173501.61,298336.5,136727.617949999985,1365373.546893333318,6601398.86,5035331.85,-1305003.64,5296395.22,1305003.64,1365373.55,251644.35,39295.09,0,8257711.85,0,136949.36,136727.62,8531388.82
048033,Northridge Local,1105.8944,1106.85,9228142.74,8337.3,9273.31,0.1,425750.55,0.024118571734,1.46670942,388.5101,289.0651,363.6488,0.328828,51798.16,532726.95,244148.76118500001,1233282.216010218952,3533875.89,1121188.65,-2010492.28,1523383.61,2010492.28,1233282.22,0,29859.15,0,4797017.26,57506.51,46580.62,244148.76,5145253.15
048041,Southwest Licking Local,4739.2704,4739.2704,38743379.55,8174.97,5993.43,0.2668561,275785.94,0.023685977508,1.46670942,1958.1405,1496.3274,1842.6872,0.388812,366965.73,1075600.05,492947.502915000019,1706486.059999999823,13587660.33,16323712.73,2279952.46,15867612.79,0,1706486.06,0,127960.3,1066335.84,18768394.99,246442.06,578234.39,492947.5,20086018.95
048074,Benjamin Logan Local,1554.973,1599.21,13036312.22,8151.72,6628.22,0.1868931,318344.39,0.023312929435,1.46670942,609.1337,418.3189,561.43,0.361054,96412.75,258273.75,118366.859624999997,1366140.312159999972,5887523.94,2848895.27,-2532089.27,3355434.67,2532089.27,1366140.31,0,41984.27,0,7295648.52,80858.6,107195.88,118366.86,7602069.86
048082,Indian Lake Local,1291.868,1327.72,10823771.23,8152.15,8520.05,0.1,462836.9,0.022516968535,1.46670942,667.0328,614.2334,653.833,0.506114,220626.7,261129.75,119675.764425000001,606401.850428571459,4360582.07,1522859.37,-2364674.32,1995907.75,2364674.32,606401.85,496789.91,34880.44,0,5498654.26,67177.13,109746.22,119675.76,5795253.38
048090,Riverside Local,503.7689,517.29,5212351.66,10076.27,4320.52,0.5712185,201287.34,0.022450151475,1.46670942,487.5832,202.8219,416.3929,0.826555,374749.76,121201.5,69232.539027749997,381286.427499999991,4865721.9,5460969.87,496020.14,5361742.04,0,381286.43,0,13601.76,0,5756630.22,0,61589.08,69232.54,5887451.84
048116,Avon Local,3961.0641,4114.62,33387947.67,8114.47,7698.29,0.1000004,297485.3,0.025,1.46670942,613.5336,451.2865,572.9718,0.144651,15793.22,1394915.55,639289.796564999968,1372450.020000000019,3704309.22,3802073.33,81466.83,3785776.05,0,1372450.02,0,106948.73,0,5265174.8,257469.16,288638.9,639289.8,6450572.66
048124,Avon Lake City,3213.7267,3293.57,26614245.26,8080.67,10092.34,0.1000004,393103.79,0.025,1.46670942,460.7643,350.0268,433.0799,0.134759,10360.44,606380.25,277904.068574999983,1094399,2265765.85,2969780.95,586655.78,2852421.63,0,1094399,0,86770.62,0,4033591.25,188003.01,175740.64,277904.07,4675238.97
048132,Clearview Local,1235.9955,1284.16,10512903.92,8186.6,1339.33,0.8363998,88622.98,0.01566508275,1.46670942,1218.2915,765.3479,1105.0556,0.894061,1163624.86,52944.15,44282.476471170005,412935.400000000023,13669682.5,15107740.69,1198333.89,14868016.39,0,412935.4,0,33371.88,0,15314323.67,0,141674.04,44282.48,15500280.18
048140,Columbia Local,977.7106,977.7106,8293964.04,8483.05,8696.72,0.1,372209.14,0.024064699133,1.46670942,277.5873,215.9178,262.1699,0.268147,24832.66,96502.35,44227.027005000004,386634.661143999954,2156906.33,970232.92,-988854.95,1168051.38,988854.95,386634.66,0,26398.19,219984.88,2789924.05,50840.95,96550.63,44227.03,2981542.66
048157,Firelands Local,1657.3883,1676.31,13596744.06,8111.12,6251.99,0.2292077,276269.17,0.023204143223,1.46670942,636.4039,460.4309,592.4106,0.357436,99704.32,248322.9,113806.385070000004,1147934.983467415674,7406232.15,3811788.34,-2995250.03,4410982.12,2995250.03,1147934.98,0,44749.49,0,8598916.62,86184.19,131336.89,113806.39,8930244.09
048165,Keystone Local,1389.0737,1438.4,11683549.5,8122.6,6525.51,0.196623,296103.05,0.023182177788,1.46670942,441.0256,362.4497,421.3817,0.303354,51082.2,331519.65,151935.455595000007,724398.764457142795,5948061.66,2607788.87,-2783449.32,3164612.34,2783449.32,724398.76,0,37504.99,0,6709965.42,72231.83,157136.7,151935.46,7091269.41
048173,Midview Local,2479.5597,2575.16,20990624.82,8151.19,6808.17,0.1647648,310558.64,0.022903497802,1.46670942,1079.1062,843.1365,1020.1138,0.411409,227452.52,835478.7,382899.888210000005,878897.216399999917,11522939.92,4295395.49,-6022712.77,5500227.15,6022712.77,878897.22,0,66948.11,0,12468785.25,128937.1,197472.51,382899.89,13178094.75
048207,Anthony Wayne Local,3846.974,3918.08,31784695.35,8112.31,9979.38,0.1,377374.08,0.025,1.46670942,599.9968,424.4359,556.1066,0.144557,15308.44,385129.5,176504.849849999999,1754255.330000000075,5824730.81,3653584.66,-1809216.08,4015514.73,1809216.08,1754255.33,0,103868.3,0,7682854.43,225047.98,199864.83,176504.85,8284272.08
048215,Ottawa Hills Local,1022.2956,1043.12,8699583.46,8339.96,6393.02,0.233447,192733.69,0.025,1.46670942,32.8792,32.2293,32.7167,0.032003,44.14,73270.05,33579.663914999997,0,2353935.75,2714761.25,300675.89,2654611.64,0,0,0,27601.98,0,2682213.62,66449.21,37629.75,33579.66,2819872.25
048223,Springfield Local,3015.7265,3115.87,25340237.65,8132.64,7060.18,0.1318711,299902.58,0.022552363096,1.46670942,1603.5785,1269.0703,1519.9514,0.504008,508626.67,414281.7,189865.303110000008,1270574.479999999981,4742947.9,4493356.26,-207984.71,4534963.19,207984.71,1270574.48,0,81424.62,0,6094946.99,117613.33,398061.7,189865.3,6800487.33
048231,Washington Local,6549.3978,6678.01,54976806.42,8232.51,3002.12,0.6353333,154724.94,0.019007112825,1.46670942,4348.2085,3262.7413,4076.8417,0.622476,2080959.5,1492312.5,948115.825256249984,1767423.600000000093,24643075.66,56500535.19,26546821.03,51189896.69,0,1767423.6,0,176833.74,0,53134154.03,340568.69,635886.28,948115.83,55058724.82
048256,Jefferson Local,945.8362,952.36,8100646.13,8505.87,6414.61,0.2458598,319383.19,0.022689673105,1.46670942,405.8842,373.5098,397.7906,0.42057,92688.46,137634,63077.662199999999,357002.048360000015,4204325.21,3126970.38,-897759.78,3306565.43,897759.78,357002.05,0,25537.58,0,4586864.84,0,107088.36,63077.66,4757030.86
048264,Jonathan Alder Local,2209.4942,2209.4942,17889429.13,8096.62,6449.14,0.2034776,286208.95,0.024583281285,1.46670942,652.6733,431.5834,597.4009,0.270379,57531.58,98402.85,45098.026155,1156488.433587156003,7450695.83,5245194.14,-1837844.55,5612851.28,1837844.55,1156488.43,0,59656.34,0,8666840.6,129255.41,123965.53,45098.03,8965159.57
048272,Madison-Plains Local,1071.8981,1076.64,9091018.92,8443.88,7797.91,0.1000002,397987.87,0.02294742867,1.46670942,544.8658,419.5551,513.5381,0.479092,155276.28,153600.3,70395.017490000013,903131.633511290187,4066806.79,1258964.21,-2339775.22,1727031.57,2339775.22,903131.63,0,28941.25,0,4998879.67,48771.36,141654.13,70395.02,5259700.19
048298,Austintown Local Schools,4077.0465,4088.79,33474172.37,8186.82,4237.15,0.4824427,207638.47,0.019839231675,1.46670942,4053.1882,2066.0408,3556.4014,0.872298,3564799.27,637507.5,307560.839570250013,1264029.219999999972,19358588.73,26732211.3,6144439.69,25503028.42,0,1264029.22,0,110080.25,0,26877137.89,212006.42,406029.74,307560.84,27802734.88
048306,Boardman Local,3526.4243,3633.03,29599816,8147.42,6353.28,0.2202096,313081.12,0.020618878275,1.46670942,1712.2603,1538.6758,1668.8642,0.473245,492365.51,520247.7,238429.520909999992,1480771.399999999907,5482365.6,8049678.92,2139342.19,7621707.79,0,1480771.4,0,95213.46,0,9197692.65,0,292930.77,238429.52,9729052.94
