irn,district,enrolled_adm,base_cost_enrolled_adm,aggregate_base_cost,base_cost_per_pupil,capacity_per_pupil,state_share_percentage,valuation_per_pupil,local_capacity_percentage,benchmark_ratio,dpia_econ_disadvantaged_adm,dpia_directly_certified_adm,dpia_weighted_adm,dpia_percentage,dpia_aid,trans_reported_sped_cost,trans_special_education,trans_total,funding_base,foundation_calculated,foundation_phase_in,foundation_funding,temp_transitional_aid_guarantee,transportation,formula_transition_supplement,base_funding_supplement,enrollment_growth_supplement,total_formula_funding,performance_supplement,preschool_special_education,special_education_transportation,total_state_support
043851,Deer Park Community City,1043.6904,1070.19,8894866.63,8311.48,7806.45,0.1000002,328553.1,0.022982302725,1.46670942,513.3471,400.5789,485.1551,0.464846,138099.89,316661.1,145125.782130000007,64860.900000000001,2916516.61,1204821.19,-1426355.79,1490160.82,1426355.79,64860.9,82600.41,28179.64,0,3092157.56,47487.91,74351.52,145125.78,3359122.77
043869,Defiance City,2338.8496,2342.43,19034646.89,8126.03,3103.36,0.6180955,146259.46,0.01957665285,1.46670942,2319.1587,1098.2619,2013.9345,0.861079,1967097.5,229105.8,141609.264003900025,1431889.10999999987,14421161.27,19956607.38,4612687.24,19033848.51,0,1431889.11,0,63148.94,0,20528886.56,106417.66,431475.96,141609.26,21208389.45
043877,Delaware City,5236.0376,5259.53,42814823.07,8140.43,5967.26,0.266959,266810.21,0.023097335008,1.46670942,1904.2933,1495.6385,1802.1296,0.344178,281220.38,1631730.45,747822.065234999987,1487710.5,14296875.69,16688248.82,1992731.23,16289606.92,0,1487710.5,0,141373.02,0,17918690.43,340342.44,639235.93,747822.07,19646090.88
043885,Delphos City,845.4046,845.4046,7455978.51,8819.42,7360.28,0.1654462,320725.28,0.022106459925,1.46670942,578.5646,333.3739,517.267,0.611857,255099.24,56851.2,26054.90496,367029.401728301891,3007659.65,2130183.21,-731201.11,2276458.54,731201.11,367029.4,39314.06,22825.92,0,3436829.03,0,139873.17,26054.9,3602757.11
043893,Dover City,2536.0014,2559.54,20734250.56,8100.77,4489.22,0.4458291,199258.35,0.0223758162,1.46670942,2509.2881,904.1363,2108.0002,0.83123,1918702.41,52362.45,23997.710835000002,706925.359999999986,7671129.86,15398497.66,6439215.59,14110345.45,0,706925.36,0,68472.04,0,14885742.84,131872.07,224056.66,23997.71,15265669.29
043901,East Cleveland City School District,1085.4838,1182.98,9900521.65,8369.14,1830.46,0.7812849,150256.07,0.01252157175,1.46670942,1084.304,874.6237,1031.8839,0.950621,1228401.17,835923.9,653094.720619109925,200223.700000000012,27243966.29,13763423.65,-11233336.18,16010630.11,11233336.18,200223.7,0,29308.06,0,27473498.05,56445.16,231399.42,653094.72,28414437.36
043919,East Liverpool City,1885.7971,1885.7971,15438729.56,8186.85,2091.78,0.7444955,114908.01,0.016685444925,1.46670942,1882.1627,1248.9828,1723.8678,0.914132,1897650.95,370478.85,275819.83667017502,1203273.820000000065,18212450.41,22213576.6,3334138.45,21546588.86,0,1203273.82,0,50916.52,0,22800779.2,0,171389.74,275819.84,23247988.78
043927,East Palestine City,870.2687,880.09,7606748.18,8643.15,3874.07,0.5517758,195927.11,0.019348180875,1.46670942,861.708,439.5873,756.1778,0.868902,752073.15,0,0,349646.396135483868,6539761.23,8577634.6,1698159.88,8237921.11,0,349646.4,0,23497.25,0,8611064.76,0,116896.81,0,8727961.57
043935,Eaton Community City,1742.393,1781.17,14439914.17,8106.98,4807.64,0.4069763,241370.59,0.021329436825,1.46670942,797.5065,622.6359,753.7889,0.432617,185845.24,107984.1,49489.11303,956042.369138461538,8961115.16,8782606.19,-148751.52,8812363.64,148751.52,956042.37,192106.73,47044.61,0,10156308.87,90604.43,211017.02,49489.11,10507419.43
043943,Elyria City Schools,5372.1496,5404.21,44035317.07,8148.34,3625.29,0.5550876,202494.71,0.01786628385,1.46670942,5313.7359,3265.0625,4801.5676,0.893789,5052980.41,1369970.7,760453.747933320003,1975840.300000000047,28824297.57,41175161.38,10291974.81,39116272.38,0,1975840.3,0,145048.04,0,41237160.72,0,1106485.98,760453.75,43104100.44
043950,Euclid City,4079.3777,4180.03,34236527.22,8190.5,3458.34,0.5777622,200396.41,0.0166537431,1.46670942,4060.1577,2853.525,3758.4995,0.921341,4202907.74,2541994.35,1468668.248043569969,2057454.5,22661806.21,34859776.82,10164568.91,32826375.12,0,2057454.5,0,110143.2,0,34993972.82,159095.73,585816.63,1468668.25,37207553.43
043968,Fairborn City,4002.9915,4002.9915,32894238.94,8217.41,4800.22,0.4158474,227179.94,0.020172866175,1.46670942,3950.0564,2169.1379,3504.8268,0.875552,3539362.17,871390.8,399358.403640000033,1792941.899999999907,16658065.3,23512154.69,5711512.69,22369577.99,0,1792941.9,0,108080.77,0,24270600.66,208155.56,620029.76,399358.4,25498144.38
043976,Fairview Park City,1352.2903,1396.82,11339760.7,8118.27,9850.14,0.1000004,382909.4,0.023620809925,1.46670942,374.9544,315.762,360.1563,0.266331,33653.41,403771.2,185048.340960000001,434159,2015881.48,1397802.73,-515045.02,1500836.46,515045.02,434159,0,36511.84,0,2486552.32,79108.98,150245.69,185048.34,2900955.33
043984,Findlay City,4766.6014,4837.92,39699676.91,8205.94,5001.41,0.3905135,239321.81,0.02004321645,1.46670942,2258.0446,2028.4017,2200.6339,0.461678,617903.59,646585.8,296330.272140000015,1304977.880000000121,19905419.58,22391174.16,2071379.29,21976798.87,0,1304977.88,0,128698.24,0,23410474.99,216880.36,823697.41,296330.27,24747383.03
043992,Fostoria City,1600.8733,1651.68,13399449.19,8112.62,2649.58,0.6734004,145861.34,0.0173479041,1.46670942,1586.7833,1056.5663,1454.229,0.908397,1580806.62,155454.6,104683.189821840002,582549.310000000056,10629595.23,16353341.54,4769597.8,15399193.03,0,582549.31,0,43223.58,0,16024965.92,0,328414.48,104683.19,16458063.58
044008,Franklin City,2586.8586,2586.8586,20982919.37,8111.35,5048.28,0.3776276,238094.17,0.0216726912,1.46670942,2534.1195,1228.8009,2207.7898,0.853464,2118471.87,789211.5,361695.630449999997,778164.780000000028,11165738.72,14371437.09,2671308.45,13837047.17,0,778164.78,0,69845.18,0,14685057.14,0,197287.03,361695.63,15244039.8
044016,Fremont City,3123.6268,3168.15,25754228.88,8129.11,4869.03,0.4010367,266873.89,0.019231868025,1.46670942,3083.8334,1582.0074,2708.3769,0.867062,2682279.09,499781.1,229049.678130000015,1436565.853076923173,12882919.89,17476931.81,3828190.13,16711110.02,0,1436565.85,0,84337.92,0,18232013.8,142125.02,611472.74,229049.68,19214661.23
044024,Galion City,1489.1852,1498.9,12205666.42,8143.08,3088.8,0.6206839,153349.1,0.018380946825,1.46670942,1463.9916,811.7236,1300.9246,0.873581,1307835.3,510895.35,317104.518329865008,585467.858648275957,11902830.29,14114055.23,1842613.74,13745444.03,0,585467.86,0,40208,0,14371119.89,0,256697.2,317104.52,14944921.61
044032,Gallipolis City,1733.2998,1778.45,14432271.34,8115.08,3430.82,0.5772288,187853.31,0.0189988047,1.46670942,1705.9506,870.7953,1497.1618,0.863764,1471477.04,9479.4,5471.782686719999,1309224.818662000122,10517142.87,13566329.92,2540887.57,13058030.44,0,1309224.82,0,46799.1,0,14414054.36,67598.69,130691.34,5471.78,14617816.18
044040,Garfield Heights City Schools,2470.8725,2726.77,22032362.93,8080.02,2850.13,0.6472618,162855.83,0.016765246125,1.46670942,2440.7313,1656.3915,2244.6464,0.908443,2440269.87,878728.2,568767.196442760061,710567.459999999963,18052741.08,21691791.87,3032421.02,21085162.1,0,710567.46,0,66713.56,0,21862443.12,128485.37,422750.16,568767.2,22982445.85
044057,Geneva Area City,1909.7765,1964.43,15934583.1,8111.56,4400.97,0.4574449,239292.07,0.019664762175,1.46670942,1867.6854,828.0258,1607.7705,0.841863,1501071.79,571885.65,262095.193395000009,708613.126780645107,10711244.46,11442637.62,609469.92,11320714.38,0,708613.13,0,51563.97,0,12080891.47,74481.28,140864.55,262095.19,12558332.5
044065,Girard City School District,1489.2083,1523.56,12441969.12,8166.38,2294.26,0.7190604,118356.98,0.017554075425,1.46670942,959.0683,784.8499,915.5137,0.614765,455803.52,308950.95,222154.393687380012,856540.890000000014,12378810.99,14968278.04,2157802.89,14536613.88,0,856540.89,0,40208.62,0,15433363.4,0,187888.75,222154.39,15843406.54
044073,Grandview Heights Schools,1125.344,1131.78,9381584.82,8289.23,12325.4,0.1,453792.8,0.025,1.46670942,88.1975,71.4241,84.0042,0.074648,616.64,201849.9,92507.809169999993,0,1339379.85,1093756.27,-204678.13,1134701.72,204678.13,0,57182.73,30384.29,0,1426946.87,73147.36,46295.05,92507.81,1638897.08
044081,Winton Woods City,3883.8619,3883.8619,31659205.12,8151.48,3598.88,0.5585001,179115.07,0.0201160215,1.46670942,3798.9269,2016.9404,3353.4303,0.863427,3293328.8,1714053.6,957299.107005360187,2022652.60999999987,15776683.75,30461899.21,12237190.04,28013873.79,0,2022652.61,0,104864.27,0,30141390.67,0,489973.26,957299.11,31588663.04
044099,Greenville City,2200.5923,2284.07,18738356.49,8203.93,4963.73,0.3949569,282604.9,0.0189137565,1.46670942,1222.6734,1004.9053,1168.2314,0.530871,433712,181925.1,83376.273329999996,965152.746708661434,9434594.18,11063667.68,1357506.95,10792101.13,0,965152.75,0,59415.99,0,11816669.87,0,467496.35,83376.27,12367542.49
044107,Hamilton City,8336.9441,8410.77,68212753.57,8110.17,2661.64,0.6718147,138703.57,0.0181776177,1.46670942,8254.8433,4779.6327,7386.0407,0.885941,7636878.03,1411825.8,948485.326279259985,4839286.529999999329,67846825.36,79261280.13,9511665.16,77358490.52,0,4839286.53,0,225097.49,0,82422874.54,433521.09,1877904.75,948485.33,85682785.71
044115,Heath City,1545.5084,1603.19,12988442.85,8101.62,4742.01,0.4146835,245518.06,0.02173019175,1.46670942,741.6453,535.2866,690.0556,0.446491,181219.14,213278.1,97745.353229999993,451963.890000000014,6509890.09,7227589.96,598059.3,7107949.39,0,451963.89,0,41728.73,0,7601642.01,80366.44,198015.33,97745.35,7977769.13
044123,Hillsboro City,2028.3516,2084.53,16933124.61,8123.23,3714.24,0.5427629,215866.51,0.018907416,1.46670942,2007.5022,1045.3304,1766.9592,0.871131,1766395.82,265810.65,144272.159244885028,1624821.006526315818,13107343.07,14930763.03,1519455.85,14626798.92,0,1624821.01,0,54765.49,0,16306385.42,0,271982.74,144272.16,16722640.32
044131,Huron City Schools,1090.5997,1110.39,9214045.26,8298.03,9608.14,0.1,433819.65,0.023055069737,1.46670942,358.1414,288.5354,340.7399,0.312433,43815.86,106909.95,48996.830085000001,210682.521299999993,2333657.33,1064654.18,-1057460.32,1276197.01,1057460.32,210682.52,128309.04,29446.19,0,2702095.08,63800.08,73826.36,48996.83,2888718.35
044149,Ironton City School District,1206.0795,1257.58,10285885.03,8179.11,2786.39,0.6593285,158101.05,0.017482800825,1.46670942,1187.1447,659.8557,1055.3224,0.875002,1064382.71,142535.4,93977.651478899992,709225.980000000098,9491918.78,12053085.4,2134220.15,11626138.93,0,709225.98,0,32564.15,0,12367929.05,54876.62,150733.66,93977.65,12667516.98
044156,Jackson City,2131.0833,2175.89,17665203.04,8118.61,4054.68,0.5005697,213365.09,0.02058695775,1.46670942,2095.2864,995.2281,1820.2718,0.854153,1749452.47,9049.95,4530.130756515,1561861.338853038615,13259027.49,14292697.13,861356.91,14120384.4,0,1561861.34,0,57539.25,0,15739784.99,0,265685.52,4530.13,16010000.64
044164,Kent City,2771.2084,2792,23404956.26,8382.86,4458.27,0.4681682,268374.53,0.017569161,1.46670942,1311.6747,1179.6797,1278.6759,0.461415,358623.26,553722.75,259235.383166549989,715006.79999999993,13020511.45,15638353.87,2181448.09,15201959.54,0,715006.8,0,74822.63,0,15991788.96,180128.54,254927.53,259235.38,16686080.42
044172,Kenton City,1682.0996,1682.0996,13638924.87,8108.27,3045.73,0.6243684,174626.23,0.0188960472,1.46670942,1009.1733,777.699,951.3048,0.565546,400820.66,168322.35,105095.156353740007,725765.138957983232,10422677.84,14814575.62,3659768.42,14082446.26,0,725765.14,0,45416.69,0,14853628.09,0,397155.34,105095.16,15355878.59
044180,Kettering City School District,7161.5481,7264.64,60684051.67,8353.35,5743.01,0.3124892,251624.12,0.0225677181,1.46670942,3619.8518,2629.8586,3372.3535,0.470897,985098.13,2298757.65,1053520.630995000014,1405001.100000000093,13305004.23,28007218.76,12251355.37,25556359.6,0,1405001.1,0,193361.8,0,27154722.5,372400.5,881633.33,1053520.63,29462276.96
044198,Lakewood City,4070.6355,4070.6355,33585423.67,8250.66,9322.54,0.1000005,369594.03,0.023046845723,1.46670942,1742.6986,1429.5888,1664.4212,0.408885,366572.72,695970.45,318963.257235000026,43756.510000000002,15386390.71,4568092,-9014888.32,6371502.39,9014888.32,43756.51,1414061.18,109907.16,0,16954115.56,211673.04,319418.46,318963.26,17804170.32
044206,Lancaster City,5864.7171,5967.65,48993567.34,8209.86,4422.62,0.4613039,230108.63,0.02037160395,1.46670942,5860.208,3136.2034,5179.2068,0.883113,5320964.6,1084900.95,500469.039348704973,1283606.669999999925,24631269.95,39443498.41,12343029.97,36974299.92,0,1283606.67,0,158347.36,0,38416253.96,266844.63,833685.92,500469.04,40017253.54
044214,Lebanon City,4778.238,4880.88,39714223.53,8136.69,7283.39,0.1048706,300867.05,0.023867166373,1.46670942,1481.5545,1220.5562,1416.3049,0.296407,163918.6,2098609.8,961792.871340000071,2465264.709999999963,17605107.94,5146187.35,-10382018.53,7223089.41,10382018.53,2465264.71,0,129012.43,0,20199385.08,248468.37,274953.81,961792.87,21684600.14
044222,Lima City,3154.0038,3154.0038,25929291.21,8221.07,1880.09,0.7713082,115085.25,0.01503017145,1.46670942,3117.5379,2290.8102,2910.856,0.922908,3266119.69,474508.65,365992.412715930026,846722.800000000047,35262742.65,35276464.85,11434.71,35274177.36,0,846722.8,477676.49,85158.1,0,36683734.75,0,851161.29,365992.41,37900888.46
044230,Lockland Local,415.3032,447.76,4761457.07,10633.95,2960.29,0.721619,190662.48,0.015801509925,1.46670942,408.2416,261.3476,371.5181,0.894571,391655.46,371771.4,268277.30589660001,12112.5,3524711.79,5076270.78,1292914.11,4817625.9,0,12112.5,0,11213.19,0,4840951.58,21595.77,83128.59,268277.31,5213953.25
044248,Logan-Hocking Local,3210.6734,3286.65,26868529.48,8175.05,5126.6,0.3728968,322989.98,0.0197557137,1.46670942,3178.0517,1578.1182,2778.0684,0.86526,2739874.94,670003.95,307062.810285000014,2998317.944294637069,19281667.89,17125879.9,-1796418.14,17485249.75,1796418.14,2998317.94,52068.04,86688.18,0,22418742.06,0,427307.28,307062.81,23153112.14
044255,London City,2051.19,2051.19,16628434.65,8106.73,5098.38,0.3710919,240337.58,0.022517593174,1.46670942,979.6478,808.8923,936.9589,0.456788,257539.88,214668.3,98382.48189000001,822652.68888421054,7197017.79,9292679.62,1746315,8943332.79,0,822652.69,0,55382.13,0,9821367.61,106661.88,368052.16,98382.48,10394464.14
044263,Lorain City,5753.2989,5753.2989,47152931.69,8195.81,2297.33,0.7196948,138613.76,0.015527781,1.46670942,5752.5264,4085.8994,5335.8697,0.927445,6046110.79,2059792.35,1482421.843374779914,1676329.600000000093,59427979.75,61968107.3,2116688.29,61544668.04,0,1676329.6,0,155339.07,0,63376336.71,0,1042315.54,1482421.84,65901074.09
044271,Loveland City,3752.0535,3851.49,31306652.02,8128.45,8870.28,0.1000006,319748.54,0.025,1.46670942,432.4655,570.8967,467.0733,0.124485,9534.85,862987.65,395507.239995000011,1608083,11003971.75,3658208.02,-6121224.91,4882746.84,6121224.91,1608083,0,101305.44,0,12713360.19,219495.13,217713.13,395507.24,13546075.69
044289,Madeira City,1599.0241,1602.71,12947201.44,8078.32,9051.99,0.1,335104.64,0.025,1.46670942,143.55,101.9783,133.1571,0.083274,1216.4,56288.4,25796.973719999998,435327.700000000012,2232246.01,1442678.98,-657946.21,1574299.8,657946.21,435327.7,0,43173.65,0,2710747.36,103936.57,89514.5,25796.97,2929995.4
044297,Mansfield City,2747.6824,2908.95,23899692.99,8215.92,2846.99,0.6534791,170394.72,0.015510727575,1.46670942,2735.6498,2024.3952,2557.8362,0.930907,2919979.98,1067782.8,697773.743139480008,2082282.830000000075,23053995.77,28091515.99,4197765.6,27251761.37,0,2082282.83,0,74187.42,0,29408231.62,107159.61,691263.37,697773.74,30904428.35
044305,Maple Heights City,2811.5187,2915.4,23782137.25,8157.42,2228.86,0.7267692,135241.21,0.016046816625,1.46670942,2805.3188,2022.328,2609.5711,0.928171,2961554.19,1411133.85,1025568.619257420069,704068.699999999953,19599866.89,29873170.8,8560744.14,28160611.03,0,704068.7,0,75911.01,0,28940590.74,109649.23,439108.29,1025568.62,30514916.88
044313,Mariemont City,1501.2921,1505.69,12216523.27,8113.57,9020.09,0.1000004,336165.95,0.025,1.46670942,182.4774,138.4738,171.4765,0.114219,2946.97,114389.1,52424.524530000002,295335.700000000012,2747045.51,1367483.69,-1149588.86,1597456.65,1149588.86,295335.7,0,40534.89,0,3082916.1,97583.99,53108.84,52424.52,3286033.44
044321,Marietta City,2059.4138,2096.27,17018836.45,8118.63,6198.23,0.2365412,322759.43,0.019763803125,1.46670942,1116.6343,999.1362,1087.2598,0.527946,399215.03,264157.95,121063.588485,866999.235684507061,7782600.24,5093500.6,-2240826.73,5541773.51,2240826.73,866999.24,0,55604.17,0,8705203.65,0,426785.77,121063.59,9253053.01
044339,Marion City,3760.3901,3834.77,31537600.28,8224.12,2085.98,0.7463585,119316.94,0.0168454845,1.46670942,3736.0164,2586.5244,3448.6434,0.917097,3820967.97,520751.7,388667.457684450026,1601479.419999999925,37822225.56,41411846.77,2991231.35,40813456.91,0,1601479.42,0,101530.53,0,42516466.87,146655.21,695439.11,388667.46,43747228.65
044347,Martins Ferry City,1233.6211,1260.47,10358536.66,8218,3648.63,0.5560188,216018.18,0.018558258525,1.46670942,804.6207,641.8058,763.917,0.619248,385895.69,109948.65,61133.516434620011,674605.770000000019,10031011.15,9719611.13,-259489.63,9771521.52,259489.63,674605.77,209427.3,33307.77,0,10948351.98,0,141858.44,61133.52,11151343.94
044354,Massillon City,3885.6329,3886.98,32125005.21,8264.77,2706.47,0.6725291,152054.57,0.0176848182,1.46670942,3884.7155,2307.1324,3490.3197,0.898263,3709939.21,214084.5,143978.056108949997,2263089.830000000075,27020514.64,36848469.17,8189634.51,35210149.15,0,2263089.83,0,104912.09,0,37578151.07,0,306718.16,143978.06,38028847.29
044362,Maumee City,2081.3855,2109.23,17128450.27,8120.71,6003.35,0.2607357,265604.8,0.022624401442,1.46670942,918.7757,674.7092,857.759,0.41211,191904.95,282618,129523.829400000002,572645.800000000047,4594428.78,6082411.48,1239935.99,5834364.77,0,572645.8,0,56197.41,0,6463207.98,108232.05,284842.6,129523.83,6985806.46
044370,Mayfield City,3732.4047,3758.66,30711310.6,8170.81,10291.86,0.1,437823.74,0.023546117036,1.46670942,1407.6305,1026.2619,1312.2884,0.351593,213699.88,1853029.5,849243.419849999947,1236447.5,1242594.25,4018406.41,2313084.28,3555678.53,0,1236447.5,0,100774.93,0,4892900.95,242606.31,319028.36,849243.42,6303779.03
044388,Medina City SD,5632.8589,5810.39,47157941.43,8116.14,7887.2,0.1,329437.24,0.023901728082,1.46670942,1402.5314,1153.4565,1340.2627,0.237936,99955.06,1524361.65,698614.944194999989,1803205.729999999981,15831957.31,5550610.33,-8567446.44,7264510.87,8567446.44,1803205.73,0,152087.19,0,17787250.23,329522.24,437334.4,698614.94,19252721.82
044396,Miamisburg City,4505.3688,4572.78,37290301.98,8154.84,6090.85,0.2530999,263382.33,0.022694565871,1.46670942,2188.8466,1863.6299,2107.5424,0.467785,607524.04,1297313.85,594558.937455000007,1715052.949999999953,13497568.84,13505510.66,6617.92,13504186.76,0,1715052.95,98691.83,121644.96,0,15439576.5,234279.18,524433.28,594558.94,16792847.89
044404,Middletown City,5675.9378,5746.76,46804992.35,8144.59,3061.25,0.6241359,180346.31,0.0173004606,1.46670942,5595.4984,3569.0696,5088.8912,0.896573,5388762.42,2209080.3,1378766.321212770185,4048975.209999999963,26327528.68,51559173.29,21025529.45,47353058.13,0,4048975.21,0,153250.32,0,51555283.66,0,779208.89,1378766.32,53713258.87
044412,Mt Healthy City,2550.2769,2685.11,21719324.63,8088.8,3266.59,0.5961587,174781.52,0.01797516315,1.46670942,2516.8992,1784.9219,2333.9049,0.915157,2574950.7,1149792,685458.5039904,1263461.600000000093,22180919.35,22423011.99,201735.8,22382655.15,0,1263461.6,0,68857.48,0,23714974.22,0,478547.46,685458.5,24878980.19
044420,Mount Vernon City,3346.9725,3413.9,27810225.98,8146.17,5159.05,0.3666911,263258.33,0.0205828038,1.46670942,3286.9852,1368.4843,2807.3599,0.838776,2601864.34,218132.25,99970.010175000003,1367026.013759183697,14628133.47,16504305.15,1563413.86,16191547.33,0,1367026.01,0,90368.26,0,17648941.6,174042.57,419244.38,99970.01,18342198.56
044438,Napoleon Area City,1606.9059,1665.36,13507818.87,8111.05,5945.24,0.2670197,283736.77,0.021636398025,1.46670942,662.9954,513.3798,625.5915,0.389314,124906.62,277165.35,127024.879905000009,544558.962790839723,6997985.17,5032357.88,-1637957.22,5360027.95,1637957.22,544558.96,361829.91,43386.46,0,7947760.5,0,275780.61,127024.88,8350565.99
044446,Nelsonville-York City,941.577,985.69,8372835.67,8494.39,2507.27,0.7048322,161464.62,0.01674054045,1.46670942,922.0318,553.7687,829.966,0.881464,849501.25,34851.6,24564.52990152,763779.579768421128,10130388.76,11135191.09,837301.78,10967690.54,0,763779.58,0,25422.58,0,11756892.7,0,124230.26,24564.53,11905687.48
044453,Newark City,5438.8164,5530.31,45122709.93,8159.16,4076.38,0.5003919,225609.81,0.0189281862,1.46670942,5336.879,3182.171,4798.202,0.882214,4919500.18,1752942.45,877158.203146155109,1471222.199999999953,31890392.96,39572011.69,6401092.89,38291485.85,0,1471222.2,0,146848.04,0,39909556.09,0,848595.1,877158.2,41635309.39
044461,New Boston Local,356.7057,357.65,4275325.41,11953.94,1393.73,0.8834077,128125.13,0.013378177575,1.46670942,352.2365,274.2953,332.7512,0.932845,381446.1,27058.5,23903.687250449999,121645.199999999997,3744447.11,5524860.05,1483618.1,5228065.21,0,121645.2,0,9631.06,0,5359341.47,23185.87,49447.22,23903.69,5455878.24
044479,New Lexington School District,1714.6281,1714.6281,14090123.52,8217.6,3240.71,0.6056381,187039.26,0.0196166628,1.46670942,1705.4603,861.5362,1494.4793,0.871606,1495632.48,232069.95,140550.403585094988,1360490.611542268191,14381968.95,15422609.25,867165.56,15249134.51,0,1360490.61,0,46294.96,0,16655920.09,0,208335.42,140550.4,17004805.91
044487,New Philadelphia City,2664.127,2694.61,21903783.14,8128.74,4688.57,0.4232107,232287.94,0.02053098765,1.46670942,2625.3394,1167.852,2260.9676,0.848671,2145199.16,171707.55,78693.570165000012,842605.814174647909,10940652.74,15587736.22,3872414.67,14813067.41,0,842605.81,0,71931.43,0,15727604.65,121217.78,300368.8,78693.57,16227884.8
044495,Niles City,1847.7068,1881.07,15196195.27,8078.48,2830.85,0.649581,155076.79,0.016620073425,1.46670942,1834.3039,1164.9543,1666.9665,0.902181,1787346.6,0,0,936652.089999999967,14840531.31,16808992.48,1640318.69,16480850,0,936652.09,0,49888.08,0,17467390.18,96080.75,330269.99,0,17893740.92
044503,North Canton City,4088.0702,4140.22,34071967.51,8229.51,6178.99,0.2491656,255149.4,0.023241567794,1.46670942,1169.2094,833.0274,1085.1639,0.265446,100726.15,391012.65,179201.097494999995,1329636.600000000093,14375386.07,11421744.41,-2461269.6,11914116.47,2461269.6,1329636.6,0,110377.9,0,15815400.57,239152.11,399163.67,179201.1,16632917.45
044511,North College Hill City,1297.6033,1297.6033,10592621.71,8163.22,2559.68,0.6864374,143239.8,0.017182835775,1.46670942,1247.0766,936.2197,1169.3624,0.901171,1251002.22,253802.85,174219.768466590001,72402.899999999994,10674566.3,14217536.35,2952356.94,13626923.24,0,72402.9,0,35035.29,0,13734361.43,0,121683.08,174219.77,14030264.28
044529,North Olmsted City,3322.7959,3366.35,27348041.74,8123.94,7068.98,0.1298581,308341.72,0.022901936284,1.46670942,3304.0217,1277.1614,2797.3067,0.841853,2611603.05,919131.15,421237.806044999976,1270748.159999999916,7324215.46,6930449.59,-328125.1,6996090.36,328125.1,1270748.16,0,89715.49,0,8684679.11,0,285029.88,421237.81,9390946.8
044537,North Ridgeville City,4162.1101,4196.49,34121534.36,8130.97,7831.54,0.1000004,318422.02,0.024047990825,1.46670942,1203.7503,863.2903,1118.6353,0.268766,106446.59,1184223.6,542729.675879999995,1328471.800000000047,9741508.73,4105606.91,-4696396.98,5045111.75,4696396.98,1328471.8,0,112376.97,0,11182357.5,270537.16,351951.73,542729.68,12347576.06
044545,North Royalton City,3861.1258,3861.79,31374383.24,8124.31,9479.81,0.1,386546.79,0.023870809914,1.46670942,1215.9251,1055.5243,1175.8249,0.304529,143646.33,722842.05,331278.51151500002,2010822.090000000084,4059909.84,3831851.04,-190041.4,3869868.44,190041.4,2010822.09,0,104250.4,0,6174982.32,225875.86,236056.93,331278.51,6968193.62
044552,Norton City,2004.1296,2070,16838770.27,8134.67,4872.37,0.4010365,209209.99,0.023096710369,1.46670942,1947.3331,650.5828,1623.1455,0.8099,1402538.56,563743.95,258363.85228500003,718247.429999999935,10046072.91,10816542.09,642031.96,10688104.87,0,718247.43,0,54111.5,0,11460463.8,104214.74,210936.63,258363.85,12033979.02
044560,Norwalk City,2313.1584,2370,19268510.94,8130.17,3826.47,0.5293491,180127.75,0.019764896175,1.46670942,2283.1082,998.1941,1961.8797,0.848139,1859092.5,573946.8,303818.222027880023,758732.819999999949,13110281.11,16695438.74,2987511.85,16097792.96,0,758732.82,0,62455.28,0,16918981.06,0,346082.57,303818.22,17568881.85
044578,Norwood City,1579.8731,1579.8731,12928243.84,8183.09,7311.22,0.1065453,354497.35,0.02159420175,1.46670942,1396.5546,813.0867,1250.6876,0.791638,1032515.73,617975.4,283218.125820000016,59168.710400000004,6291654.35,2760031.04,-2942901.7,3348752.65,2942901.7,59168.71,395259.3,42656.57,0,6788738.93,82153.4,156407.31,283218.13,7310517.76
044586,Oakwood City,1916.3076,1941.04,15680133.21,8078.21,6712.97,0.1690027,226405.72,0.025,1.46670942,119.6388,111.8781,117.6986,0.061419,584.89,188311.2,86303.022960000002,17212.5,6261474.85,3183574.77,-2564814.14,3696660.71,2564814.14,17212.5,2147,51740.31,0,6332574.66,124559.99,132022.2,86303.02,6675459.88
044594,Oberlin City Schools,719.9241,747.58,6740036.93,9015.81,8657.73,0.1,405449.12,0.022356139275,1.46670942,488.8604,299.9903,441.6429,0.613458,218945.23,2877,1318.5291,145564.482799999998,3253950.12,1397210.25,-1547221.33,1706728.79,1547221.33,145564.48,0,19437.95,0,3418952.55,46795.07,52414.04,1318.53,3519480.19
044602,Oregon City,3320.4538,3320.4538,27331176.56,8231.16,5019.99,0.3901238,222793.94,0.02274963563,1.46670942,1682.6514,1184.9602,1558.2286,0.469282,452057.33,709272.9,325059.770070000028,1184142.377131147543,12419276.27,15936948.94,2931276.63,15350552.9,0,1184142.38,0,89652.25,0,16624347.53,172663.6,420818.78,325059.77,17542889.68
044610,Orrville City,1393.901,1434.33,11661390.07,8130.2,4886.14,0.3990135,234692.13,0.021762330975,1.46670942,663.9937,518.2088,627.5474,0.450209,167559.66,139498.8,63932.300040000009,314291.90280000004,5956670.62,6838925.85,735183.29,6691853.91,0,314291.9,0,37635.33,0,7043781.13,63422.49,131732.19,63932.3,7302868.12
