irn,name,county,fiscal_year,unrestricted_aid,restricted_aid,property_tax,income_tax,property_tax_allocation,total_revenue,total_revenue_and_sources,total_expenditure,beginning_cash,ending_cash
050179,Joseph Badger Local,Trumbull,2024,4715442,365317,3447695,0,564259,10231785,10397414,9810757,5700678,6287335
050179,Joseph Badger Local,Trumbull,2025,4391035,641514,3572868,0,606223,10215972,10370068,12219073,6287335,4438330
050187,Lakeview Local,Trumbull,2020,6236666,57947,7628242,0,1072593,15819559,16013791,17143314,4211812,3082289
050187,Lakeview Local,Trumbull,2021,6368221,60927,7747844,0,1075298,15972324,16403062,16811631,3082289,2673720
050187,Lakeview Local,Trumbull,2022,5926768,158414,7993354,0,1081905,15574558,15683266,16014330,2673720,2342656
050187,Lakeview Local,Trumbull,2023,5842914,360481,7636204,0,1054956,15684232,15827421,16196553,2329608,1960476
050187,Lakeview Local,Trumbull,2024,6034794,458714,8273834,0,1175188,17538451,17666332,16064215,1960476,3562593
050187,Lakeview Local,Trumbull,2025,5893385,497394,9242552,0,1291487,18222136,19370526,18282267,3562593,4650853
050195,Liberty Local,Trumbull,2020,4660218,361451,7343088,0,1317291,16359404,16582172,16993731,1399164,987605
050195,Liberty Local,Trumbull,2021,4740339,376341,7795153,0,1112726,17378396,17505860,15560479,987605,2932986
050195,Liberty Local,Trumbull,2022,4261747,556634,7111581,0,1079251,14517099,14764350,14315713,2932986,3381623
050195,Liberty Local,Trumbull,2023,4248696,669796,7772704,0,1054483,15207898,15566396,14970865,3381625,3977156
050195,Liberty Local,Trumbull,2024,4928367,857650,7899204,0,1090905,16505019,16915553,15216487,3977156,5676222
050195,Liberty Local,Trumbull,2025,4674586,784632,9431190,0,567285,16594755,17142124,17078377,5676222,5739970
050203,Lordstown Local,Trumbull,2020,1041091,41156,2957507,83317,1246120,8233270,8350904,7888197,1010373,1473080
050203,Lordstown Local,Trumbull,2021,1073018,35635,2713977,0,1093616,8058897,8169147,7891554,1473080,1750673
050203,Lordstown Local,Trumbull,2022,1395918,163473,3588827,0,938225,8566765,8662557,7847749,1750673,2565481
050203,Lordstown Local,Trumbull,2023,1504299,301862,4565068,0,814487,9967054,10034729,8518768,2565496,4081457
050203,Lordstown Local,Trumbull,2024,1673617,369995,3525632,0,776397,11729632,11948921,9533610,4081457,6496769
050203,Lordstown Local,Trumbull,2025,1561682,356676,4341444,0,738399,11228969,11479986,12930071,6496769,5046683
050211,Maplewood Local,Trumbull,2020,4870315,44558,2448872,0,409271,8774228,8774228,9484097,2906354,2196485
050211,Maplewood Local,Trumbull,2021,4907305,100969,2437964,0,416442,8839171,8993391,8824163,2196485,2432251
050211,Maplewood Local,Trumbull,2022,4106869,138541,2410016,0,425708,8459938,8474169,8631567,2432251,2274853
050211,Maplewood Local,Trumbull,2023,3289047,316997,2727516,0,421441,8692129,8846707,9311583,2274852,1809976
050211,Maplewood Local,Trumbull,2024,5327844,362657,2929009,0,457674,9826425,9957911,9043289,1809976,2724598
050211,Maplewood Local,Trumbull,2025,5546995,788892,2998300,0,500867,10508357,10616846,10196305,2724598,3145139
050229,Mcdonald Local,Trumbull,2020,5350158,48401,1419418,0,252751,8720757,8725206,8333189,5131866,5523883
050229,Mcdonald Local,Trumbull,2021,5390489,32254,1475014,0,250724,8808436,8811016,8790329,5523883,5544570
050229,Mcdonald Local,Trumbull,2022,6486436,381334,1478980,0,252836,8956297,8962259,8940056,5544570,5566773
050229,Mcdonald Local,Trumbull,2023,6633807,411322,1533066,0,247899,9260801,9287456,9151998,5566773,5702231
050229,Mcdonald Local,Trumbull,2024,7115385,492583,1744745,0,270686,10139717,10179366,10132225,5702231,5749373
050229,Mcdonald Local,Trumbull,2025,7521608,507671,1887330,0,294095,10718041,10785018,12696305,5749373,3838085
050237,Southington Local,Trumbull,2020,3570347,66995,1345017,0,233443,6201996,6734582,6397914,3508332,3845000
050237,Southington Local,Trumbull,2021,3608715,60834,1431598,0,240814,6269151,6659198,6614047,3845000,3890151
050237,Southington Local,Trumbull,2022,3479406,300309,1492439,0,249473,5840799,6032835,5521912,3890151,4401074
050237,Southington Local,Trumbull,2023,3549533,339167,1496395,0,249821,6159204,6371500,6008991,4401070,4763579
050237,Southington Local,Trumbull,2024,3518321,409506,1691556,0,272813,6716501,7034018,6261623,4763579,5535974
050237,Southington Local,Trumbull,2025,3605657,408026,1827623,0,295719,6944811,7121317,9254424,5535974,3402867
050245,Labrae Local,Trumbull,2020,7480255,259234,2698791,0,345838,12441995,12626329,13484688,2612396,1754037
050245,Labrae Local,Trumbull,2021,7546204,251532,2770568,0,340231,12586896,12874380,12800388,1754037,1828029
050245,Labrae Local,Trumbull,2022,8371390,391221,2840372,0,340540,12417440,12500625,11829040,1828029,2499614
050245,Labrae Local,Trumbull,2023,8187267,631006,2870089,0,333403,12564584,12714789,11342023,2499604,3872370
050245,Labrae Local,Trumbull,2024,8927810,842919,3396354,0,363453,14181137,14392592,12887796,3872370,5377166
050245,Labrae Local,Trumbull,2025,9178069,809937,3492504,0,390756,14509689,14715066,15454541,5377166,4637691
050252,Weathersfield Local,Trumbull,2020,4473181,141365,2186057,0,870474,11121773,12093458,11052083,4360493,5401868
050252,Weathersfield Local,Trumbull,2021,4721279,141601,2258727,0,766174,11357199,11448134,10974012,5401868,5875990
050252,Weathersfield Local,Trumbull,2022,6248447,434676,2231890,0,658222,11201349,11271010,11077562,5875990,6069438
050252,Weathersfield Local,Trumbull,2023,6493697,491770,3273482,0,594146,11498735,11478173,11397747,6069404,6149830
050252,Weathersfield Local,Trumbull,2024,7294534,577838,2495865,0,490795,13064801,13070454,12282073,6149830,6938212
050252,Weathersfield Local,Trumbull,2025,7608868,573370,2970221,0,438991,13404497,13255308,14603652,6938212,5589868
050278,Garaway Local,Tuscarawas,2020,4023623,94743,6515774,0,763396,13695311,13781324,12226438,6786440,8341326
050278,Garaway Local,Tuscarawas,2021,4166562,98863,7497717,0,782789,14894601,14916040,12156764,8341326,11100602
050278,Garaway Local,Tuscarawas,2022,4744075,317780,7364923,0,772101,14590254,14618133,12491712,11100602,13227023
050278,Garaway Local,Tuscarawas,2023,4812135,302795,8475850,0,812191,15306605,15510153,12865579,12408104,15052678
050278,Garaway Local,Tuscarawas,2024,4807134,344728,8507832,0,863493,16391151,16656014,13420649,15052678,18288043
050278,Garaway Local,Tuscarawas,2025,4915144,255855,8788262,0,888461,17020614,17904064,29649323,18288043,6542784
050286,Indian Valley Local,Tuscarawas,2020,10831314,322527,5373993,0,567889,20468096,20519362,19300401,11311772,12530733
050286,Indian Valley Local,Tuscarawas,2021,10920602,322399,5878578,0,580128,21246029,21252153,17788405,12530733,15994481
050286,Indian Valley Local,Tuscarawas,2022,12937735,860431,5707231,0,570952,20724329,20745760,18176294,15994481,18563947
050286,Indian Valley Local,Tuscarawas,2023,13012265,854811,7233098,0,600509,22984266,23007279,25427576,18563947,16143650
050286,Indian Valley Local,Tuscarawas,2024,12901312,1048043,6551645,0,637548,22770338,22827677,22301153,16143650,16670174
050286,Indian Valley Local,Tuscarawas,2025,12198634,1916424,7180842,0,639864,23601882,23620313,29597846,16670174,10692642
050294,Strasburg-Franklin Local,Tuscarawas,2020,2790852,15794,2779607,0,350622,6679473,6877945,6346193,3951465,4483217
050294,Strasburg-Franklin Local,Tuscarawas,2021,2868260,20297,2620798,0,364207,6967773,7038411,6275103,4483217,5246525
050294,Strasburg-Franklin Local,Tuscarawas,2022,2648003,102008,3100872,0,364328,6724324,6724391,7433014,5246525,4537902
050294,Strasburg-Franklin Local,Tuscarawas,2023,2779292,217762,2919815,0,375897,7220778,7232420,7109213,4797633,4920840
050294,Strasburg-Franklin Local,Tuscarawas,2024,3019552,326797,3052310,0,447435,8087353,8112666,7486243,4920840,5547263
050294,Strasburg-Franklin Local,Tuscarawas,2025,2718162,285925,3224901,0,422895,7872096,7881823,12233003,5547263,1196083
050302,Tuscarawas Valley Local,Tuscarawas,2020,5830502,55092,6359563,0,795144,17792771,17793011,16968985,7304873,8128899
050302,Tuscarawas Valley Local,Tuscarawas,2021,5928687,55191,6388880,0,791962,18183290,18183686,16881762,8128899,9430823
050302,Tuscarawas Valley Local,Tuscarawas,2022,5663376,285609,6449711,0,786501,17041456,18648634,21644783,9430823,6434674
050302,Tuscarawas Valley Local,Tuscarawas,2023,5706247,262494,7102408,0,835395,18273467,19049285,16714454,6434673,8769504
050302,Tuscarawas Valley Local,Tuscarawas,2024,5685129,268914,7537556,0,898132,19177665,19260069,17874630,8769504,10154943
050302,Tuscarawas Valley Local,Tuscarawas,2025,4958419,1067853,7837088,0,917776,19313663,19404912,23635770,10154943,5924085
050328,Fairbanks Local,Union,2020,2597824,62638,6442568,1950994,911806,13375472,13375472,13218860,7153128,7309740
050328,Fairbanks Local,Union,2021,2686504,18917,6808047,1984272,927524,13812540,13818748,12582684,7309740,8545804
050328,Fairbanks Local,Union,2022,3156290,131659,6676344,2292248,919497,13815090,13852075,13366200,8545804,9031679
050328,Fairbanks Local,Union,2023,2954362,175227,7534676,2514144,993515,15108231,15131400,14016631,9091173,10205942
050328,Fairbanks Local,Union,2024,3021847,231021,8154153,2593778,1093615,16507259,16508012,16954640,10205942,9759314
050328,Fairbanks Local,Union,2025,3261805,204711,8726828,2777408,1135894,18287324,18287324,19661508,9759314,8385130
050336,North Union Local School District,Union,2020,7537041,263910,4769707,2138567,694563,17720606,17920617,17673887,11397465,11644195
050336,North Union Local School District,Union,2021,7685073,241412,4974849,2131999,704510,18331028,18446473,17619548,11644195,12471120
050336,North Union Local School District,Union,2022,8642039,605373,5042726,2414405,703513,18490228,18550468,18121012,12471120,12900576
050336,North Union Local School District,Union,2023,8663808,596790,5536392,2804054,774088,19768087,19814676,18698977,12900580,14016279
050336,North Union Local School District,Union,2024,8570214,743169,6096254,2740195,857323,20899533,20967364,20351080,14016279,14632563
050336,North Union Local School District,Union,2025,8480423,672286,6391852,2898364,877536,21389962,21463957,23764064,14632563,12332456
050351,Crestview Local,Van Wert,2020,4364568,56257,2695577,1257896,384346,12204289,12281761,14439594,11753138,9595305
050351,Crestview Local,Van Wert,2021,4430688,56257,2593533,1306583,382780,12051317,12147934,14909868,9595305,6833371
050351,Crestview Local,Van Wert,2022,5582710,155139,2563641,1332347,386314,12568211,12677740,11062918,6833371,8448193
050351,Crestview Local,Van Wert,2023,5119569,320151,2696792,1519743,387652,12783095,12851417,10995303,8448193,10304307
050351,Crestview Local,Van Wert,2024,5867319,404317,2993909,1572806,423442,14545085,14550373,14009292,10304307,10845388
050351,Crestview Local,Van Wert,2025,6049518,446492,3292529,1658919,458335,15365267,15371184,22295937,10845388,3920635
050369,Lincolnview Local,Van Wert,2020,3988168,45835,3132514,0,414837,10863966,11009234,10461789,13201850,13749295
050369,Lincolnview Local,Van Wert,2021,4087908,45835,3081536,0,416474,11312061,11316090,10704239,13749295,14361146
050369,Lincolnview Local,Van Wert,2022,5107662,304378,3080717,0,419424,11444251,11453757,9980742,14361146,15834161
050369,Lincolnview Local,Van Wert,2023,5067375,331556,3085081,0,422113,11643646,11646780,16070981,15834164,11409963
050369,Lincolnview Local,Van Wert,2024,5698172,375312,3511421,0,458804,13408929,13544836,12134167,11409963,12820632
050369,Lincolnview Local,Van Wert,2025,5600304,399239,3791392,0,489050,13438103,13528834,21491433,12820632,4858033
050393,Vinton County Local,Vinton,2020,15241978,2207435,3091839,0,533525,25934437,26386312,25512613,20852945,21726644
050393,Vinton County Local,Vinton,2021,15420341,2226761,2987576,0,531441,26230331,26356143,25013212,21726644,23069575
050393,Vinton County Local,Vinton,2022,15175016,2538129,3365305,0,567047,26621481,26706887,24305198,23069575,25471264
050393,Vinton County Local,Vinton,2023,14819916,2900613,3540531,0,579580,27610648,27610861,25481440,25471262,27600683
050393,Vinton County Local,Vinton,2024,14992331,2779642,3702656,131,595639,29019498,29020983,27329277,27600683,29292390
050393,Vinton County Local,Vinton,2025,15409624,2421752,4387220,0,668819,30799634,33717031,44679257,29292390,18330163
050419,Carlisle Local,Warren,2020,8642363,111483,4859063,2528646,661319,18814155,18852004,18723578,8165664,8294090
050419,Carlisle Local,Warren,2021,8891965,61348,4899931,2505769,657526,19058055,19079155,19297374,8294090,8075871
050419,Carlisle Local,Warren,2022,9251400,30674,4904634,3098223,683765,20026715,20032290,19144733,8075871,8963428
050419,Carlisle Local,Warren,2023,9237341,103873,5486914,3510280,708627,20799492,20805788,19768186,8963428,10001030
050419,Carlisle Local,Warren,2024,10318494,36020,5782853,3469340,722415,22399865,22407110,21191326,10001030,11216814
