ranking_year,rank,lea_irn,lea_name,building_irn,building_name,building_org_type,performance_index
2023,2152,047365,Northwest Local,030320,Pleasant Run Elementary School,Public School,76.941
2023,1340,044636,Parma City,030353,Pleasant Valley Elementary School,Public School,88.173
2023,771,046870,Fairfield Union Local,030395,Pleasantville Elementary School,Public School,94.784
2023,1456,049460,Plymouth-Shiloh Local,030429,Plymouth High School,Public School,86.795
2023,581,046128,Madison Local,030437,Madison Elementary School,Public School,97.711
2023,464,048348,Poland Local,030445,Poland Middle School,Public School,99.791
2023,828,048348,Poland Local,030452,Poland Seminary High School,Public School,94.104
2023,2055,043539,Barberton City,030528,Barberton Intermediate School,Public School,78.711
2023,2673,043489,Akron City,030536,Portage Path Community Learning Center,Public School,56.98
2023,2516,044669,Portsmouth City,030569,Portsmouth Junior High School/Portsmouth High School,Public School,65.926
2023,2280,049650,Washington-Nile Local,030585,Portsmouth West High School,Public School,73.796
2023,1512,046284,Clark-Shawnee Local,030593,Shawnee Elementary School,Public School,86.107
2023,622,045195,Amherst Exempted Village,030635,Powers Elementary School,Public School,97.075
2023,2317,048652,Switzerland of Ohio Local,030643,Powhatan Elementary School,Public School,72.926
2023,2587,044800,South-Western City,030676,Prairie Lincoln Elementary School,Public School,62.487
2023,2387,044800,South-Western City,030684,Prairie Norton Elementary School,Public School,70.222
2023,93,044180,Kettering City School District,030692,Prass Elementary School,Public School,106.824
2023,1832,043836,Cuyahoga Falls City,030700,Preston Elementary School,Public School,82.509
2023,2338,044677,Princeton City,030742,Princeton Community Middle School,Public School,71.723
2023,1725,044677,Princeton City,030759,Princeton High School,Public School,83.666
2023,2382,043943,Elyria City Schools,030783,Eastern Heights Elementary School,Public School,70.317
2023,1176,048413,Elgin Local,030825,Elgin Elementary School,Public School,90.123
2023,1467,044651,Port Clinton City,030833,Port Clinton Middle School,Public School,86.68
2023,991,044651,Port Clinton City,030841,Port Clinton High School,Public School,92.12
2023,250,050286,Indian Valley Local,030866,Port Washington Elementary School,Public School,103.403
2023,1776,048975,Put-In-Bay Local,030890,Put-In-Bay Elementary School,Public School,83.125
2023,1101,048975,Put-In-Bay Local,030908,Put-In-Bay High School,Public School,90.8
2023,1000,046383,Blanchester Local,030916,Putman Elementary School,Public School,92.045
2023,2253,045880,Pymatuning Valley Local,030932,Pymatuning Valley High School,Public School,74.439
2023,422,048926,Benton Carroll Salem Local,030973,R C Waters Elementary School,Public School,100.625
2023,152,050278,Garaway Local,031021,Ragersville Elementary School,Public School,105.185
2023,2091,045401,Greenfield Exempted Village,031039,Rainsboro Elementary School,Public School,78.01
2023,1693,049247,Waterloo Local,031054,Waterloo Middle School,Public School,84.106
2023,569,049932,Plain Local,031070,Ransom H Barr Elementary School,Public School,97.879
2023,2479,044685,Ravenna City,031104,Ravenna High School,Public School,67.214
2023,1829,047431,Cory-Rawson Local,031120,Cory-Rawson Elementary School,Public School,82.527
2023,2858,045161,Youngstown City,031138,East High School,Public School,45.654
2023,2794,044909,Toledo City,031153,Raymer Elementary School,Public School,50.467
2023,614,045476,Marysville Exempted Village,031179,Raymond Elementary School,Public School,97.156
2023,1957,044693,Reading Community City,031187,Reading Junior Senior High School,Public School,80.545
2023,1687,047019,Hilliard City,031195,J W Reason Elementary School,Public School,84.176
2023,1024,047886,Madison Local,031203,South  Elementary School,Public School,91.734
2023,43,048124,Avon Lake City,031211,Redwood Elementary School,Public School,109.211
2023,1452,045427,Hubbard Exempted Village,031245,Hubbard Middle School,Public School,86.817
2023,1047,045377,Georgetown Exempted Village,031252,Georgetown Elementary School,Public School,91.532
2023,1391,044735,Salem City,031328,Reilly Elementary School,Public School,87.605
2023,1983,044024,Galion City,031369,Intermediate Elementary School,Public School,80.199
2023,1896,044636,Parma City,031377,Renwood Elementary School,Public School,81.553
2023,438,050054,Revere Local,031393,Revere High School,Public School,100.406
2023,2889,044909,Toledo City,031401,Reynolds Elementary School,Public School,42.989
2023,2646,047001,Reynoldsburg City,031427,Hannah J Ashton Middle School,Public School,58.498
2023,2017,044800,South-Western City,031468,Richard Avenue Elementary School,Public School,79.664
2023,1195,043836,Cuyahoga Falls City,031476,Richardson Elementary School,Public School,89.949
2023,2312,045096,Willard City,031559,Willard Middle School,Public School,73.076
2023,2580,046599,Richmond Heights Local,031575,Richmond Heights Elementary School,Public School,62.62
2023,2370,046599,Richmond Heights Local,031583,Richmond Heights High School,Public School,70.714
2023,1991,044636,Parma City,031617,Ridge-Brook Elementary School,Public School,80.047
2023,2030,048439,Ridgedale Local,031666,Ridgedale Jr/Sr High School,Public School,79.308
2023,1710,047506,Ridgemont Local,031674,Ridgemont Elementary School,Public School,83.883
2023,1518,045856,Buckeye Local,031682,Ridgeview Elementary School,Public School,86.044
2023,713,047043,Archbold-Area Local,031690,Archbold Middle School,Public School,95.548
2023,2182,047506,Ridgemont Local,031716,Ridgemont High School,Public School,76.088
2023,858,047019,Hilliard City,031724,Ridgewood Elementary School,Public School,93.693
2023,1133,046474,Ridgewood Local,031732,Ridgewood High School,Public School,90.473
2023,2497,043802,Columbus City Schools District,031740,Ridgeview Middle School,Public School,66.765
2023,2373,043992,Fostoria City,031757,Fostoria Elementary School,Public School,70.702
2023,2049,043489,Akron City,031773,Rimer Community Learning Center,Public School,78.873
2023,1825,044032,Gallipolis City,031781,Rio Grande Elementary School,Public School,82.552
2023,2475,046078,Ripley-Union-Lewis-Huntington Local,031815,Ripley-Union-Lewis-Huntington High School,Public School,67.305
2023,802,045591,Rittman Exempted Village,031831,Rittman High School,Public School,94.503
2023,1581,043489,Akron City,031849,Ritzman Community Learning Center,Public School,85.444
2023,2307,048652,Switzerland of Ohio Local,031856,River High School,Public School,73.244
2023,1722,048447,River Valley Local,031872,River Valley High School,Public School,83.687
2023,2032,046482,River View Local,031880,River View High School,Public School,79.303
2023,2281,047514,Riverdale Local,031898,Riverdale High School,Public School,73.7
2023,1237,048090,Riverside Local,031914,Riverside Elementary School,Public School,89.454
2023,2661,044909,Toledo City,031955,Riverside Elementary School,Public School,57.436
2023,1471,047894,Riverside Local,031989,Riverside Jr/Sr High School,Public School,86.633
2023,1811,048090,Riverside Local,031997,Riverside High School,Public School,82.697
2023,1662,044834,Stow-Munroe Falls City School District,032011,Riverview Elementary School,Public School,84.512
2023,117,044073,Grandview Heights Schools,032078,Stevenson Elementary,Public School,106.154
2023,2721,043752,Cincinnati Public Schools,032086,Roberts Academy,Public School,54.53
2023,2808,044909,Toledo City,032102,Robinson Elementary School,Public School,49.844
2023,2711,043489,Akron City,032110,Henry L Robinson Community Learning Center,Public School,55.221
2023,574,048306,Boardman Local,032136,Robinwood Lane Elementary School,Public School,97.831
2023,1414,045872,Jefferson Area Local,032144,Rock Creek Elementary School,Public School,87.234
2023,2683,043752,Cincinnati Public Schools,032177,Rockdale Academy,Public School,56.526
2023,60,044701,Rocky River City,032235,Rocky River Middle School,Public School,108.342
2023,24,044701,Rocky River City,032243,Rocky River High School,Public School,110.949
2023,2713,044909,Toledo City,032276,Rogers High School,Public School,55.142
2023,330,044198,Lakewood City,032359,Roosevelt Elementary School,Public School,102.063
2023,702,045427,Hubbard Exempted Village,032391,Hubbard  Elementary School,Public School,95.731
2023,281,044826,Steubenville City,032433,East Garfield Elementary School,Public School,102.773
2023,2667,044909,Toledo City,032441,Martin Luther King Academy for Boys Elementary School,Public School,57.181
2023,2238,050062,Springfield Local,032482,Spring Hill Elementary,Public School,74.755
2023,921,050229,McDonald Local,032490,Roosevelt Elementary School,Public School,92.994
2023,1087,044164,Kent City,032508,Theodore Roosevelt High School,Public School,90.975
2023,2682,044818,Springfield City School District,032540,Roosevelt Middle School,Public School,56.538
2023,2541,045179,Zanesville City,032581,Zanesville Middle School,Public School,64.732
2023,1690,049213,Rootstown Local,032599,Rootstown Elementary School,Public School,84.132
2023,1446,049213,Rootstown Local,032607,Rootstown/Ward Davis Bldg High School,Public School,86.881
2023,1682,049213,Rootstown Local,032615,Rootstown/Mabel Schnee Bldg Middle School,Public School,84.241
2023,2345,047001,Reynoldsburg City,032631,Rose Hill Elementary School,Public School,71.414
2023,2131,044404,Middletown City,032664,Miller Ridge Elementary School,Public School,77.386
2023,2801,043752,Cincinnati Public Schools,032680,Roselawn Condon School,Public School,50.285
2023,2540,045070,Whitehall City,032698,Rosemore Middle School,Public School,64.827
2023,1488,049601,Clay Local,032706,Clay Elementary School,Public School,86.465
2023,1008,046144,Ross Local,032748,Ross Middle School,Public School,91.965
2023,922,046144,Ross Local,032755,Ross High School,Public School,92.988
2023,1791,045609,Rossford Exempted Village,032763,Rossford High School,Public School,82.981
2023,2859,043752,Cincinnati Public Schools,032797,Rothenberg Preparatory Academy,Public School,45.611
2023,2003,047522,Upper Scioto Valley Local,032805,Upper Scioto Valley Elementary School,Public School,79.899
2023,2116,043810,Conneaut Area City,032813,Conneaut Middle School,Public School,77.615
2023,2181,044792,South Euclid-Lyndhurst City,032821,Rowland Elementary School,Public School,76.099
2023,1741,043794,Cleveland Heights-University Heights City,032839,Roxboro Elementary School,Public School,83.478
2023,2388,043794,Cleveland Heights-University Heights City,032847,Roxboro Middle School,Public School,70.153
2023,5,046607,Solon City,032854,Grace L Roxbury Elementary School,Public School,113.981
2023,1584,046961,Gahanna-Jefferson City,032862,Royal Manor Elementary School,Public School,85.4
2023,1781,045104,Willoughby-Eastlake City,032904,Royalview Elementary School,Public School,83.1
2023,2885,043901,East Cleveland City School District,032912,Mayfair Elementary School,Public School,43.259
2023,1851,050724,Otsego Local,032920,Otsego Junior High,Public School,82.315
2023,2299,049601,Clay Local,032938,Clay Middle School,Public School,73.441
2023,2108,048751,Huber Heights City,032961,Rushmore Elementary School,Public School,77.835
2023,1861,045054,West Carrollton City,033027,Harry Russell Elementary School,Public School,82.195
2023,44,049817,Russia Local,033043,Russia Elementary School,Public School,109.203
2023,80,049817,Russia Local,033050,Russia High School,Public School,107.383
2023,1478,043877,Delaware City,033084,Rutherford B Hayes High School,Public School,86.54
2023,1688,048157,Firelands Local,033126,Firelands Middle School,Public School,84.16
2023,2870,043752,Cincinnati Public Schools,033134,South Avondale School,Public School,44.594
2023,1235,045625,Upper Sandusky Exempted Village,033167,South Elementary School,Public School,89.459
2023,2060,044800,South-Western City,033191,James A Harmon Elementary School,Public School,78.629
2023,219,050435,Kings Local,033217,South Lebanon Elementary School,Public School,103.982
2023,1850,045302,Clyde-Green Springs Exempted Village,033241,Clyde Elementary School,Public School,82.32
