ranking_year,rank,lea_irn,lea_name,building_irn,building_name,building_org_type,performance_index
2025,2024,045385,Gibsonburg Exempted Village,013433,Gibsonburg High School,Public School,80.643
2025,1019,049395,Pandora-Gilboa Local,013458,Pandora-Gilboa Middle School,Public School,92.725
2025,1995,044065,Girard City School District,013482,Girard Sr High School,Public School,81.155
2025,275,049379,Ottawa-Glandorf Local,013508,Glandorf Elementary School,Public School,103.089
2025,1243,046359,West Clermont Local,013532,West Clermont High School,Public School,90.208
2025,2010,044677,Princeton City,013581,Glendale Elementary School,Public School,80.84
2025,3080,044909,Toledo City,013599,Glendale-Feilbach Elementary School,Public School,49.202
2025,2549,043562,Bedford City,013607,Glendale Primary School,Public School,68.623
2025,752,049056,Northern Local,013615,Glenford Elementary School,Public School,95.885
2025,1038,048835,East Muskingum Local,013656,John Glenn High School,Public School,92.574
2025,3124,043786,Cleveland Municipal,013680,Glenville High School,Public School,46.847
2025,2871,044909,Toledo City,013706,Glenwood Elementary School,Public School,57.932
2025,1775,044461,New Boston Local,013730,Glenwood High School,Public School,84.109
2025,2371,045922,Trimble Local,013755,Trimble High School,Public School,73.926
2025,2700,043489,Akron City,013771,Glover Community Learning Center,Public School,64.095
2025,38,044701,Rocky River City,013797,Goldwood Primary Elementary School,Public School,110.328
2025,834,043836,Cuyahoga Falls City School District,013839,Gordon Dewitt Elementary School,Public School,94.786
2025,3179,043786,Cleveland Municipal,013847,Halle,Public School,42.462
2025,1281,047068,Fayette Local,013862,Fayette Elementary School,Public School,89.758
2025,2520,013864,Cincinnati Technology Academy,013864,Cincinnati Technology Academy,Community School,69.623
2025,2411,047068,Fayette Local,013870,Fayette Jr/Sr High School,Public School,72.778
2025,1030,044354,Massillon City,013896,Gorrell Elementary School,Public School,92.658
2025,779,046342,Goshen Local,013912,Marr/Cook Elementary School,Public School,95.542
2025,1402,046342,Goshen Local,013920,Goshen High School,Public School,88.236
2025,73,047241,Beavercreek City,013929,Trebein Elementary School,Public School,108.493
2025,1960,013930,Global Impact STEM Academy,013930,Global Impact STEM Academy,STEM,81.565
2025,1846,046961,Gahanna-Jefferson City,013938,Goshen Lane Elementary School,Public School,83.223
2025,1375,046342,Goshen Local,013946,Goshen Middle School,Public School,88.627
2025,3039,048694,Trotwood-Madison City,013957,Trotwood-Madison Middle School,Public School,51.455
2025,2586,013994,Albert Einstein Academy for Letters  Arts and Sciences-Ohio,013994,Albert Einstein Academy for Letters  Arts and Sciences-Ohio,Community School,67.644
2025,3084,048736,Northridge Local,013995,NORTHRIDGE MIDDLE SCHOOL,Public School,49.056
2025,2490,013999,Rise & Shine Academy,013999,Rise & Shine Academy,Community School,70.463
2025,1043,043661,Brunswick City,014001,Walter Kidder Elementary School,Public School,92.53
2025,1456,046193,Graham Local,014027,Graham High School,Public School,87.606
2025,1198,046193,Graham Local,014035,Graham Elementary School,Public School,90.713
2025,1170,044958,Vandalia-Butler City,014054,Smith Intermediate School,Public School,90.945
2025,2565,014065,Lincoln Park Academy,014065,Lincoln Park Academy,Community School,68.113
2025,2749,014066,Main Preparatory Academy,014066,Main Preparatory Academy,Community School,62.373
2025,1116,050724,Otsego Local,014076,Otsego Elementary School,Public School,91.559
2025,2112,045864,Grand Valley Local,014084,Grand Valley Middle School,Public School,79.192
2025,2119,047803,Indian Creek Local,014089,Indian Creek Middle School Grades 5 & 6,Public School,78.959
2025,2998,014090,Eastland Preparatory Academy,014090,Eastland Preparatory Academy,Community School,53.274
2025,2825,014091,Hope Learning Academy of Toledo,014091,Hope Learning Academy of Toledo,Community School,59.775
2025,1774,045864,Grand Valley Local,014092,Grand Valley High School,Public School,84.128
2025,88,044073,Grandview Heights Schools,014100,Grandview Heights High School,Public School,107.876
2025,161,044073,Grandview Heights Schools,014118,Larson Middle School,Public School,105.342
2025,2587,014121,Imagine Leadership Academy,014121,Imagine Leadership Academy,Community School,67.528
2025,3091,014139,Imagine Columbus Primary Academy,014139,Imagine Columbus Primary Academy,Community School,48.697
2025,63,044198,Lakewood City,014142,Grant Elementary School,Public School,108.934
2025,2903,014147,East Preparatory Academy,014147,East Preparatory Academy,Community School,56.978
2025,2864,014149,Dayton SMART Elementary School,014149,Dayton SMART Elementary School,Community School,58.085
2025,1884,045104,Willoughby-Eastlake City,014175,Grant Elementary School,Public School,82.79
2025,3115,014187,East Academy,014187,East Academy,Community School,47.52
2025,2747,014188,Discovery Academy,014188,Discovery Academy,Community School,62.427
2025,3097,014189,West Park Bilingual Academy,014189,West Park Bilingual Academy,Community School,48.281
2025,1944,014231,Bio-Med Science Academy STEM School,014231,Bio-Med Science Academy STEM School,STEM,81.834
2025,369,045393,Granville Exempted Village,014241,Granville Elementary School,Public School,101.425
2025,59,045393,Granville Exempted Village,014258,Granville High School,Public School,109.072
2025,1024,044602,Oregon City,014259,Eisenhower Intermediate School,Public School,92.694
2025,2371,048413,Elgin Local,014316,Elgin Middle School,Public School,73.926
2025,573,044248,Logan-Hocking Local,014324,Green Elementary School,Public School,98.211
2025,894,044032,Gallipolis City,014332,Green Elementary School,Public School,94.032
2025,2099,049619,Green Local,014340,Green Elementary School,Public School,79.389
2025,508,050013,Green Local,014365,Green High School,Public School,99.292
2025,1624,049619,Green Local,014373,Green High School,Public School,85.835
2025,1011,045302,Clyde-Green Springs Exempted Village,014399,Green Springs Elementary School,Public School,92.789
2025,1513,044636,Parma City,014423,Green Valley Elementary School,Public School,86.926
2025,2020,044636,Parma City,014431,Greenbriar Middle School,Public School,80.708
2025,1157,050559,Green Local,014456,Green Middle School,Public School,91.115
2025,2671,014467,United Schools Columbus,014467,United Schools Columbus,Community School,64.852
2025,1304,047266,Greeneview Local,014480,Greeneview Middle School,Public School,89.456
2025,1681,047266,Greeneview Local,014498,Greeneview High School,Public School,85.193
2025,1587,045401,Greenfield Exempted Village,014514,Greenfield Elementary School,Public School,86.243
2025,321,048363,South Range Local,014522,South Range Middle School,Public School,102.231
2025,2918,044081,Winton Woods City,014548,Winton Woods Middle School,Public School,56.506
2025,1210,044180,Kettering City School District,014563,Greenmont Elementary School,Public School,90.551
2025,1808,046235,Greenon Local,014571,Greenon High School,Public School,83.698
2025,117,044933,Upper Arlington City,014597,Greensview Elementary School,Public School,106.59
2025,2176,044792,South Euclid-Lyndhurst City,014613,Greenview School,Public School,77.801
2025,1730,044099,Greenville City,014621,Greenville Senior High School,Public School,84.572
2025,2028,044099,Greenville City,014639,Greenville Middle School,Public School,80.598
2025,434,050013,Green Local,014654,Greenwood Early Learning Center,Public School,100.372
2025,921,045484,Mechanicsburg Exempted Village,014678,Mechanicsburg Middle School,Public School,93.762
2025,1268,044909,Toledo City,014688,Grove Patterson Academy Elementary School,Public School,89.918
2025,201,045476,Marysville Exempted Village,014691,Marysville STEM Early College High School,Public School,104.303
2025,1718,046979,Groveport Madison Local,014696,Groveport Elementary School,Public School,84.758
2025,2430,046979,Groveport Madison Local,014704,Groveport Madison High School,Public School,72.131
2025,2225,046979,Groveport Madison Local,014712,Groveport Madison Middle School Central,Public School,76.802
2025,690,049031,Wayne Trace Local,014720,Grover Hill Elementary School,Public School,96.762
2025,9,045286,Chagrin Falls Exempted Village,014787,Gurney Elementary School,Public School,113.333
2025,1186,050179,Joseph Badger Local,014795,Badger Elementary School,Public School,90.816
2025,2116,050195,Liberty Local,014803,William S Guy Middle School,Public School,79.061
2025,959,047894,Riverside Local,014845,Riverview Elementary School,Public School,93.356
2025,794,050393,Vinton County Local,014878,South Elementary,Public School,95.343
2025,1114,046060,Western Brown Local,014886,Hamersville Elementary School,Public School,91.564
2025,3002,043802,Columbus City Schools District,014902,Hamilton STEM Academy (K-6),Public School,53.034
2025,2589,014904,T2 Honors Academy,014904,T2 Honors Academy,Community School,67.463
2025,1331,046953,Hamilton Local,014910,Hamilton Elementary School,Public School,89.132
2025,2162,043786,Cleveland Municipal,014918,Cleveland High School for the Digital Arts,Public School,78.129
2025,3119,043786,Cleveland Municipal,014919,John F Kennedy High School,Public School,47.013
2025,931,043786,Cleveland Municipal,014920,Bard Early College Cleveland,Public School,93.693
2025,3198,044909,Toledo City,014936,Leverette Elementary School,Public School,40.374
2025,1989,014943,Valley STEM+ME2 Academy,014943,Valley STEM+ME2 Academy,STEM,81.191
2025,1606,046953,Hamilton Local,014944,Hamilton Township High School,Public School,85.974
2025,870,045047,Westerville City,015032,Hanby Building Elementary School,Public School,94.274
2025,2606,044743,Sandusky City,015040,The Early Learning Academy,Public School,67.077
2025,3186,043786,Cleveland Municipal,015073,Hannah Gibbons-Nottingham Elementary School,Public School,41.53
2025,2386,065680,Gallia County Local,015081,Hannan Trace Elementary School,Public School,73.448
2025,2253,065680,Gallia County Local,015099,South Gallia High School,Public School,76.486
2025,1785,048652,Switzerland of Ohio Local,015107,River Elementary School,Public School,83.928
2025,2804,043711,Canton City,015123,Harter Elementary School,Public School,60.389
2025,2171,044172,Kenton City,015131,Kenton Elementary School,Public School,77.884
2025,23,045104,Willoughby-Eastlake City,015137,School of Innovation,Public School,111.77
2025,153,046995,New Albany-Plain Local,015142,New Albany Intermediate School,Public School,105.502
2025,547,049791,Hardin-Houston Local,015149,Hardin Houston Elementary School,Public School,98.622
2025,1494,049577,Woodmore Local,015151,Woodmore Middle School,Public School,87.168
2025,771,049791,Hardin-Houston Local,015156,Houston High School,Public School,95.679
2025,1074,047498,Hardin Northern Local,015164,Hardin Northern Elementary School,Public School,92.036
2025,1820,047498,Hardin Northern Local,015172,Hardin Northern High School,Public School,83.531
2025,524,044826,Steubenville City,015180,Harding Middle School,Public School,98.968
2025,2793,044669,Portsmouth City,015198,East Portsmouth Elementary,Public School,60.833
2025,3130,045161,Youngstown City,015206,Harding Elementary School,Public School,46.612
2025,2218,044339,Marion City,015214,Harding High School,Public School,76.975
2025,2756,044990,Warren City,015222,Warren G Harding High School,Public School,62.153
2025,2533,015234,Zenith Academy West,015234,Zenith Academy West,Community School,69.362
2025,2988,043786,Cleveland Municipal,015261,Citizens Academy Southeast,Community School,53.418
2025,47,044586,Oakwood City,015289,Harman Elementary School,Public School,109.827
2025,2342,044321,Marietta City,015297,Marietta Elementary School,Public School,74.521
2025,563,049171,Aurora City,015313,Miller Elementary School,Public School,98.418
2025,1601,047167,Berkshire Local,015327,Berkshire Elementary,Public School,86.066
2025,1082,015329,iSTEM,015329,iSTEM,STEM,91.964
2025,1426,015344,Tri-State STEM+M School,015344,Tri-State STEM+M School,STEM,87.975
2025,2620,043489,Akron City,015347,Harris/Jackson Community Learning Center,Public School,66.82
2025,1010,047381,Southwest Local,015396,Harrison Elementary School,Public School,92.79
2025,2543,044107,Hamilton City,015404,Riverview Elementary School,Public School,68.829
2025,1876,048702,Mad River Local,015461,Virginia Stevenson Elementary School,Public School,82.895
2025,2839,043711,Canton City,015495,STEAMM Academy,Public School,59.044
2025,2714,043752,Cincinnati Public Schools,015529,Hartwell School,Public School,63.757
2025,2673,044909,Toledo City,015545,Harvard Elementary School,Public School,64.777
2025,2484,044628,Painesville City Local,015560,Harvey High School,Public School,70.55
2025,3169,043786,Cleveland Municipal,015578,Harvey Rice Elementary School,Public School,43.007
2025,2784,043786,Cleveland Municipal,015598,John Marshall School of Engineering,Public School,61.412
2025,2583,043786,Cleveland Municipal,015599,John Marshall School of Business and Civic Leadership,Public School,67.746
2025,2678,043786,Cleveland Municipal,015600,John Marshall School of Information Technology,Public School,64.653
2025,422,044933,Upper Arlington City,015602,Hastings Middle School,Public School,100.521
2025,2421,043489,Akron City,015610,Hatton Community Learning Center,Public School,72.367
2025,2590,044909,Toledo City,015636,Hawkins Elementary School,Public School,67.45
2025,1500,045047,Westerville City,015651,Hawthorne Elementary School,Public School,87.061
2025,2685,015709,Beacon Academy,015709,Beacon Academy,Community School,64.5
2025,2681,015710,Bridge Gate Community School,015710,Bridge Gate Community School,Community School,64.608
2025,3055,015712,Euclid Preparatory School,015712,Euclid Preparatory School,Community School,50.791
2025,2657,015713,East Branch Preparatory AcademydbaWright Preparatory Academy,015713,East Branch Preparatory AcademydbaWright Preparatory Academy,Community School,65.449
2025,759,045823,Hillsdale Local,015719,Hillsdale PK-6,Public School,95.79
2025,2643,043786,Cleveland Municipal,015722,Village Preparatory School Willard,Community School,65.925
2025,2214,043802,Columbus City Schools District,015723,Northgate Intermediate,Public School,77.029
2025,1547,045757,Allen East Local,015724,Allen East Middle School,Public School,86.683
2025,3112,044263,Lorain City,015734,Southview Middle School,Public School,47.642
2025,3093,044818,Springfield City School District,015735,Hayward Middle School,Public School,48.554
2025,2381,015737,Global Ambassadors Language Academy,015737,Global Ambassadors Language Academy,Community School,73.627
2025,3146,015741,Westwood Preparatory Academy,015741,Westwood Preparatory Academy,Community School,45.367
2025,150,050534,Chippewa Local,015743,Hazel Harvey Elementary School,Public School,105.556
2025,2610,044297,Mansfield City,015745,Springmill STEM Elementary,Public School,66.96
2025,2595,044800,South-Western City,015759,Bolton Crossing Elementary,Public School,67.325
2025,835,044115,Heath City,015792,Heath High School,Public School,94.785
2025,2047,043752,Cincinnati Public Schools,015818,George Hays-Jennie Porter School,Public School,80.4
2025,1136,047993,Lakewood Local,015826,Lakewood Elementary School,Public School,91.402
2025,2309,043794,Cleveland Heights-University Heights City,015842,Cleveland Heights High School,Public School,75.277
2025,87,049981,Copley-Fairlawn City,015933,Herberich Primary Elementary School,Public School,107.961
2025,2025,044677,Princeton City,015966,Heritage Hill Elementary School,Public School,80.636
2025,2830,043562,Bedford City,015974,Heskett Middle School,Public School,59.423
2025,1641,044925,Troy City,015990,Heywood Elementary School,Public School,85.616
2025,2266,048231,Washington Local,016006,Hiawatha Elementary School,Public School,76.233
2025,215,045583,Perrysburg Exempted Village,016012,Hull Prairie Intermediate School,Public School,104.089
2025,160,045419,Hicksville Exempted Village School District,016030,Hicksville Elementary School,Public School,105.35
2025,383,045419,Hicksville Exempted Village School District,016048,Hicksville High School,Public School,101.187
2025,1224,049528,Southeastern Local,016055,Southeastern Middle School,Public School,90.418
2025,1781,044644,Piqua City,016089,Washington Primary Elementary School,Public School,83.969
2025,3199,043802,Columbus City Schools District,016113,Highland Elementary School,Public School,40.365
2025,500,044834,Stow-Munroe Falls City School District,016121,Highland Elementary School,Public School,99.375
2025,185,048496,Highland Local,016154,Highland High School,Public School,104.609
2025,1680,048801,Highland Local,016162,Highland High School,Public School,85.203
2025,2279,043489,Akron City,016188,Sam Salem Community Learning Center,Public School,75.955
2025,606,047688,East Holmes Local,016220,Hiland High School,Public School,97.727
2025,2837,043489,Akron City,016253,David Hill Community Learning Center,Public School,59.228
2025,24,050054,Revere Local,016261,Richfield Elementary School,Public School,111.757
2025,868,047019,Hilliard City,016287,Scioto Darby Elementary School,Public School,94.345
2025,1143,047019,Hilliard City,016303,Hilliard Davidson High School,Public School,91.304
2025,1593,047019,Hilliard City,016311,Hilliard Heritage Middle School,Public School,86.135
2025,625,047803,Indian Creek Local,016337,Hills Elementary School,Public School,97.48
2025,1449,044123,Hillsboro City,016345,Hillsboro High School,Public School,87.656
2025,1139,045823,Hillsdale Local,016352,Hillsdale 7-12,Public School,91.332
2025,173,046565,Independence Local,016360,Independence Primary School,Public School,104.866
2025,1171,044636,Parma City,016378,Hillside Middle School,Public School,90.916
2025,3150,043802,Columbus City Schools District,016386,Hilltonia Middle School,Public School,44.803
2025,15,045146,Wyoming City,016402,Hilltop Elementary School,Public School,112.799
2025,3154,043786,Cleveland Municipal,016427,Lincoln West School Of Global Studies,Public School,44.475
2025,112,043554,Beachwood City,016428,Hilltop Elementary School,Public School,106.75
2025,2876,043786,Cleveland Municipal,016429,Lincoln West School of Science & Health,Public School,57.705
2025,1568,050633,Millcreek-West Unity Local,016436,Hilltop High School,Public School,86.435
2025,531,044875,Sylvania Schools,016444,Hill View Elementary School,Public School,98.892
2025,1636,046102,Fairfield City,016476,Fairfield Compass Elementary,Public School,85.69
2025,11,048496,Highland Local,016477,Hinckley Elementary School,Public School,113.27
2025,2458,043752,Cincinnati Public Schools,016519,Evanston Academy,Public School,71.268
2025,1222,044164,Kent City,016535,Holden Elementary School,Public School,90.444
2025,295,043737,Centerville City,016543,Dr John Hole Elementary School,Public School,102.697
2025,938,047571,Holgate Local,016550,Holgate Elementary School,Public School,93.632
2025,1744,047571,Holgate Local,016568,Holgate High School,Public School,84.491
2025,2282,048223,Springfield Local,016576,Holland Intermediate School,Public School,75.915
2025,2432,045054,West Carrollton City,016584,West Carrollton Intermediate School,Public School,71.974
2025,2264,045112,Wilmington City,016618,Roy E Holmes Elementary School,Public School,76.258
2025,1520,046524,Wynford Local,016642,Wynford Elementary School,Public School,86.866
2025,3171,044107,Hamilton City,016672,Miami School,Public School,42.963
2025,75,043752,Cincinnati Public Schools,016701,Spencer Center for Gifted and Exceptional Students,Public School,108.396
2025,2585,043752,Cincinnati Public Schools,016702,Rising Stars at Carthage,Public School,67.692
2025,2805,043752,Cincinnati Public Schools,016703,Leap Academy at North Fairmount,Public School,60.382
2025,380,044925,Troy City,016725,Hook Elementary School,Public School,101.232
2025,3050,044412,Mt Healthy City,016733,Mt. Healthy South Elementary School,Public School,51.01
2025,365,044503,North Canton City,016758,Hoover High School,Public School,101.488
2025,232,044537,North Ridgeville City,016786,Ranger High Tech Academy,Public School,103.748
2025,2890,046599,Richmond Heights Local,016796,Richmond Heights Middle School,Public School,57.377
2025,3156,045161,Youngstown City,016804,Wilson Alternative School,Public School,44.286
2025,2771,045161,Youngstown City,016805,Volney Rogers Elementary at McGuffey,Public School,61.784
2025,820,049700,Hopewell-Loudon Local,016808,Hopewell-Loudon Local Elementary School,Public School,94.981
2025,2198,016812,SMART Academy,016812,SMART Academy,Community School,77.361
2025,623,049700,Hopewell-Loudon Local,016816,Hopewell-Loudon Local High School,Public School,97.5
2025,712,046110,Lakota Local,016824,Hopewell Early Childhood School,Public School,96.382
2025,2808,016829,South Columbus Preparatory Academy at German Village,016829,South Columbus Preparatory Academy at German Village,Community School,60.329
2025,220,045492,Mentor Exempted Village,016832,Hopkins Elementary School,Public School,104.063
2025,2633,016836,Kids Care Elementary,016836,Kids Care Elementary,Community School,66.292
2025,2628,016837,Orchard Park Academy,016837,Orchard Park Academy,Community School,66.593
2025,2670,043844,Dayton City,016840,Horace Mann Elementary School,Public School,64.914
2025,3066,043786,Cleveland Municipal,016843,Citizens Leadership Academy East,Community School,49.981
2025,2987,016850,Cincinnati Achievement Academy,016850,Cincinnati Achievement Academy,Community School,53.43
2025,2472,043786,Cleveland Municipal,016882,Rhodes School of Environmental Studies,Public School,70.871
2025,2442,043786,Cleveland Municipal,016883,Rhodes College and Career Academy,Public School,71.722
2025,3129,043786,Cleveland Municipal,016885,John Adams College & Career Academy,Public School,46.674
2025,2813,043786,Cleveland Municipal,016886,Campus International High School,Public School,60.219
2025,2236,043786,Cleveland Municipal,016887,Davis Aerospace & Maritime High School,Public School,76.648
2025,780,139303,Monroe Local,016889,Monroe Junior High School,Public School,95.541
2025,356,047241,Beavercreek City,016890,Ferguson Hall Freshman School,Public School,101.681
2025,2680,043711,Canton City,016912,AIM Academy @ Belden,Public School,64.63
2025,1078,043752,Cincinnati Public Schools,016916,Clifton Area Neighborhood School,Public School,92.006
2025,3221,044206,Lancaster City,016928,Bridges,Public School,34.828
2025,1194,048009,Licking Heights Local,016936,Lima Ridge Elementary,Public School,90.736
2025,189,046763,Olentangy Local,016941,Olentangy Berlin High School,Public School,104.541
2025,761,050161,Howland Local,017004,Howland High School,Public School,95.754
2025,1067,050161,Howland Local,017012,Howland Middle School,Public School,92.117
2025,1748,045427,Hubbard Exempted Village,017046,Hubbard High School,Public School,84.434
2025,1900,045047,Westerville City,017053,Huber Ridge Elementary School,Public School,82.545
2025,199,050021,Hudson City,017079,Ellsworth Hill Elementary School,Public School,104.367
2025,101,050021,Hudson City,017087,Hudson Middle School,Public School,107
2025,83,050021,Hudson City,017095,Hudson High School,Public School,108.12
2025,1218,044008,Franklin City,017129,Hunter Elementary School,Public School,90.48
2025,1868,049502,Huntington Local,017137,Huntington Elementary School,Public School,82.931
2025,698,043661,Brunswick City,017145,Huntington Elementary School,Public School,96.585
2025,2707,044628,Painesville City Local,017152,Elm Street Elementary School,Public School,63.932
2025,2255,049502,Huntington Local,017160,Huntington High School,Public School,76.465
2025,1527,047175,Cardinal Local,017178,Cardinal Elementary School,Public School,86.835
2025,2302,043786,Cleveland Municipal,017190,William Rainey Harper,Public School,75.543
2025,655,044131,Huron City Schools,017194,Huron High School,Public School,97.214
2025,3128,043489,Akron City,017199,I Promise School,Public School,46.704
2025,3223,017212,Empowered by the Arts Academy,017212,Empowered by the Arts Academy,Community School,33.585
2025,2638,043802,Columbus City Schools District,017228,Huy/A.G. Bell Elementary School,Public School,66.019
2025,2730,017233,Great River Connections Academy,017233,Great River Connections Academy,Community School,63.203
2025,2763,043489,Akron City,017251,Hyre Community Learning Center,Public School,61.991
2025,2907,017259,Montgomery Preparatory Academy,017259,Montgomery Preparatory Academy,Community School,56.863
2025,1406,048819,Northmor Local,017269,Northmor Elementary School,Public School,88.169
2025,2842,017270,Lorain Bilingual Preparatory Academy,017270,Lorain Bilingual Preparatory Academy,Community School,58.954
2025,2013,017274,Mount Auburn Preparatory Academy,017274,Mount Auburn Preparatory Academy,Community School,80.793
2025,364,046565,Independence Local,017285,Independence High School,Public School,101.517
2025,326,046565,Independence Local,017293,Independence Middle School,Public School,102.175
2025,181,045435,Indian Hill Exempted Village,017301,Indian Hill High School,Public School,104.688
2025,68,047183,Chardon Local,017306,Chardon Early Learning Center,Public School,108.769
2025,2677,044800,South-Western City,017307,East Franklin Elementary School,Public School,64.684
2025,3163,043802,Columbus City Schools District,017308,Columbus Africentric Early College Middle School,Public School,43.664
2025,2683,044453,Newark City,017325,NCS Digital,Public School,64.522
2025,867,048082,Indian Lake Local,017335,Indian Lake Middle School,Public School,94.347
2025,1502,048082,Indian Lake Local,017343,Indian Lake High School,Public School,87.04
2025,466,044180,Kettering City School District,017350,Indian Riffle Elementary School,Public School,99.958
2025,2494,043752,Cincinnati Public Schools,017353,James N. Gamble Montessori Elementary School,Public School,70.378
2025,975,047027,Dublin City,017368,Indian Run Elementary School,Public School,93.177
2025,3211,044677,Princeton City,017377,Princeton Innovation Center,Public School,38.598
2025,605,043802,Columbus City Schools District,017392,Indian Springs Elementary School,Public School,97.728
2025,2276,046235,Greenon Local,017400,Greenon Jr. High School,Public School,75.974
2025,937,050286,Indian Valley Local,017426,Indian Valley High School,Public School,93.638
2025,1895,043802,Columbus City Schools District,017434,Indianola Informal K-8 School,Public School,82.611
2025,3109,043489,Akron City,017459,Innes Community Learning Center,Public School,47.75
2025,905,047399,Three Rivers Local,017484,Taylor Middle School,Public School,93.922
2025,2618,017490,ReGeneration Bond Hill,017490,ReGeneration Bond Hill,Community School,66.859
2025,1517,044149,Ironton City School District,017491,Ironton High School,Public School,86.888
2025,1999,017498,Northwest Ohio Classical Academy,017498,Northwest Ohio Classical Academy,Community School,81.032
2025,2882,044263,Lorain City,017509,Hawthorne Elementary School,Public School,57.543
2025,3,044826,Steubenville City,017520,McKinley STEM Academy,Public School,116.154
2025,483,044974,Wadsworth City,017533,Isham Memorial Elementary School,Public School,99.722
2025,2277,017535,Huber Heights Preparatory Academy dba Parma Academy,017535,Huber Heights Preparatory Academy dba Parma Academy,Community School,75.962
2025,2878,017536,Kenmore Preparatory Academy dba Toledo Preparatory Academy,017536,Kenmore Preparatory Academy dba Toledo Preparatory Academy,Community School,57.679
2025,3133,017537,Capital Collegiate Preparatory Academy,017537,Capital Collegiate Preparatory Academy,Community School,46.563
2025,3142,017538,North Columbus Preparatory Academy,017538,North Columbus Preparatory Academy,Community School,45.753
2025,443,050435,Kings Local,017541,J F Burns Elementary School,Public School,100.187
2025,146,049809,Jackson Center Local,017574,Jackson Center Elementary School,Public School,105.704
2025,510,049809,Jackson Center Local,017582,Jackson Center High School,Public School,99.207
2025,3015,017585,Academy of Arts and Technology,017585,Academy of Arts and Technology,Community School,52.5
2025,2613,044909,Toledo City,017615,Escuela SMART Academy,Public School,66.933
2025,1659,043703,Campbell City,017640,Northeast Ohio Impact Academy,Public School,85.429
2025,1987,047456,McComb Local,017665,McComb Local Jr/Sr High School,Public School,81.213
2025,966,048322,Jackson-Milton Local,017699,Jackson-Milton Middle School,Public School,93.306
2025,1743,044156,Jackson City,017756,Jackson High School,Public School,84.493
2025,1696,049569,Lakota Local,017764,Lakota Middle School,Public School,85.043
2025,541,049858,Jackson Local,017772,Jackson High School,Public School,98.719
2025,664,048322,Jackson-Milton Local,017798,Jackson-Milton High School,Public School,97.073
2025,1497,043984,Findlay City,017814,Whittier Primary School,Public School,87.143
2025,1946,043877,Delaware City,017822,James Conger Elementary School,Public School,81.767
2025,2059,049130,Scioto Valley Local,017897,Jasper Elementary School,Public School,80.203
2025,1528,045872,Jefferson Area Local,017905,Jefferson Area Sr High School,Public School,86.823
2025,567,046003,Shadyside Local,017913,Jefferson Ave Elementary School,Public School,98.333
2025,455,046961,Gahanna-Jefferson City,017939,Jefferson Elementary School,Public School,100.101
2025,1563,045872,Jefferson Area Local,017947,Jefferson Elementary,Public School,86.508
2025,1203,048256,Jefferson Local,017970,Norwood Elementary School,Public School,90.62
2025,553,049270,National Trail Local,018002,National Trail Elementary School,Public School,98.556
2025,1622,043984,Findlay City,018044,Jefferson Primary School,Public School,85.837
2025,1638,043950,Euclid City,018051,Chardon Hills Elementary School,Public School,85.685
2025,935,048876,Tri-Valley Local,018069,Dresden Elementary School,Public School,93.645
2025,1919,045104,Willoughby-Eastlake City,018077,Jefferson Elementary School,Public School,82.302
2025,1505,044651,Port Clinton City,018093,Bataan Memorial Intermediate School,Public School,87.004
2025,3114,043844,Dayton City,018119,Westwood Elementary School,Public School,47.526
2025,2357,048231,Washington Local,018127,Jefferson Junior High School,Public School,74.126
2025,1554,044966,Van Wert City,018135,Van Wert Elementary School,Public School,86.596
2025,2887,048686,Jefferson Township Local,018150,Jefferson Jr./Sr. High School,Public School,57.436
2025,794,043885,Delphos City,018184,Jefferson High School,Public School,95.343
2025,1184,047795,Edison Local,018218,Edison High School,Public School,90.821
2025,2953,043489,Akron City,018259,Jennings Community Learning Center,Public School,54.823
2025,1252,048009,Licking Heights Local,018283,Everest Elementary School,Public School,90.097
2025,505,044602,Oregon City,018291,Jerusalem Elementary School,Public School,99.327
2025,629,047795,Edison Local,018374,John E Gregg Elementary School,Public School,97.437
2025,612,047373,Oak Hills Local,018390,John Foster Dulles Elementary School,Public School,97.677
2025,564,043786,Cleveland Municipal,018408,Cleveland Early College High,Public School,98.395
2025,1652,044636,Parma City,018424,John Muir Elementary School,Public School,85.487
2025,1990,050583,Waynedale Local,018440,Waynedale Middle School,Public School,81.188
2025,1936,043539,Barberton City,018457,Barberton Primary School,Public School,82.005
2025,3167,043802,Columbus City Schools District,018465,Johnson Park Middle School,Public School,43.239
2025,788,047985,Johnstown-Monroe Local,018473,Johnstown Middle School,Public School,95.403
2025,1360,047985,Johnstown-Monroe Local,018481,Johnstown High School,Public School,88.761
2025,813,048264,Jonathan Alder Local,018507,Jonathan Alder High School,Public School,95.101
2025,2912,044909,Toledo City,018523,Jones Leadership Academy of Business,Public School,56.754
2025,229,044933,Upper Arlington City,018531,Jones Middle School,Public School,103.835
2025,1072,044479,New Lexington School District,018564,Junction City Elementary School,Public School,92.08
2025,1758,049841,Fairless Local,018572,Fairless Middle School,Public School,84.328
2025,2593,045070,Whitehall City,018580,Kae Avenue Elementary School,Public School,67.341
2025,168,049346,Kalida Local,018598,Kalida Elementary School,Public School,105
2025,281,049346,Kalida Local,018606,Kalida High School,Public School,102.969
2025,2848,043844,Dayton City,018671,Kemp Elementary School,Public School,58.69
2025,700,044180,Kettering City School District,018747,J F Kennedy Elementary School,Public School,96.546
