fiscal_year,leaid,irn,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending,student_transportation,charter_payments,general_formula_assistance,state_nonspecified,capital_outlay
2023,3904778,047787,1,1406,29353000,3416000,8870000,17067000,13953000,21844000,1370000,0,7754000,650000,1044000
2023,3904508,045088,1,1337,28419000,2978000,5538000,19903000,18382000,19077000,253000,0,4647000,724000,26683000
2023,3904460,044602,1,3273,59867000,5847000,20332000,33688000,28107000,52678000,2586000,0,18066000,1691000,3505000
2023,3904492,044925,1,4072,64908000,6694000,19367000,38847000,20775000,54020000,2500000,0,17271000,1608000,2753000
2023,3904938,049387,1,489,7525000,754000,3445000,3326000,1820000,6812000,200000,0,3177000,235000,281000
2023,3904374,043745,1,2741,45851000,10495000,17951000,17405000,15346000,38931000,1681000,0,13718000,1075000,1876000
2023,3905011,050112,1,466,8878000,1101000,4241000,3536000,2857000,6900000,506000,0,3895000,265000,1089000
2023,3905029,050294,1,530,8853000,486000,3641000,4726000,3942000,7841000,223000,0,3196000,415000,1738000
2023,3905043,050435,1,4967,74218000,5321000,15957000,52940000,48393000,66700000,5391000,0,13699000,1430000,1677000
2023,3905069,050690,1,1581,25141000,2416000,7957000,14768000,11220000,22559000,1084000,0,7300000,366000,3348000
2023,3905085,050856,0,381,10456000,813000,5144000,4499000,3777000,8408000,0,0,3638000,1306000,1762000
2023,3904528,045286,1,1714,42769000,1673000,6074000,35022000,32058000,33182000,1601000,0,5068000,898000,2864000
2023,3904479,044792,1,3259,82832000,11909000,14142000,56781000,52525000,67600000,2729000,0,10910000,941000,4920000
2023,3904697,046979,1,6242,105116000,20545000,37725000,46846000,43428000,92441000,10100000,0,33514000,1661000,12367000
2023,3904736,047365,1,8584,133768000,22980000,36670000,74118000,64435000,111518000,5453000,0,28754000,4282000,4898000
2023,3904359,043596,1,1816,29729000,3924000,10794000,15011000,11100000,25151000,1190000,0,9939000,606000,944000
2023,3904795,047951,1,1366,31321000,11704000,12150000,7467000,6664000,22497000,1342000,0,9583000,795000,5957000
2023,3904808,048082,1,1409,30443000,4418000,7528000,18497000,15783000,21164000,1297000,0,6941000,346000,2534000
2023,3904522,045229,1,483,10097000,1259000,4863000,3975000,1260000,8089000,217000,0,4374000,400000,2647000
2023,3904915,049155,1,685,16459000,3798000,10760000,1901000,1326000,15018000,1036000,0,8735000,1084000,534000
2023,3905139,051391,0,665,16258000,996000,6778000,8484000,7283000,12695000,3000,0,4888000,1724000,3750000
2023,3904944,049445,1,435,9900000,808000,3342000,5750000,4642000,6837000,433000,0,3090000,199000,519000
2023,3904966,049668,1,1586,19493000,2651000,10338000,6504000,5079000,17455000,604000,0,9518000,600000,1310000
2023,3904979,049791,1,779,12451000,1075000,6368000,5008000,3077000,10752000,820000,0,5915000,368000,538000
2023,3904988,049882,1,1921,30273000,3763000,12545000,13965000,11908000,27546000,1957000,0,11006000,1119000,1876000
2023,3905004,050047,1,3454,66069000,3385000,9275000,53409000,44409000,59136000,4248000,0,8615000,417000,1050000
2023,3905020,050203,1,410,12189000,842000,2650000,8697000,5708000,8652000,250000,138000,2290000,226000,883000
2023,3904377,043778,1,1629,28699000,4963000,16775000,6961000,5450000,25867000,801000,0,13531000,1141000,1762000
2023,3904421,044214,1,5337,78894000,6244000,25711000,46939000,42171000,66823000,6098000,0,23142000,2143000,3886000
2023,3910028,045591,1,864,16572000,2908000,8745000,4919000,3779000,12910000,431000,0,7404000,827000,1515000
2023,3904580,045807,1,926,14730000,1219000,7401000,6110000,3452000,12651000,731000,0,6903000,360000,1172000
2023,3904555,045559,1,2025,31818000,4796000,12991000,14031000,11949000,29746000,1804000,0,12188000,478000,1020000
2023,3904684,046847,1,1517,25915000,2622000,11231000,12062000,5101000,21263000,1031000,0,10303000,718000,3151000
2023,3904794,047944,1,1340,28967000,3737000,13492000,11738000,9202000,26291000,1383000,0,10958000,804000,837000
2023,3904921,049213,1,976,16022000,1682000,5265000,9075000,8096000,13354000,887000,0,4892000,320000,915000
2023,3904461,044610,1,1514,24550000,3516000,8425000,12609000,11068000,20100000,717000,0,7490000,522000,1485000
2023,3900094,139303,1,2845,40046000,2780000,12357000,24909000,16544000,32827000,2045000,0,11410000,704000,329000
2023,3904381,043810,1,1573,23704000,3633000,12707000,7364000,6067000,22721000,1181000,0,11312000,810000,276000
2023,3904596,045963,1,394,6968000,517000,2900000,3551000,1752000,5895000,102000,0,2631000,243000,785000
2023,3904410,044107,1,9337,156389000,35810000,85469000,35110000,30396000,130419000,6145000,0,71893000,6001000,4388000
2023,3904612,046128,1,1478,22095000,1965000,10852000,9278000,5917000,19629000,1779000,0,9916000,723000,1261000
2023,3904527,045278,1,1825,36787000,5039000,13860000,17888000,14744000,28650000,1710000,0,11375000,2142000,3063000
2023,3904633,046334,1,697,13181000,2259000,8474000,2448000,1834000,10509000,649000,0,7562000,723000,961000
2023,3904717,047175,1,782,19456000,3959000,3955000,11542000,9795000,15160000,1285000,0,3623000,215000,1067000
2023,3904543,045435,1,2189,55374000,1606000,6062000,47706000,36019000,43228000,2125000,0,4625000,1296000,44551000
2023,3904514,045146,1,1894,34569000,863000,7561000,26145000,15131000,30023000,560000,0,7034000,401000,3107000
2023,3904443,044438,1,1762,28064000,2911000,10212000,14941000,12614000,26265000,1166000,0,9192000,779000,1272000
2023,3904771,047712,1,572,10921000,716000,4279000,5926000,3128000,8704000,316000,92000,3627000,597000,476000
2023,3904831,048314,1,2494,33973000,2385000,8116000,23472000,21031000,32164000,2204000,0,7183000,749000,1207000
2023,3905124,051243,0,692,21724000,2473000,7363000,11888000,7735000,15475000,28000,0,4789000,2052000,2943000
2023,3904847,048470,1,2240,34945000,2142000,8271000,24532000,20078000,25739000,1578000,0,7779000,325000,1199000
2023,3904857,048579,1,977,16905000,1943000,7522000,7440000,4301000,13237000,551000,0,6826000,524000,986000
2023,3904890,048900,1,973,27477000,2756000,6829000,17892000,16211000,18211000,1314000,0,6382000,321000,4575000
2023,3904977,049775,1,586,9225000,1084000,5008000,3133000,1743000,7614000,528000,0,4588000,302000,338000
2023,3906202,062026,0,713,11344000,469000,6153000,4722000,3565000,9464000,0,0,4453000,1518000,622000
2023,3904455,044552,1,2289,31015000,2833000,12632000,15550000,10805000,28548000,1463000,0,11400000,864000,1531000
2023,3905163,051631,0,841,20389000,1511000,10745000,8133000,6820000,19627000,8000,0,7219000,2707000,1364000
2023,3904547,045476,1,5551,80261000,7027000,28437000,44797000,37132000,70175000,3012000,0,26414000,1609000,1541000
2023,3905147,051474,0,510,27694000,1567000,11170000,14957000,12376000,22296000,294000,0,7618000,3188000,5751000
2023,3906204,062042,0,359,14039000,739000,5160000,8140000,6427000,8205000,2000,0,3328000,1730000,1295000
2023,3904590,045906,1,1424,24451000,2593000,10604000,11254000,7360000,20743000,1386000,0,9801000,555000,1415000
2023,3904594,045948,1,847,14055000,773000,4504000,8778000,5205000,11731000,284000,0,4117000,324000,330000
2023,3904357,043570,1,1132,21236000,2190000,9620000,9426000,8032000,16861000,1030000,0,8806000,488000,2892000
2023,3904600,046003,1,717,11394000,905000,5075000,5414000,3518000,10350000,321000,0,4574000,433000,317000
2023,3906522,065227,0,177,5474000,292000,2747000,2435000,2175000,4818000,3000,0,2022000,596000,186000
2023,3904652,046524,1,1150,16644000,1087000,7851000,7706000,6496000,14587000,935000,0,7373000,328000,3839000
2023,3904355,043554,1,1580,46431000,2087000,4791000,39553000,35893000,38399000,2267000,0,2970000,1720000,2310000
2023,3904655,046557,1,809,19253000,1168000,2920000,15165000,12773000,18012000,839000,0,2431000,245000,1217000
2023,3904437,044370,1,4263,91313000,5274000,11678000,74361000,67838000,80630000,4492000,0,8241000,752000,8637000
2023,3904506,045062,1,3275,69173000,2787000,8889000,57497000,52811000,59193000,3747000,0,7439000,1039000,1835000
2023,3904662,046623,1,802,12671000,1298000,6761000,4612000,1919000,10411000,445000,0,6211000,346000,762000
2023,3905100,051003,0,1160,35040000,1938000,11138000,21964000,19844000,27718000,2000,0,8107000,2570000,4210000
2023,3904722,047225,1,2078,36521000,2335000,8706000,25480000,22746000,31876000,2631000,0,7614000,946000,2166000
2023,3904369,043695,1,1883,34952000,9655000,14591000,10706000,8828000,25881000,1099000,0,12668000,1076000,6565000
2023,3904375,043752,1,35585,776213000,174547000,189710000,411956000,358962000,690812000,63774000,0,143614000,21022000,20943000
2023,3904457,044578,1,1669,40804000,7279000,8677000,24848000,20162000,32195000,649000,0,6705000,500000,6219000
2023,3904467,044677,1,5909,122852000,17256000,22390000,83206000,74825000,98306000,6744000,0,18786000,1616000,2327000
2023,3910002,047415,1,594,10146000,845000,3289000,6012000,3767000,8757000,428000,0,2941000,291000,267000
2023,3904776,047761,1,1140,19968000,2943000,11231000,5794000,4496000,16721000,1258000,0,9665000,529000,936000
2023,3905112,051128,0,345,8936000,609000,3714000,4613000,4348000,6945000,0,0,2616000,866000,730000
2023,3904785,047852,1,1139,17277000,3205000,7814000,6258000,5153000,14325000,649000,0,7322000,368000,897000
2023,3904792,047928,1,1149,19883000,2907000,13443000,3533000,2690000,16575000,986000,0,11120000,911000,3634000
2023,3904414,044149,1,1386,22303000,3896000,12676000,5731000,4605000,19557000,746000,0,9905000,695000,424000
2023,3904445,044453,1,5907,108061000,19156000,43424000,45481000,28283000,86516000,3569000,0,38144000,2628000,14231000
2023,3905133,051334,0,395,21579000,759000,9152000,11668000,9853000,17098000,63000,0,6023000,2804000,9087000
2023,3904851,048512,1,726,11528000,1321000,7295000,2912000,2186000,10933000,688000,0,6740000,374000,764000
2023,3910030,043729,1,2931,52623000,5830000,19775000,27018000,18369000,36488000,1531000,0,12380000,6515000,9417000
2023,3904858,048587,1,1020,11925000,713000,6112000,5100000,4004000,11132000,255000,0,5567000,473000,643000
2023,3904561,045617,1,2379,34050000,2259000,10690000,21101000,18667000,31534000,1169000,75000,9831000,692000,1152000
2023,3904439,044396,1,5012,77496000,10234000,21791000,45471000,41021000,66465000,4010000,0,19326000,1750000,3517000
2023,3904877,048777,1,1668,35369000,7975000,16001000,11393000,9871000,29426000,1958000,0,13288000,993000,7373000
2023,3904553,045534,1,1024,19391000,1784000,7861000,9746000,4842000,15168000,846000,0,6855000,761000,2547000
2023,3904884,048843,1,1854,33103000,5829000,14158000,13116000,11074000,28089000,1776000,0,12712000,618000,6250000
2023,3904933,049338,1,351,5904000,567000,2988000,2349000,1258000,5139000,168000,0,2705000,254000,450000
2023,3910009,044776,1,1853,30681000,3122000,11998000,15561000,9395000,26123000,999000,0,10751000,822000,16838000
2023,3904962,049627,1,1261,20363000,3424000,13214000,3725000,2278000,17505000,969000,0,12163000,762000,1883000
2023,3904963,049635,1,1259,25476000,5632000,16125000,3719000,2592000,22274000,1625000,0,14677000,620000,1465000
2023,3904971,049718,1,443,6825000,408000,3566000,2851000,1295000,6084000,181000,0,3098000,441000,187000
2023,3904981,049817,1,421,7229000,456000,3338000,3435000,1931000,5413000,128000,0,3010000,298000,431000
2023,3905013,050138,1,1257,18399000,1683000,8462000,8254000,7059000,16567000,655000,0,7934000,392000,195000
2023,3905019,050195,1,1251,19667000,3490000,6465000,9712000,8401000,16773000,722000,0,5236000,731000,1093000
2023,3905017,050179,1,646,11204000,937000,5440000,4827000,4005000,10108000,672000,0,5070000,326000,767000
2023,3905021,050211,1,611,11047000,1664000,4099000,5284000,3005000,9943000,377000,0,3712000,298000,165000
2023,3905032,050328,1,1075,18136000,843000,4199000,13094000,8447000,14745000,946000,0,3952000,172000,958000
2023,3904400,044008,1,2556,45756000,3867000,16423000,25466000,21519000,42422000,1834000,0,13499000,2228000,31768000
2023,3910019,044321,1,2148,34593000,6690000,10978000,16925000,15580000,28102000,1291000,108000,9887000,575000,2740000
2023,3910018,050500,1,2009,31661000,3949000,14696000,13016000,10774000,25993000,2282000,0,13550000,842000,3420000
2023,3904841,048413,1,1039,19517000,1563000,8052000,9902000,6287000,13903000,910000,0,7371000,383000,666000
2023,3904542,045427,1,1770,25449000,2819000,12069000,10561000,8725000,22334000,1300000,0,11204000,583000,287000
2023,3904591,045914,1,868,19160000,4620000,9167000,5373000,4560000,16206000,1398000,0,7570000,354000,2949000
2023,3904444,044446,1,1054,18545000,2387000,11849000,4309000,3365000,17037000,878000,0,9690000,685000,1539000
2023,3904595,045955,1,826,13543000,771000,4368000,8404000,3873000,10503000,254000,0,3974000,333000,1239000
2023,3904523,045237,1,749,12668000,2416000,6703000,3549000,2896000,11786000,275000,0,5982000,502000,410000
2023,3904601,046011,1,1411,19928000,1255000,9135000,9538000,7610000,19759000,933000,0,8372000,599000,846000
2023,3904603,046037,1,1140,18822000,2965000,8600000,7257000,6276000,15097000,978000,0,7812000,478000,1263000
2023,3904440,044404,1,6123,109322000,22546000,46290000,40486000,36799000,89117000,6945000,0,37805000,2866000,1671000
2023,3904609,046094,1,3656,48574000,5270000,21927000,21377000,17302000,43661000,2022000,0,20399000,1212000,2165000
2023,3904532,045328,1,1033,16106000,1353000,4950000,9803000,5435000,13719000,520000,0,4228000,626000,2330000
2023,3904545,045450,1,747,12764000,1986000,7381000,3397000,2750000,12095000,431000,0,6456000,587000,2629000
2023,3904503,045039,1,707,14346000,2843000,9784000,1719000,1412000,13106000,270000,0,7911000,930000,376000
2023,3904647,046474,1,1275,17291000,2494000,9696000,5101000,4215000,15484000,1037000,0,8853000,461000,677000
2023,3904651,046516,1,972,15806000,1453000,6503000,7850000,4119000,12421000,873000,0,6047000,282000,1709000
2023,3904354,043547,1,2397,47665000,2782000,9495000,35388000,33437000,39938000,896000,0,8079000,1259000,957000
2023,3904390,043901,1,1408,66413000,21697000,32497000,12219000,8811000,47180000,1207000,0,28067000,2762000,12832000
2023,3904656,046565,1,1101,23917000,948000,2539000,20430000,15777000,21713000,1004000,0,2113000,357000,1227000
2023,3904681,046813,1,1897,32327000,2667000,6037000,23623000,20311000,27883000,1124000,0,5323000,230000,1099000
2023,3905102,051029,0,672,27471000,2995000,8709000,15767000,11685000,18115000,57000,0,5384000,2122000,2581000
2023,3904688,046888,1,1209,22056000,2010000,8033000,12013000,5631000,18560000,794000,0,7251000,479000,1740000
2023,3904694,046946,1,3801,67332000,6765000,24160000,36407000,25124000,53902000,4221000,0,21314000,2360000,2704000
2023,3904699,046995,1,5101,95829000,3759000,10464000,81606000,68935000,75496000,2604000,0,9694000,311000,5564000
2023,3904504,045047,1,14571,268145000,26118000,57525000,184502000,154525000,216749000,11506000,0,51920000,3820000,47708000
2023,3904469,044693,1,1534,24963000,2967000,9395000,12601000,10698000,19042000,436000,0,7798000,1125000,328000
2023,3904486,044867,1,5684,107969000,5801000,12502000,89666000,77718000,92841000,5439000,0,8768000,3100000,50558000
2023,3904743,047431,1,490,10829000,972000,3277000,6580000,3402000,9743000,428000,190000,3041000,172000,379000
2023,3910013,047845,1,921,21310000,5009000,4413000,11888000,10467000,12700000,886000,0,4135000,155000,8200000
2023,3905114,051144,0,475,15852000,2317000,7080000,6455000,4563000,12144000,12000,0,5028000,1884000,1553000
2023,3904796,047969,1,741,15024000,2183000,9159000,3682000,2955000,12888000,1109000,0,7969000,392000,706000
2023,3904453,044537,1,4511,64806000,5695000,17921000,41190000,35776000,53561000,3641000,0,15692000,1505000,2526000
2023,3904565,045658,1,920,18475000,2005000,5929000,10541000,6251000,15414000,695000,0,5562000,242000,561000
2023,3904487,044875,1,7662,119120000,8422000,28036000,82662000,75871000,102597000,5505000,0,23549000,3877000,1539000
2023,3904825,048256,1,987,19113000,1394000,5668000,12051000,7798000,16959000,630000,0,5169000,367000,734000
2023,3904829,048298,1,4105,58533000,8041000,25721000,24771000,20837000,51793000,1966000,0,23148000,1463000,4844000
2023,3904830,048306,1,3726,64409000,9058000,12767000,42584000,37271000,51752000,2600000,0,11275000,749000,3881000
2023,3904836,048363,1,1217,17147000,1067000,7069000,9011000,7427000,15512000,969000,0,6606000,363000,176000
2023,3904838,048389,1,1781,25450000,2945000,13423000,9082000,6695000,21671000,1098000,0,12429000,684000,1158000
2023,3904869,048694,1,2558,57347000,14686000,29616000,13045000,10336000,52387000,2699000,0,23613000,1410000,4589000
2023,3904883,048835,1,2070,27225000,2927000,11869000,12429000,9640000,24087000,1440000,0,10904000,689000,988000
2023,3904888,048884,1,1542,23030000,2717000,6586000,13727000,11422000,16156000,1213000,0,5615000,684000,1576000
2023,3904894,048942,1,1307,18150000,1763000,7674000,8713000,7258000,15191000,461000,0,6986000,395000,872000
2023,3904937,049379,1,1519,24388000,1789000,8465000,14134000,6638000,18891000,930000,0,7204000,1154000,1692000
2023,3904946,049460,1,643,11779000,1159000,6339000,4281000,2164000,11826000,479000,0,5798000,342000,460000
2023,3904942,049429,1,938,17795000,2295000,8195000,7305000,6028000,14912000,871000,0,7470000,396000,1947000
2023,3904950,049502,1,1033,17297000,647000,14073000,2577000,1155000,15082000,808000,0,12342000,475000,1028000
2023,3904954,049544,1,1282,18481000,1743000,7170000,9568000,6005000,17588000,907000,0,6484000,558000,155000
2023,3904986,049866,1,3371,46182000,2947000,20320000,22915000,19865000,42611000,2799000,0,17896000,1986000,1241000
2023,3904450,044503,1,4419,68018000,4948000,20046000,43024000,36677000,57325000,3111000,0,17850000,1849000,46897000
2023,3904992,049924,1,4352,65245000,5073000,25772000,34400000,29378000,56729000,2956000,0,23194000,1936000,21276000
2023,3904997,049973,1,1956,37025000,3277000,5584000,28164000,25184000,29817000,1938000,0,4772000,552000,2648000
2023,3905002,050021,1,4614,92317000,5813000,18497000,68007000,56806000,79123000,4857000,0,15793000,2382000,5874000
2023,3905035,050351,1,931,15559000,1038000,6173000,8348000,4288000,12665000,408000,0,5508000,478000,1365000
2023,3905041,050419,1,1584,25055000,1588000,10427000,13040000,6748000,23016000,1390000,0,9741000,359000,1170000
2023,3905048,050484,1,915,17557000,1562000,5831000,10164000,8481000,15447000,981000,0,5110000,424000,3679000
2023,3905051,050518,1,583,13039000,1384000,3189000,8466000,7527000,10667000,588000,0,2637000,190000,2459000
2023,3905059,050591,1,1433,40641000,2421000,17115000,21105000,10910000,22864000,1210000,0,8065000,8882000,16805000
2023,3904425,044255,1,2117,29498000,3226000,10430000,15842000,9191000,24316000,1028000,0,9469000,577000,1284000
2023,3904910,049106,1,1412,23536000,2870000,9275000,11391000,9465000,39722000,1327000,0,8669000,417000,4472000
2023,3904538,045385,1,813,12710000,999000,6271000,5440000,3222000,10633000,280000,0,5758000,414000,650000
2023,3904592,045922,1,729,16405000,3867000,10803000,1735000,1107000,16034000,830000,0,9449000,389000,3571000
2023,3904550,045500,1,6321,127258000,8266000,32480000,86512000,48698000,84396000,6762000,0,28116000,3811000,6042000
2023,3904670,046706,1,704,11231000,412000,5163000,5656000,3297000,9553000,321000,0,4737000,288000,250000
2023,3904725,047258,1,589,11049000,1067000,3897000,6085000,3317000,7988000,293000,0,3629000,220000,412000
2023,3904751,047514,1,1024,16655000,2141000,7207000,7307000,3493000,13847000,751000,2000,6704000,378000,632000
2023,3910012,044420,1,3536,53641000,8235000,20454000,24952000,22238000,48528000,1587000,0,18254000,1143000,2686000
2023,3904839,048397,1,570,10140000,924000,4421000,4795000,4091000,8967000,458000,0,4005000,362000,358000
2023,3904803,048033,1,1171,21321000,2128000,5466000,13727000,10446000,18312000,2436000,0,5056000,192000,1684000
2023,3906190,061903,1,3546,60320000,10937000,34757000,14626000,11750000,54355000,3020000,0,30786000,2853000,2361000
2023,3904627,046276,1,692,12145000,1219000,5132000,5794000,3639000,11157000,446000,0,4816000,241000,205000
2023,3904686,046862,1,2265,34018000,2353000,8019000,23646000,13662000,26170000,1834000,0,7248000,594000,1579000
2023,3904758,047589,1,998,19716000,743000,7857000,11116000,5354000,16020000,562000,0,6590000,1094000,1323000
2023,3904519,045195,1,3564,46900000,3329000,17188000,26383000,22289000,42119000,2066000,0,15861000,980000,2408000
2023,3904438,044388,1,6172,99574000,5166000,24936000,69472000,59336000,93293000,4343000,0,22507000,1638000,4847000
2023,3904468,044685,1,1982,41096000,9511000,16951000,14634000,12963000,34634000,1530000,0,12714000,1567000,1715000
2023,3904353,043539,1,3645,64810000,12633000,32123000,20054000,16934000,57075000,2600000,0,28213000,1964000,2177000
2023,3904388,043885,1,888,15325000,2136000,4199000,8990000,5555000,11135000,489000,0,3729000,216000,1392000
2023,3910016,046581,1,2010,65210000,1804000,8070000,55336000,48796000,55075000,3521000,0,7140000,642000,5445000
2023,3906351,063511,0,462,21772000,889000,5027000,15856000,14859000,15594000,28000,0,3811000,988000,1298000
2023,3904366,043661,1,6236,104498000,7367000,34048000,63083000,53731000,81932000,4117000,0,31182000,2205000,5420000
2023,3904489,044891,1,2593,36119000,3673000,14868000,17578000,14084000,33001000,1481000,0,13388000,1024000,1500000
2023,3904383,043836,1,4022,79589000,6237000,26106000,47246000,39533000,61768000,1633000,0,17735000,7530000,14790000
2023,3905018,050187,1,1572,20163000,1865000,7553000,10745000,9575000,18666000,945000,0,6874000,520000,667000
2023,3905033,050336,1,1411,23169000,1411000,10335000,11423000,6919000,20771000,1183000,0,9453000,566000,1402000
2023,3904494,044941,1,1854,30299000,2782000,12231000,15286000,12623000,27010000,1009000,0,10869000,947000,414000
2023,3904639,046391,1,1746,23077000,1333000,11487000,10257000,6878000,22305000,1571000,0,9958000,1237000,1038000
2023,3904957,049577,1,935,14947000,1047000,5536000,8364000,7021000,12332000,545000,0,5246000,213000,501000
2023,3904875,048751,1,5903,94873000,17654000,39118000,38101000,33344000,80354000,3567000,0,35569000,2241000,10304000
2023,3900537,000442,1,700,14059000,2410000,8992000,2657000,1868000,11139000,559000,0,7705000,469000,665000
2023,3904552,045526,1,791,14557000,1324000,8072000,5161000,2811000,13763000,535000,0,7511000,403000,417000
2024,3904521,045211,1,1236,15870000,1184000,7520000,7166000,4692000,14065000,449000,0,6996000,433000,652000
2024,3904577,045773,1,2081,34387000,5009000,12197000,17181000,14782000,29146000,1008000,0,11034000,626000,636000
2024,3904422,044222,1,3332,77393000,23125000,41213000,13055000,9601000,63938000,1187000,0,34585000,2664000,15969000
2024,3905077,050773,0,763,30057000,1206000,15910000,12941000,7551000,15185000,32000,0,8893000,3760000,3249000
2024,3904546,045468,1,871,20051000,1782000,6529000,11740000,6973000,16642000,722000,0,6017000,378000,1180000
2024,3904588,045880,1,1089,23699000,5431000,10989000,7279000,5440000,17806000,1374000,0,9858000,637000,5258000
2024,3904520,045203,1,1348,18770000,2078000,8862000,7830000,6080000,18186000,766000,0,7888000,765000,6231000
2024,3904537,045377,1,979,16076000,1999000,9308000,4769000,3275000,13663000,659000,0,8397000,624000,795000
2024,3905079,050799,0,449,16528000,337000,11794000,4397000,3348000,7572000,31000,0,4856000,2127000,1300000
2024,3904613,046136,1,596,12713000,2012000,8104000,2597000,1216000,11504000,47000,0,6762000,719000,146000
2024,3905088,050880,0,1381,91665000,8841000,48270000,34554000,24099000,59288000,275000,0,30038000,15167000,7366000
2024,3904625,046250,1,2951,46946000,3654000,15133000,28159000,18291000,39945000,2315000,0,13781000,938000,13696000
2024,3904640,046409,1,1188,21436000,2201000,12136000,7099000,5484000,18598000,1064000,0,9767000,1954000,10024000
2024,3904645,046458,1,994,31858000,1166000,19995000,10697000,6547000,15957000,785000,0,7823000,11979000,19233000
2024,3904650,046508,1,660,18524000,778000,4676000,13070000,8511000,14022000,543000,0,4372000,157000,729000
2024,3904404,044040,1,2920,70813000,17704000,28692000,24417000,21392000,59837000,1611000,0,24702000,1890000,1171000
2024,3904657,046573,1,3519,59246000,2920000,18003000,38323000,34558000,53198000,2267000,0,16478000,1072000,2015000
2024,3904660,046607,1,4591,96253000,4369000,11301000,80583000,71826000,84296000,3969000,0,10053000,922000,6915000
2024,3904668,046680,1,802,13999000,654000,6973000,6372000,3093000,11000000,554000,0,6249000,530000,2002000
2024,3904413,044131,1,1175,23574000,2186000,4612000,16776000,12760000,17745000,697000,0,4053000,379000,1168000
2024,3904420,044206,1,6229,136131000,13837000,58580000,63714000,37754000,93844000,3225000,0,35059000,21504000,51651000
2024,3910010,046920,1,2487,42715000,4833000,14428000,23454000,18884000,35202000,2824000,0,13270000,669000,2095000
2024,3904480,044800,1,21873,411042000,56081000,176363000,178598000,148553000,328336000,23740000,0,149216000,18581000,25108000
2024,3904707,047076,1,476,9312000,420000,4774000,4118000,2314000,8273000,312000,0,4242000,489000,900000
2024,3904564,045641,1,1711,29808000,1669000,13952000,14187000,8619000,23658000,1017000,0,12900000,828000,609000
2024,3904403,044032,1,1916,32797000,6874000,14723000,11200000,8623000,24178000,1295000,0,12979000,1010000,4217000
2024,3904718,047183,1,2536,46987000,2219000,8890000,35878000,30503000,43917000,3266000,0,8028000,670000,3460000
2024,3904726,047266,1,1256,20837000,1285000,8581000,10971000,6510000,17424000,1023000,0,7966000,448000,1129000
2024,3904385,043851,1,1093,23884000,1815000,4878000,17191000,15432000,20051000,484000,0,4109000,526000,908000
2024,3904451,044511,1,1415,28700000,8185000,14622000,5893000,5234000,23585000,767000,0,12706000,709000,150000
2024,3904737,047373,1,7485,95225000,9717000,35450000,50058000,41240000,98092000,4123000,0,29953000,4697000,3622000
2024,3910001,047464,1,1044,17264000,810000,2448000,14006000,9697000,15422000,774000,0,2211000,161000,1813000
2024,3904774,047746,1,979,16570000,1454000,7861000,7255000,3250000,15392000,757000,0,7165000,444000,1252000
2024,3904491,044917,1,824,14276000,1980000,8442000,3854000,3065000,11635000,301000,0,7517000,659000,229000
2024,3904783,047837,1,583,12226000,1328000,5958000,4940000,2209000,9112000,377000,0,5403000,438000,1428000
2024,3904787,047878,1,1106,20003000,932000,3063000,16008000,14314000,17185000,1027000,0,2838000,222000,5335000
2024,3904529,045294,1,1222,17762000,2554000,10594000,4614000,4014000,17325000,1045000,0,9750000,592000,2329000
2024,3904411,044115,1,1647,30509000,2157000,10652000,17700000,14977000,22800000,817000,0,9661000,568000,1182000
2024,3904809,048090,1,588,11825000,1098000,6022000,4705000,2201000,10556000,518000,0,5481000,401000,1934000
2024,3904394,043943,1,5733,107942000,17753000,45897000,44292000,39843000,96061000,4284000,0,39119000,3358000,2778000
2024,3904817,048173,1,2558,45364000,2798000,16273000,26293000,21913000,39560000,2234000,0,14359000,1521000,3490000
2024,3904436,044362,1,2143,43058000,2947000,10400000,29711000,27221000,37186000,1096000,0,8899000,1192000,1765000
2024,3904822,048223,1,3310,54310000,7094000,11949000,35267000,31461000,51168000,2060000,0,10397000,879000,2960000
2024,3904823,048231,1,6771,132274000,13683000,52141000,66450000,49464000,100966000,3205000,0,44407000,5377000,7656000
2024,3904827,048272,1,1098,21710000,1601000,6053000,14056000,9309000,18236000,1452000,0,5490000,346000,2622000
2024,3904485,044859,1,1614,29191000,5684000,16668000,6839000,5333000,23336000,511000,0,14450000,1135000,3146000
2024,3910029,044974,1,4390,76109000,4512000,22807000,48790000,38323000,61775000,2087000,0,20116000,2284000,9705000
2024,3904853,048538,1,697,12566000,1784000,7501000,3281000,2847000,10752000,532000,0,6433000,427000,1297000
2024,3906212,062125,0,927,44511000,1055000,29544000,13912000,10626000,24685000,63000,0,11380000,5010000,2708000
2024,3904874,048744,1,1755,51420000,2280000,30067000,19073000,8968000,25289000,1980000,0,10306000,19550000,38292000
2024,3904873,048736,1,1658,40958000,11455000,18841000,10662000,8602000,31410000,1209000,0,15996000,954000,6706000
2024,3904887,048876,1,2823,46800000,7462000,19895000,19443000,16657000,35930000,2322000,0,18590000,927000,5203000
2024,3904557,045575,1,1341,21589000,1539000,10239000,9811000,5466000,21462000,1157000,0,9234000,605000,474000
2024,3904905,049056,1,2198,32256000,2268000,14403000,15585000,13580000,27016000,1688000,0,13028000,1093000,995000
2024,3904416,044164,1,3218,66603000,6483000,20858000,39262000,30213000,56948000,1649000,0,17430000,2222000,3003000
