leaid,irn,state,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending
5309660,,WA,1,7397,134398000,23679000,90939000,19780000,17857000,122876000
5309690,,WA,1,3444,59580000,6995000,39448000,13137000,11355000,50980000
5309720,,WA,1,5373,88884000,9949000,64436000,14499000,13383000,78826000
5309750,,WA,1,333,8453000,922000,4837000,2694000,1772000,7034000
5309780,,WA,1,4331,74964000,3975000,47686000,23303000,19787000,60366000
5309810,,WA,1,1120,19482000,2518000,12258000,4706000,3712000,18263000
5309840,,WA,1,219,4291000,351000,3099000,841000,691000,4280000
5309870,,WA,1,354,8024000,1554000,5316000,1154000,587000,7063000
5309900,,WA,1,116,3469000,395000,2750000,324000,220000,3271000
5309930,,WA,1,777,13820000,2824000,9339000,1657000,1388000,12970000
5309990,,WA,1,155,4750000,375000,3024000,1351000,290000,3954000
5310020,,WA,1,57,2655000,77000,2483000,95000,70000,2325000
5310050,,WA,1,2363,48790000,5125000,32565000,11100000,8871000,41828000
5310110,,WA,1,15997,285212000,59843000,199367000,26002000,22771000,269993000
5310140,,WA,1,5431,108470000,14737000,73384000,20349000,17818000,89272000
5310170,,WA,1,1264,20917000,2382000,15262000,3273000,2820000,18446000
5400030,,WV,1,2144,30015000,7559000,16584000,5872000,4844000,25482000
5400060,,WV,1,19722,275233000,48407000,140127000,86699000,79231000,250558000
5400090,,WV,1,3177,49616000,8194000,26858000,14564000,12322000,46584000
5400120,,WV,1,1747,24631000,5479000,12748000,6404000,5733000,22978000
5400150,,WV,1,2582,45257000,6791000,17114000,21352000,19959000,40388000
5400180,,WV,1,11667,197554000,42518000,88337000,66699000,59850000,169620000
5400210,,WV,1,861,16397000,3254000,9953000,3190000,2611000,13849000
5400240,,WV,1,1669,26603000,6157000,17655000,2791000,2126000,23074000
5400270,,WV,1,1082,39206000,3455000,3999000,31752000,31276000,25495000
5400300,,WV,1,5594,90529000,15293000,51759000,23477000,20287000,77071000
5400330,,WV,1,800,13285000,1525000,8529000,3231000,2761000,13014000
5400360,,WV,1,1610,25915000,7396000,8647000,9872000,9171000,20739000
5400390,,WV,1,4705,78364000,18068000,36844000,23452000,21142000,66560000
5400420,,WV,1,2814,45866000,11673000,21638000,12555000,11065000,38897000
5400450,,WV,1,3679,56201000,8126000,28128000,19947000,17919000,50431000
5400480,,WV,1,2139,30915000,6496000,16099000,8320000,7135000,28410000
5400510,,WV,1,9975,141919000,13742000,73385000,54792000,53366000,137426000
5400511,,WV,1,435,19512000,2769000,16743000,0,,15500000
5400540,,WV,1,4097,63402000,10158000,29940000,23304000,21655000,56394000
5400570,,WV,1,8682,130789000,17616000,58179000,54994000,48764000,111891000
5400600,,WV,1,24392,431207000,109522000,176062000,145623000,133391000,322623000
5400630,,WV,1,2469,34235000,7974000,17127000,9134000,8796000,33617000
5400660,,WV,1,3087,47998000,12320000,27609000,8069000,6808000,43198000
5400690,,WV,1,5181,78171000,15637000,41119000,21415000,18883000,72617000
5400720,,WV,1,7411,108676000,13739000,55858000,39079000,35521000,104391000
5400750,,WV,1,4304,93666000,9369000,13934000,70363000,67737000,74044000
5400780,,WV,1,3890,50005000,3601000,29628000,16776000,15430000,51859000
5400810,,WV,1,2622,39599000,13153000,15377000,11069000,10414000,37767000
5400840,,WV,1,8642,122602000,24361000,67234000,31007000,28438000,108481000
5400870,,WV,1,4023,58415000,10205000,32239000,15971000,14116000,54097000
5400900,,WV,1,3919,56804000,13029000,31221000,12554000,11261000,50998000
5400930,,WV,1,11309,174891000,25114000,72134000,77643000,72546000,155511000
5400960,,WV,1,1639,32640000,5049000,21292000,6299000,5547000,26126000
5400990,,WV,1,2219,31757000,4933000,15139000,11685000,10616000,29199000
5401020,,WV,1,3498,56851000,16103000,28602000,12146000,10323000,44545000
5401050,,WV,1,5027,95989000,13246000,37873000,44870000,42354000,77959000
5401080,,WV,1,870,19065000,3180000,11619000,4266000,3319000,15458000
5401110,,WV,1,1067,21019000,2807000,7039000,11173000,8690000,17489000
5401140,,WV,1,945,18891000,3271000,10335000,5285000,4196000,16365000
5401170,,WV,1,4239,61725000,12170000,30965000,18590000,17191000,52053000
5401200,,WV,1,9136,136213000,17401000,65861000,52951000,49667000,120133000
5401230,,WV,1,10797,172035000,32721000,89143000,50171000,45038000,140511000
5401260,,WV,1,3623,50455000,11549000,29175000,9731000,8591000,47597000
5401290,,WV,1,1251,25606000,3979000,6284000,15343000,14649000,19436000
5401320,,WV,1,1802,25485000,6707000,14787000,3991000,3770000,24571000
5401350,,WV,1,1361,19762000,5707000,10284000,3771000,3448000,18768000
5401380,,WV,1,2290,29311000,3932000,15697000,9682000,9260000,29641000
5401410,,WV,1,957,14835000,1511000,8690000,4634000,4001000,14320000
5401440,,WV,1,1230,42416000,3607000,3895000,34914000,34196000,25313000
5401470,,WV,1,3952,54393000,12496000,29531000,12366000,10596000,50341000
5401500,,WV,1,6348,91680000,15653000,51559000,24468000,20978000,88476000
5401530,,WV,1,1208,18459000,3914000,12589000,1956000,1708000,16066000
5401560,,WV,1,2305,57811000,11128000,10011000,36672000,34992000,46829000
5401590,,WV,1,923,16503000,3446000,9360000,3697000,3083000,14746000
5401620,,WV,1,11893,164877000,26431000,87135000,51311000,47266000,147561000
5401621,,WV,1,78,18183000,909000,16819000,455000,,12182000
5401650,,WV,1,3632,56056000,11283000,29960000,14813000,12365000,51199000
5500016,,WI,1,629,13333000,1665000,5415000,6253000,3133000,9441000
5500017,,WI,1,543,10418000,1169000,5638000,3611000,2279000,8741000
5500030,,WI,1,772,14363000,2293000,8316000,3754000,1836000,8862000
5500056,,WI,1,282,6088000,815000,2429000,2844000,1832000,4730000
5500058,,WI,1,685,13556000,1782000,3975000,7799000,5847000,11776000
5500060,,WI,1,1376,24929000,4279000,7537000,13113000,9974000,20758000
5500061,,WI,1,949,20026000,1689000,5842000,12495000,7166000,15388000
5500120,,WI,1,311,7895000,684000,3332000,3879000,2913000,5394000
5500150,,WI,1,678,12115000,1248000,5998000,4869000,3020000,8848000
5500180,,WI,1,246,5217000,594000,1642000,2981000,1883000,3691000
5500210,,WI,1,580,10980000,1922000,5251000,3807000,2038000,8270000
5500240,,WI,1,383,7760000,993000,4315000,2452000,1283000,5472000
5500270,,WI,1,1861,29333000,3118000,15338000,10877000,5549000,23415000
5500300,,WI,1,1441,29393000,3250000,11032000,15111000,7740000,21721000
5500330,,WI,1,1217,19364000,1672000,8107000,9585000,3213000,15198000
5500360,,WI,1,2083,34006000,4788000,19587000,9631000,6502000,27711000
5500390,,WI,1,15217,245017000,28046000,119658000,97313000,60135000,206117000
5500420,,WI,1,1264,23903000,2832000,14207000,6864000,4260000,18584000
5500450,,WI,1,291,5642000,799000,2761000,2082000,1073000,4723000
5500510,,WI,1,1890,35222000,5462000,21913000,7847000,5421000,28123000
5500540,,WI,1,3257,47370000,5248000,12452000,29670000,14212000,41214000
5500570,,WI,1,431,8833000,1849000,3584000,3400000,1831000,7514000
5500600,,WI,1,813,13581000,1500000,7038000,5043000,2294000,10734000
5500630,,WI,1,611,13154000,2584000,5723000,4847000,2727000,11453000
5500720,,WI,1,1747,27540000,2665000,15196000,9679000,5124000,21928000
5500750,,WI,1,939,21638000,2514000,4016000,15108000,9023000,13972000
5500780,,WI,1,629,11605000,1071000,5534000,5000000,2923000,8419000
5500810,,WI,1,2751,50870000,5255000,23579000,22036000,16081000,37099000
5500840,,WI,1,471,8761000,660000,3603000,4498000,2701000,6209000
5500870,,WI,1,1145,26478000,2516000,14593000,9369000,4720000,18681000
5500900,,WI,1,397,13194000,4324000,1790000,7080000,5509000,12939000
5500960,,WI,1,3278,56508000,5951000,31831000,18726000,13689000,44220000
5500990,,WI,1,928,16480000,1192000,6693000,8595000,6098000,11655000
5501020,,WI,1,397,7041000,1092000,3159000,2790000,1492000,5898000
5501050,,WI,1,5534,123045000,20233000,80483000,22329000,16999000,100092000
5501080,,WI,1,1640,25289000,2639000,11494000,11156000,4690000,19852000
5501110,,WI,1,216,4587000,631000,2539000,1417000,832000,3727000
5501140,,WI,1,1434,25370000,2688000,13829000,8853000,6245000,19364000
5501170,,WI,1,287,6918000,673000,736000,5509000,3519000,4519000
5501230,,WI,1,746,15731000,1325000,3404000,11002000,8435000,10862000
5501260,,WI,1,1593,30729000,4514000,16723000,9492000,6513000,24282000
5501310,,WI,1,405,8212000,783000,3932000,3497000,2480000,7144000
5501350,,WI,1,1263,21244000,1986000,10927000,8331000,5479000,15924000
5501470,,WI,1,695,14883000,1823000,6194000,6866000,4031000,10142000
5501500,,WI,1,738,14203000,2077000,8268000,3858000,2492000,12389000
5501560,,WI,1,336,8568000,2064000,4197000,2307000,1097000,6058000
5501590,,WI,1,716,12738000,1621000,7013000,4104000,2491000,10047000
5501680,,WI,1,978,15636000,1366000,7943000,6327000,3289000,11531000
5501740,,WI,1,1039,16025000,2197000,8749000,5079000,3071000,14322000
5501770,,WI,1,7727,128463000,9721000,22672000,96070000,69417000,105864000
5501800,,WI,1,1560,31640000,3136000,14882000,13622000,9900000,23340000
5501830,,WI,1,445,9159000,1732000,4269000,3158000,1811000,7246000
5501890,,WI,1,2967,53414000,4438000,23913000,25063000,17869000,40974000
5501920,,WI,1,176,3903000,401000,1086000,2416000,923000,3315000
5502040,,WI,1,834,16211000,1678000,8788000,5745000,3914000,12698000
5502070,,WI,1,328,7811000,962000,3163000,3686000,2482000,6184000
5502100,,WI,1,914,15769000,1236000,5451000,9082000,5882000,13578000
5502130,,WI,1,1111,18499000,1828000,8665000,8006000,3423000,14381000
5502160,,WI,1,1317,21938000,2145000,9120000,10673000,7642000,18086000
5502340,,WI,1,621,11747000,2610000,5931000,3206000,1537000,8860000
5502400,,WI,1,183,4640000,664000,1940000,2036000,1343000,3817000
5502430,,WI,1,916,15778000,1158000,7357000,7263000,4209000,11634000
5502460,,WI,1,3108,48352000,4145000,17991000,26216000,17882000,39118000
5502520,,WI,1,1119,18048000,1933000,9118000,6997000,3799000,13278000
5502550,,WI,1,4878,78386000,8362000,39325000,30699000,21960000,64931000
