building_irn,building_name,district_irn,district_name,county,enrollment,chronic_absenteeism,achievement_star_rating,performance_index_2425,performance_index_2324,performance_index_2223
013482,Girard Sr High School,044065,Girard City School District,Trumbull,412,43.7,3,81.2,76.2,80.7
013508,Glandorf Elementary School,049379,Ottawa-Glandorf Local,Putnam,493,1.1,5,103.1,103.7,100.3
013532,West Clermont High School,046359,West Clermont Local,Clermont,1958,40.4,4,90.2,85.2,83.5
013581,Glendale Elementary School,044677,Princeton City,Hamilton,272,12.8,3,80.8,84.4,79.3
013599,Glendale-Feilbach Elementary School,044909,Toledo City,Lucas,332,31.9,1,49.2,48.8,51.0
013607,Glendale Primary School,043562,Bedford City,Cuyahoga,318,31.2,,NC,NC,NC
013615,Glenford Elementary School,049056,Northern Local,Perry,323,17.2,4,95.9,96.6,94.6
013656,John Glenn High School,048835,East Muskingum Local,Muskingum,525,23.7,4,92.6,93.3,90.4
013680,Glenville High School,043786,Cleveland Municipal,Cuyahoga,334,87.1,1,46.8,44.4,44.0
013706,Glenwood Elementary School,044909,Toledo City,Lucas,285,37.1,2,57.9,51.8,54.0
013730,Glenwood High School,044461,New Boston Local,Scioto,148,19.2,3,84.1,83.9,74.0
013755,Trimble High School,045922,Trimble Local,Athens,170,51.6,2,73.9,67.4,66.1
013771,Glover Community Learning Center,043489,Akron City,Summit,347,48.8,2,64.1,67.7,61.2
013797,Goldwood Primary Elementary School,044701,Rocky River City,Cuyahoga,573,5.2,,NC,NC,NC
013839,Gordon Dewitt Elementary School,043836,Cuyahoga Falls City School District,Summit,361,15.2,4,94.8,94.8,95.7
013847,Halle,043786,Cleveland Municipal,Cuyahoga,435,60.7,1,42.5,41.6,41.7
013862,Fayette Elementary School,047068,Fayette Local,Fulton,219,8.2,4,89.8,87.0,82.7
013864,Cincinnati Technology Academy,013864,Cincinnati Technology Academy,Hamilton,144,53.9,2,69.6,41.4,46.6
013870,Fayette Jr/Sr High School,047068,Fayette Local,Fulton,110,26.5,2,72.8,76.2,77.5
013896,Gorrell Elementary School,044354,Massillon City,Stark,338,26.5,4,92.7,91.4,84.2
013912,Marr/Cook Elementary School,046342,Goshen Local,Clermont,654,14.6,,NC,NC,NC
013920,Goshen High School,046342,Goshen Local,Clermont,735,14.6,3,88.2,90.1,89.0
013929,Trebein Elementary School,047241,Beavercreek City,Greene,833,8.4,5,108.5,106.6,107.1
013930,Global Impact STEM Academy,013930,Global Impact STEM Academy,Clark,670,19.1,3,81.6,80.6,77.2
013938,Goshen Lane Elementary School,046961,Gahanna-Jefferson City,Franklin,454,12.5,3,83.2,83.1,83.7
013946,Goshen Middle School,046342,Goshen Local,Clermont,638,22.5,3,88.6,88.9,88.9
013957,Trotwood-Madison Middle School,048694,Trotwood-Madison City,Montgomery,532,46.8,1,51.5,46.9,48.4
013962,Liberty Preparatory School,013962,Liberty Preparatory School,Wayne,48,82.4,1,46.2,42.7,55.0
013994,Albert Einstein Academy for Letters; Arts and Sciences-Ohio,013994,Albert Einstein Academy for Letters; Arts and Sciences-Ohio,Cuyahoga,282,36.6,2,67.6,69.1,69.8
013995,NORTHRIDGE MIDDLE SCHOOL,048736,Northridge Local,Montgomery,355,48.7,1,49.1,47.3,51.8
013999,Rise & Shine Academy,013999,Rise & Shine Academy,Lucas,94,40.4,2,70.5,51.6,44.7
014001,Walter Kidder Elementary School,043661,Brunswick City,Medina,494,10.8,4,92.5,92.6,94.4
014027,Graham High School,046193,Graham Local,Champaign,365,7.1,3,87.6,78.6,87.2
014035,Graham Elementary School,046193,Graham Local,Champaign,739,12.3,4,90.7,88.3,87.7
014054,Smith Intermediate School,044958,Vandalia-Butler City,Montgomery,649,17.7,4,90.9,92.2,92.4
014065,Lincoln Park Academy,014065,Lincoln Park Academy,Cuyahoga,222,67.3,2,68.1,59.4,58.4
014066,Main Preparatory Academy,014066,Main Preparatory Academy,Summit,98,75.0,2,62.4,67.7,55.3
014067,Ohio Construction Academy,014067,Ohio Construction Academy,Franklin,120,67.0,1,45.8,36.1,36.5
014076,Otsego Elementary School,050724,Otsego Local,Wood,789,8.5,4,91.6,89.7,88.5
014084,Grand Valley Middle School,045864,Grand Valley Local,Ashtabula,170,18.2,3,79.2,80.0,78.5
014089,Indian Creek Middle School Grades 5 & 6,047803,Indian Creek Local,Jefferson,263,47.6,3,79.0,83.2,77.4
014090,Eastland Preparatory Academy,014090,Eastland Preparatory Academy,Franklin,222,81.7,1,53.3,47.3,51.0
014091,Hope Learning Academy of Toledo,014091,Hope Learning Academy of Toledo,Lucas,57,35.4,2,59.8,58.3,55.5
014092,Grand Valley High School,045864,Grand Valley Local,Ashtabula,240,38.5,3,84.1,73.5,78.1
014100,Grandview Heights High School,044073,Grandview Heights Schools,Franklin,326,11.6,5,107.9,107.8,102.7
014118,Larson Middle School,044073,Grandview Heights Schools,Franklin,455,6.1,5,105.3,105.1,104.6
014121,Imagine Leadership Academy,014121,Imagine Leadership Academy,Summit,144,31.8,2,67.5,60.3,64.9
014139,Imagine Columbus Primary Academy,014139,Imagine Columbus Primary Academy,Franklin,270,28.0,1,48.7,47.9,50.9
014142,Grant Elementary School,044198,Lakewood City,Cuyahoga,321,9.7,5,108.9,108.6,102.8
014147,East Preparatory Academy,014147,East Preparatory Academy,Cuyahoga,206,67.8,2,57.0,53.8,52.6
014149,Dayton SMART Elementary School,014149,Dayton SMART Elementary School,Montgomery,95,40.2,2,58.1,57.7,53.7
014175,Grant Elementary School,045104,Willoughby-Eastlake City,Lake,520,19.9,3,82.8,83.6,80.9
014187,East Academy,014187,East Academy,Cuyahoga,205,67.2,1,47.5,50.5,47.7
014188,Discovery Academy,014188,Discovery Academy,Lucas,309,55.3,2,62.4,69.7,65.4
014189,West Park Bilingual Academy,014189,West Park Bilingual Academy,Cuyahoga,209,61.2,1,48.3,47.4,45.8
014231,Bio-Med Science Academy STEM School,014231,Bio-Med Science Academy STEM School,Portage,907,26.3,3,81.8,83.3,83.2
014241,Granville Elementary School,045393,Granville Exempted Village,Licking,661,7.2,5,101.4,104.1,104.6
014258,Granville High School,045393,Granville Exempted Village,Licking,805,15.8,5,109.1,106.4,105.0
014259,Eisenhower Intermediate School,044602,Oregon City,Lucas,494,16.3,4,92.7,93.2,92.6
014316,Elgin Middle School,048413,Elgin Local,Marion,255,27.2,2,73.9,70.9,78.6
014324,Green Elementary School,044248,Logan-Hocking Local,Hocking,317,17.1,4,98.2,93.7,94.2
014332,Green Elementary School,044032,Gallipolis City,Gallia,317,16.0,4,94.0,94.5,96.7
014340,Green Elementary School,049619,Green Local,Scioto,253,23.2,3,79.4,80.5,75.0
014365,Green High School,050013,Green Local,Summit,1116,18.8,4,99.3,98.3,97.0
014373,Green High School,049619,Green Local,Scioto,201,19.5,3,85.8,85.7,83.1
014399,Green Springs Elementary School,045302,Clyde-Green Springs Exempted Village,Sandusky,431,12.3,4,92.8,95.0,93.5
014423,Green Valley Elementary School,044636,Parma City,Cuyahoga,370,15.8,3,86.9,90.0,93.7
014431,Greenbriar Middle School,044636,Parma City,Cuyahoga,1049,26.8,3,80.7,80.9,80.7
014456,Green Middle School,050559,Green Local,Wayne,252,11.8,4,91.1,88.8,89.7
014467,United Schools Columbus,014467,United Schools Columbus,Franklin,822,54.2,2,64.9,64.4,70.6
014480,Greeneview Middle School,047266,Greeneview Local,Greene,441,18.7,4,89.5,91.8,93.0
014498,Greeneview High School,047266,Greeneview Local,Greene,386,26.9,3,85.2,80.7,83.4
014514,Greenfield Elementary School,045401,Greenfield Exempted Village,Highland,564,13.8,3,86.2,87.9,88.1
014522,South Range Middle School,048363,South Range Local,Mahoning,399,10.8,5,102.2,99.8,100.3
014548,Winton Woods Middle School,044081,Winton Woods City,Hamilton,600,38.1,2,56.5,53.2,57.6
014563,Greenmont Elementary School,044180,Kettering City School District,Montgomery,265,16.2,4,90.6,92.1,88.9
014571,Greenon High School,046235,Greenon Local,Clark,395,25.7,3,83.7,82.8,83.6
014597,Greensview Elementary School,044933,Upper Arlington City,Franklin,482,3.1,5,106.6,107.4,107.8
014613,Greenview School,044792,South Euclid-Lyndhurst City,Cuyahoga,637,33.5,2,77.8,76.3,73.1
014621,Greenville Senior High School,044099,Greenville City,Darke,752,26.6,3,84.6,84.1,83.6
014639,Greenville Middle School,044099,Greenville City,Darke,652,20.4,3,80.6,81.7,82.5
014654,Greenwood Early Learning Center,050013,Green Local,Summit,374,11.8,,NC,NC,NC
014678,Mechanicsburg Middle School,045484,Mechanicsburg Exempted Village,Champaign,175,18.2,4,93.8,96.6,98.2
014688,Grove Patterson Academy Elementary School,044909,Toledo City,Lucas,371,8.9,4,89.9,87.5,89.0
014691,Marysville STEM Early College High School,045476,Marysville Exempted Village,Union,467,24.8,5,104.3,102.1,102.3
014696,Groveport Elementary School,046979,Groveport Madison Local,Franklin,478,16.3,3,84.8,84.7,81.8
014704,Groveport Madison High School,046979,Groveport Madison Local,Franklin,1818,43.1,2,72.1,65.2,63.5
014712,Groveport Madison Middle School Central,046979,Groveport Madison Local,Franklin,489,28.0,2,76.8,68.0,67.3
014720,Grover Hill Elementary School,049031,Wayne Trace Local,Paulding,216,5.6,4,96.8,95.8,96.6
014787,Gurney Elementary School,045286,Chagrin Falls Exempted Village,Geauga,479,8.6,5,113.3,114.5,113.4
014795,Badger Elementary School,050179,Joseph Badger Local,Trumbull,250,15.0,4,90.8,85.6,89.9
014803,William S Guy Middle School,050195,Liberty Local,Trumbull,242,30.2,3,79.1,75.7,68.6
014830,Utica Shale Academy of Ohio,014830,Utica Shale Academy of Ohio,Columbiana,148,24.0,1,40.0,32.8,39.2
014845,Riverview Elementary School,047894,Riverside Local,Lake,619,16.9,4,93.4,89.5,89.4
014878,South Elementary,050393,Vinton County Local,Vinton,225,10.8,4,95.3,90.5,86.6
014886,Hamersville Elementary School,046060,Western Brown Local,Brown,562,18.7,4,91.6,87.9,88.0
014902,Hamilton STEM Academy (K-6),043802,Columbus City Schools District,Franklin,374,59.9,1,53.0,44.2,41.6
014904,T2 Honors Academy,014904,T2 Honors Academy,Cuyahoga,126,37.4,2,67.5,64.5,51.4
014910,Hamilton Elementary School,046953,Hamilton Local,Franklin,1034,27.8,4,89.1,96.8,96.9
014918,Cleveland High School for the Digital Arts,043786,Cleveland Municipal,Cuyahoga,297,67.7,3,78.1,64.1,64.6
014919,John F Kennedy High School,043786,Cleveland Municipal,Cuyahoga,606,93.3,1,47.0,41.2,37.1
014920,Bard Early College Cleveland,043786,Cleveland Municipal,Cuyahoga,344,51.1,4,93.7,78.4,78.1
014927,Steel Academy,014927,Steel Academy,Summit,89,63.6,1,41.3,44.5,41.2
014936,Leverette Elementary School,044909,Toledo City,Lucas,469,48.3,1,40.4,42.0,43.0
014943,Valley STEM+ME2 Academy,014943,Valley STEM+ME2 Academy,Mahoning,197,31.2,3,81.2,85.0,79.9
014944,Hamilton Township High School,046953,Hamilton Local,Franklin,830,43.7,3,86.0,84.7,84.5
015032,Hanby Building Elementary School,045047,Westerville City,Franklin,360,6.3,4,94.3,92.6,98.4
015040,The Early Learning Academy,044743,Sandusky City,Erie,390,34.9,,NC,NC,NC
015073,Hannah Gibbons-Nottingham Elementary School,043786,Cleveland Municipal,Cuyahoga,219,46.0,1,41.5,43.9,46.1
015081,Hannan Trace Elementary School,065680,Gallia County Local,Gallia,244,20.5,2,73.4,63.1,73.2
015099,South Gallia High School,065680,Gallia County Local,Gallia,121,41.6,2,76.5,77.8,79.3
015107,River Elementary School,048652,Switzerland of Ohio Local,Monroe,284,26.6,3,83.9,82.3,83.0
015123,Harter Elementary School,043711,Canton City,Stark,397,19.9,2,60.4,59.9,56.1
015131,Kenton Elementary School,044172,Kenton City,Hardin,1023,13.2,3,77.9,80.3,78.1
015137,School of Innovation,045104,Willoughby-Eastlake City,Lake,448,14.8,5,111.8,110.0,112.1
015142,New Albany Intermediate School,046995,New Albany-Plain Local,Franklin,1146,6.1,5,105.5,105.5,105.2
015149,Hardin Houston Elementary School,049791,Hardin-Houston Local,Shelby,393,9.3,4,98.6,95.8,94.5
015151,Woodmore Middle School,049577,Woodmore Local,Ottawa,271,6.5,3,87.2,86.6,87.6
015156,Houston High School,049791,Hardin-Houston Local,Shelby,259,17.8,4,95.7,90.6,87.8
015164,Hardin Northern Elementary School,047498,Hardin Northern Local,Hardin,209,9.6,4,92.0,97.8,94.6
015172,Hardin Northern High School,047498,Hardin Northern Local,Hardin,166,15.5,3,83.5,80.7,82.3
015180,Harding Middle School,044826,Steubenville City,Jefferson,779,5.7,4,99.0,105.1,103.6
015198,East Portsmouth Elementary,044669,Portsmouth City,Scioto,139,45.9,2,60.8,57.3,67.4
015206,Harding Elementary School,045161,Youngstown City,Mahoning,337,57.8,1,46.6,45.6,52.5
015214,Harding High School,044339,Marion City,Marion,853,44.7,2,77.0,67.5,67.3
015222,Warren G Harding High School,044990,Warren City,Trumbull,1177,56.8,2,62.2,59.2,59.3
015234,Zenith Academy West,015234,Zenith Academy West,Franklin,161,0.9,2,69.4,61.8,51.0
015237,Flex High School,015237,Flex High School,Franklin,384,82.6,2,57.1,64.1,54.8
015261,Citizens Academy Southeast,043786,Cleveland Municipal,Cuyahoga,588,46.4,1,53.4,58.3,60.2
015289,Harman Elementary School,044586,Oakwood City,Montgomery,401,2.6,5,109.8,108.2,108.4
015297,Marietta Elementary School,044321,Marietta City,Washington,622,19.8,2,74.5,73.5,74.5
015313,Miller Elementary School,049171,Aurora City,Portage,286,10.5,,NC,NC,NC
015327,Berkshire Elementary,047167,Berkshire Local,Geauga,510,14.2,3,86.1,88.4,85.5
015329,iSTEM,015329,iSTEM,Lake,154,24.5,4,92.0,92.7,85.2
015344,Tri-State STEM+M School,015344,Tri-State STEM+M School,Lawrence,87,20.0,3,88.0,72.9,81.0
015347,Harris/Jackson Community Learning Center,043489,Akron City,Summit,480,24.1,2,66.8,67.7,69.4
015396,Harrison Elementary School,047381,Southwest Local,Hamilton,571,16.0,4,92.8,94.6,94.9
015404,Riverview Elementary School,044107,Hamilton City,Butler,630,26.8,2,68.8,66.7,72.3
015461,Virginia Stevenson Elementary School,048702,Mad River Local,Montgomery,288,33.4,3,82.9,85.1,85.4
015495,STEAMM Academy,043711,Canton City,Stark,470,32.5,2,59.0,59.2,60.0
015529,Hartwell School,043752,Cincinnati Public Schools,Hamilton,445,29.9,2,63.8,67.3,59.9
015545,Harvard Elementary School,044909,Toledo City,Lucas,265,32.2,2,64.8,63.6,69.8
015560,Harvey High School,044628,Painesville City Local,Lake,759,31.8,2,70.6,63.2,64.2
015578,Harvey Rice Elementary School,043786,Cleveland Municipal,Cuyahoga,463,68.7,1,43.0,42.5,40.3
015598,John Marshall School of Engineering,043786,Cleveland Municipal,Cuyahoga,471,72.2,2,61.4,59.9,56.7
015599,John Marshall School of Business and Civic Leadership,043786,Cleveland Municipal,Cuyahoga,481,81.6,2,67.7,59.0,55.9
015600,John Marshall School of Information Technology,043786,Cleveland Municipal,Cuyahoga,463,76.2,2,64.7,59.8,56.3
015602,Hastings Middle School,044933,Upper Arlington City,Franklin,753,7.0,5,100.5,97.3,98.2
015610,Hatton Community Learning Center,043489,Akron City,Summit,429,38.3,2,72.4,72.6,70.5
015636,Hawkins Elementary School,044909,Toledo City,Lucas,362,25.9,2,67.5,65.0,64.2
015651,Hawthorne Elementary School,045047,Westerville City,Franklin,520,13.1,3,87.1,83.7,81.2
015709,Beacon Academy,015709,Beacon Academy,Stark,198,53.6,2,64.5,57.0,39.3
015710,Bridge Gate Community School,015710,Bridge Gate Community School,Franklin,217,59.1,2,64.6,46.6,41.2
015712,Euclid Preparatory School,015712,Euclid Preparatory School,Cuyahoga,371,62.4,1,50.8,49.5,47.0
015713,East Branch Preparatory AcademydbaWright Preparatory Academy,015713,East Branch Preparatory AcademydbaWright Preparatory Academy,Stark,186,64.1,2,65.4,62.0,45.9
015714,Dayton Athletic Vocational Academy,015714,Dayton Athletic Vocational Academy,Montgomery,87,85.4,2,58.7,24.3,47.1
015719,Hillsdale PK-6,045823,Hillsdale Local,Ashland,547,7.6,4,95.8,94.5,94.0
015722,Village Preparatory School Willard,043786,Cleveland Municipal,Cuyahoga,432,52.4,2,65.9,65.5,62.6
015723,Northgate Intermediate,043802,Columbus City Schools District,Franklin,274,30.8,2,77.0,76.6,76.5
015724,Allen East Middle School,045757,Allen East Local,Allen,336,16.0,3,86.7,89.4,90.8
015734,Southview Middle School,044263,Lorain City,Lorain,411,62.7,1,47.6,44.3,47.8
015735,Hayward Middle School,044818,Springfield City School District,Clark,360,49.7,1,48.6,47.1,51.6
015737,Global Ambassadors Language Academy,015737,Global Ambassadors Language Academy,Cuyahoga,281,32.5,2,73.6,76.9,78.2
015741,Westwood Preparatory Academy,015741,Westwood Preparatory Academy,Franklin,339,NC,,NC,NC,NC
015743,Hazel Harvey Elementary School,050534,Chippewa Local,Wayne,308,9.5,,NC,NC,NC
015745,Springmill STEM Elementary,044297,Mansfield City,Richland,249,20.7,2,67.0,73.3,73.8
015759,Bolton Crossing Elementary,044800,South-Western City,Franklin,714,22.6,2,67.3,72.1,73.9
015792,Heath High School,044115,Heath City,Licking,441,26.5,4,94.8,93.9,91.2
015818,George Hays-Jennie Porter School,043752,Cincinnati Public Schools,Hamilton,270,64.1,3,80.4,74.7,67.0
015826,Lakewood Elementary School,047993,Lakewood Local,Licking,419,14.8,,NC,NC,NC
015842,Cleveland Heights High School,043794,Cleveland Heights-University Heights City,Cuyahoga,1589,56.8,2,75.3,68.7,69.5
015933,Herberich Primary Elementary School,049981,Copley-Fairlawn City,Summit,256,14.3,5,108.0,107.8,110.6
015966,Heritage Hill Elementary School,044677,Princeton City,Hamilton,412,17.8,3,80.6,79.8,73.5
015974,Heskett Middle School,043562,Bedford City,Cuyahoga,589,36.1,2,59.4,58.0,60.3
015990,Heywood Elementary School,044925,Troy City,Miami,269,23.8,3,85.6,85.5,78.0
016006,Hiawatha Elementary School,048231,Washington Local,Lucas,308,17.2,2,76.2,81.2,74.8
016012,Hull Prairie Intermediate School,045583,Perrysburg Exempted Village,Wood,922,7.2,5,104.1,102.5,99.8
016030,Hicksville Elementary School,045419,Hicksville Exempted Village School District,Defiance,379,6.4,5,105.4,103.2,103.9
016048,Hicksville High School,045419,Hicksville Exempted Village School District,Defiance,207,21.2,5,101.2,104.2,100.5
016055,Southeastern Middle School,049528,Southeastern Local,Ross,278,26.9,4,90.4,88.2,88.8
016089,Washington Primary Elementary School,044644,Piqua City,Miami,511,24.6,3,84.0,80.3,85.1
016113,Highland Elementary School,043802,Columbus City Schools District,Franklin,326,64.8,1,40.4,40.4,40.5
016121,Highland Elementary School,044834,Stow-Munroe Falls City School District,Summit,286,9.0,4,99.4,95.1,96.7
016154,Highland High School,048496,Highland Local,Medina,968,13.6,5,104.6,102.6,103.2
016162,Highland High School,048801,Highland Local,Morrow,463,16.6,3,85.2,85.0,84.8
016188,Sam Salem Community Learning Center,043489,Akron City,Summit,363,39.5,2,76.0,75.0,76.4
016220,Hiland High School,047688,East Holmes Local,Holmes,360,14.4,4,97.7,96.1,97.9
016253,David Hill Community Learning Center,043489,Akron City,Summit,355,51.2,2,59.2,62.3,57.1
016261,Richfield Elementary School,050054,Revere Local,Summit,702,8.5,,NC,NC,NC
016287,Scioto Darby Elementary School,047019,Hilliard City,Franklin,385,6.2,4,94.3,90.1,90.4
016303,Hilliard Davidson High School,047019,Hilliard City,Franklin,1770,16.2,4,91.3,88.3,93.5
016311,Hilliard Heritage Middle School,047019,Hilliard City,Franklin,777,14.8,3,86.1,83.7,84.9
016337,Hills Elementary School,047803,Indian Creek Local,Jefferson,379,35.3,4,97.5,100.8,97.1
016345,Hillsboro High School,044123,Hillsboro City,Highland,538,37.2,3,87.7,87.7,86.5
016352,Hillsdale 7-12,045823,Hillsdale Local,Ashland,347,11.0,4,91.3,86.9,88.5
016360,Independence Primary School,046565,Independence Local,Cuyahoga,440,8.6,5,104.9,105.7,105.3
016378,Hillside Middle School,044636,Parma City,Cuyahoga,720,23.4,4,90.9,90.3,94.7
016386,Hilltonia Middle School,043802,Columbus City Schools District,Franklin,396,72.4,1,44.8,43.7,43.9
