building_irn,building_name,district_irn,district_name,county,enrollment,chronic_absenteeism,achievement_star_rating,performance_index_2425,performance_index_2324,performance_index_2223
024067,Medina Middle School,043802,Columbus City Schools District,Franklin,447,52.0,1,48.4,48.3,46.6
024075,Medina High School,044388,Medina City SD,Medina,1685,27.6,4,97.9,96.6,96.5
024117,Meigs High School,048520,Meigs Local,Meigs,521,53.4,2,67.8,60.9,67.1
024141,Melridge Elementary School,047894,Riverside Local,Lake,301,14.7,4,95.3,99.9,100.4
024166,Melrose Elementary School,045120,Wooster City,Wayne,248,9.5,3,88.8,85.6,81.7
024190,Memorial High School,043703,Campbell City,Mahoning,248,50.8,2,63.0,56.0,55.0
024208,St Marys Memorial High School,044727,St Marys City,Auglaize,617,12.8,3,83.9,81.8,83.4
024216,Memorial Junior High School,044792,South Euclid-Lyndhurst City,Cuyahoga,468,35.4,2,66.7,66.7,69.9
024224,Memorial Middle School,045492,Mentor Exempted Village,Lake,848,22.9,4,93.5,94.7,93.3
024273,Wright Brothers Elementary School,048751,Huber Heights City,Montgomery,665,21.1,2,77.9,72.4,70.0
024281,Mentor High School,045492,Mentor Exempted Village,Lake,2113,23.2,4,96.1,94.7,92.0
024307,Mercer Elementary School,044750,Shaker Heights City,Cuyahoga,397,17.1,3,84.1,82.9,81.7
024323,Merwin Elementary School,046359,West Clermont Local,Clermont,601,16.2,4,90.9,91.9,91.2
024331,Mesopotamia Elementary School,050096,Bloomfield-Mespo Local,Trumbull,118,31.9,2,62.6,68.9,64.0
024349,Evergreen Middle School,047050,Evergreen Local,Fulton,329,7.1,4,97.4,92.2,92.8
024364,Miami East Junior High School,048629,Miami East Local,Miami,328,9.1,4,96.5,97.4,99.8
024372,Miami East High School,048629,Miami East Local,Miami,350,11.2,5,101.1,100.4,99.6
024398,Madeira Elementary School,044289,Madeira City,Hamilton,849,2.7,5,109.8,106.9,107.6
024414,Miami Trace High School,046920,Miami Trace Local,Fayette,571,20.2,3,88.0,90.0,88.9
024422,Miamisburg High School,044396,Miamisburg City,Montgomery,1368,30.1,3,86.2,84.2,83.3
024430,Miami Whitewater Elementary School,047381,Southwest Local,Hamilton,644,16.8,4,95.5,88.8,91.3
024471,Athens Middle School,043521,Athens City School District,Athens,358,28.2,3,88.4,81.4,80.6
024489,Newcomerstown Middle School,045542,Newcomerstown Exempted Village,Tuscarawas,182,5.8,3,79.3,81.9,80.3
024497,Highland Middle School,048496,Highland Local,Medina,780,9.2,5,104.3,102.8,102.1
024505,Oakwood Middle School,049932,Plain Local,Stark,850,21.3,4,90.0,87.2,90.6
024521,Big Creek Elementary School,043612,Berea City,Cuyahoga,559,10.5,4,98.9,100.4,95.6
024562,Middletown High School,044404,Middletown City,Butler,1387,46.9,2,66.0,64.4,65.6
024570,Berea-Midpark High School,043612,Berea City,Cuyahoga,1424,32.1,3,87.8,86.6,86.4
024588,Midvale Elementary School,050286,Indian Valley Local,Tuscarawas,389,14.6,4,95.1,93.5,91.1
024596,Midview High School,048173,Midview Local,Lorain,695,27.9,4,92.9,90.8,90.2
024604,Midview Middle School,048173,Midview Local,Lorain,428,25.0,3,86.3,86.3,88.0
024612,Midway School,043752,Cincinnati Public Schools,Hamilton,547,46.2,2,64.0,66.7,58.7
024646,Mifflin Elementary School,049452,Madison Local,Richland,252,10.6,4,98.0,89.6,91.8
024653,Cassady Alternative Elementary School,043802,Columbus City Schools District,Franklin,336,41.6,2,68.5,58.8,59.8
024661,Mifflin High School,043802,Columbus City Schools District,Franklin,789,77.9,2,57.2,49.2,47.9
024679,Edison Elementary School (formerly Milan Elem),046789,Edison Local (formerly Berlin-Milan),Erie,528,14.3,5,102.3,101.2,92.4
024687,Miles School,043786,Cleveland Municipal,Cuyahoga,261,48.7,1,42.8,41.4,41.0
024695,Miles Park School,043786,Cleveland Municipal,Cuyahoga,360,53.5,1,48.8,45.7,46.2
024703,Stonebrook-White Montessori,043786,Cleveland Municipal,Cuyahoga,370,41.0,2,56.1,54.6,55.5
024711,Fairbanks Elementary School,050328,Fairbanks Local,Union,449,7.9,5,102.7,102.2,105.6
024745,Milford Sr High School,045500,Milford Exempted Village,Clermont,1687,27.2,4,96.7,97.2,95.9
024752,Milford Junior High School,045500,Milford Exempted Village,Clermont,941,17.4,4,95.1,96.5,96.3
024794,Miller Avenue Elementary School,050278,Garaway Local,Tuscarawas,176,11.5,4,92.0,89.1,88.0
024802,Miller City Elementary School,049361,Miller City-New Cleveland Local,Putnam,242,1.2,5,112.8,112.8,115.2
024810,Miller City High School,049361,Miller City-New Cleveland Local,Putnam,149,1.3,5,104.6,105.4,102.4
024836,B L Miller Elementary School,048355,Sebring Local,Mahoning,215,17.5,3,87.8,86.6,83.2
024851,Miller High School,049064,Southern Local,Perry,232,40.9,2,70.8,71.4,71.7
024869,Millersburg Elementary School,047696,West Holmes Local,Holmes,359,6.7,4,97.1,93.9,97.6
024885,Millridge Elementary School,044370,Mayfield City,Cuyahoga,603,10.7,5,104.7,102.6,99.6
024893,Herbert Mills Elementary School,047001,Reynoldsburg City,Franklin,431,29.1,2,74.7,74.0,75.0
024919,Mills Lawn Elementary School,045674,Yellow Springs Exempted Village,Greene,282,17.9,4,96.9,97.8,95.8
024927,Ethel M. Taylor Academy,043752,Cincinnati Public Schools,Hamilton,275,66.2,1,45.6,46.7,49.7
024976,Milton-Union Middle School,045518,Milton-Union Exempted Village,Miami,305,25.0,3,82.3,81.8,85.3
024984,Milton-Union High School,045518,Milton-Union Exempted Village,Miami,304,26.4,3,84.2,84.1,87.7
024992,Milton-Union Elementary School,045518,Milton-Union Exempted Village,Miami,653,13.5,3,86.1,86.4,91.7
025023,Mineral Ridge High School,050252,Weathersfield Local,Trumbull,410,28.2,4,95.6,95.4,93.4
025031,Minerva Middle School,049890,Minerva Local,Stark,457,20.9,3,85.7,85.0,85.9
025056,Minerva High School,049890,Minerva Local,Stark,391,21.9,3,83.0,82.4,83.1
025064,Mines Elementary School,050161,Howland Local,Trumbull,329,24.2,4,91.4,93.3,93.8
025072,Minford Primary Elementary School,049627,Minford Local,Scioto,408,15.8,3,86.1,84.5,88.0
025080,Minford High School,049627,Minford Local,Scioto,296,34.3,3,78.6,82.9,84.0
025098,Indian Creek Middle School Grades 7 & 8,047803,Indian Creek Local,Jefferson,248,45.8,3,78.7,76.9,79.9
025114,Minster Jr/Sr High School,045948,Minster Local,Auglaize,369,11.2,5,108.9,106.2,108.5
025122,Mississinawa Valley JR/SR High School,046672,Mississinawa Valley Local,Darke,237,18.7,3,85.5,84.1,83.6
025130,Tuslaw Middle School,049957,Tuslaw Local,Stark,425,10.1,4,99.5,99.5,99.7
025148,Mogadore High School,050039,Mogadore Local,Summit,199,20.8,4,89.7,86.4,83.9
025155,Mohawk High School,050740,Mohawk Local,Wyandot,313,12.1,4,92.5,89.5,91.5
025163,Columbus Africentric Early College ES,043802,Columbus City Schools District,Franklin,378,45.6,2,65.5,61.0,56.2
025171,Moler Elementary School,043802,Columbus City Schools District,Franklin,295,56.9,1,45.2,41.3,41.3
025189,Monac Elementary School,048231,Washington Local,Lucas,466,14.5,3,81.2,80.8,78.4
025197,Monclova Elementary School,048207,Anthony Wayne Local,Lucas,427,6.3,5,111.8,110.2,109.0
025205,Monfort Heights Elementary School,047365,Northwest Local,Hamilton,584,18.9,4,92.1,91.0,86.0
025221,Monroe Primary School,139303,Monroe Local,Butler,455,9.7,,NC,NC,NC
025247,National Trail Middle School,049270,National Trail Local,Preble,273,15.4,3,84.8,84.7,82.1
025270,Monroe Elementary School,048264,Jonathan Alder Local,Madison,244,17.2,3,84.3,77.4,75.1
025296,Monroe Elementary School,045559,New Richmond Exempted Village,Clermont,557,15.4,4,92.3,94.6,93.6
025353,Monroeville Elementary School,047712,Monroeville Local,Huron,296,14.1,3,84.9,82.3,81.4
025361,Monroeville High School,047712,Monroeville Local,Huron,230,21.7,3,81.6,82.3,79.9
025379,Monterey Elementary School,044800,South-Western City,Franklin,434,17.0,3,86.2,87.2,88.5
025387,Montgomery Elementary School,044867,Sycamore Community City,Hamilton,539,4.3,5,111.5,112.9,110.9
025395,Taft Intermediate School,043505,Ashland City,Ashland,458,14.5,4,96.8,100.0,98.5
025403,Monticello Elementary School,048751,Huber Heights City,Montgomery,564,20.5,3,79.1,75.8,74.9
025411,Monticello Middle School,043794,Cleveland Heights-University Heights City,Cuyahoga,519,39.0,2,64.4,58.0,63.6
025429,Montpelier Elementary School,045526,Montpelier Exempted Village,Williams,452,9.3,3,85.9,84.2,83.4
025437,Montpelier High School,045526,Montpelier Exempted Village,Williams,315,23.2,3,85.2,86.4,83.7
025445,Montrose Elementary School,043620,Bexley City,Franklin,327,4.7,5,102.0,101.8,98.1
025502,Morgan Elementary School,046144,Ross Local,Butler,366,6.0,5,108.8,101.5,106.8
025544,Morgan High School,048777,Morgan Local,Morgan,490,28.0,3,84.6,84.5,82.5
025577,Northridge Elementary School,048736,Northridge Local,Montgomery,797,41.3,2,64.2,56.7,55.3
025585,Morrison Gordon Elementary School,043521,Athens City School District,Athens,402,24.3,4,95.6,90.3,92.2
025619,Morton Middle School,044958,Vandalia-Butler City,Montgomery,679,17.4,3,83.8,84.0,85.2
025650,Mound Elementary School,043786,Cleveland Municipal,Cuyahoga,331,67.9,1,40.7,39.1,37.3
025668,Mound Intermediate School,044396,Miamisburg City,Montgomery,302,15.7,4,90.2,89.7,87.8
025726,Mt. Airy School,043752,Cincinnati Public Schools,Hamilton,596,55.3,2,61.2,62.2,60.2
025742,Riverdale Elementary School,047514,Riverdale Local,Hancock,218,10.1,3,88.2,91.9,93.3
025783,Mt Gilead High School,045534,Mount Gilead Exempted Village,Morrow,264,20.2,4,93.0,90.7,87.0
025791,Park Avenue Elementary School,045534,Mount Gilead Exempted Village,Morrow,477,14.4,2,74.0,74.1,70.6
025809,Mt Gilead Middle School,045534,Mount Gilead Exempted Village,Morrow,226,21.3,2,77.0,83.1,86.9
025817,Mt Healthy High School,044412,Mt Healthy City,Hamilton,821,58.1,2,59.3,52.8,53.9
025825,Mt Hope Elementary School,047688,East Holmes Local,Holmes,99,3.8,4,93.8,97.8,104.7
025841,Chillicothe Primary School,043745,Chillicothe City,Ross,561,36.6,,NC,NC,NC
025866,Western Brown High School,046060,Western Brown Local,Brown,700,19.4,3,79.7,76.6,74.8
025874,The School of One,043786,Cleveland Municipal,Cuyahoga,265,50.9,2,60.0,57.7,62.5
025932,Mount Vernon High School,044420,Mount Vernon City,Knox,887,22.3,4,91.4,91.7,91.6
025940,Mt. Washington School,043752,Cincinnati Public Schools,Hamilton,413,46.0,2,62.3,69.0,68.4
025965,Tallmadge Elementary School,044883,Tallmadge City,Summit,1094,12.5,3,88.4,89.1,92.3
025973,John McIntire Elementary School,045179,Zanesville City,Muskingum,600,21.8,3,86.9,86.9,82.6
025981,Munson Elementary School,047183,Chardon Local,Geauga,231,11.3,5,105.3,104.2,NC
025999,Muraski Elementary School,044842,Strongsville City,Cuyahoga,520,8.8,5,104.2,103.6,101.2
026054,North Avondale Montessori School,043752,Cincinnati Public Schools,Hamilton,567,24.7,2,67.4,65.6,62.2
026070,North Baltimore High School,050708,North Baltimore Local,Wood,128,27.7,3,85.1,82.4,82.0
026104,North Canton Middle School,044503,North Canton City,Stark,958,15.7,4,98.6,97.7,99.5
026112,North Central Junior/High School,050641,North Central Local,Williams,201,25.8,3,81.6,75.2,76.0
026120,North College Hill High School,044511,North College Hill City,Hamilton,311,64.1,2,62.5,58.5,62.8
026211,South Range Elementary School,048363,South Range Local,Mahoning,472,9.2,5,111.6,111.4,107.1
026229,South Range High School,048363,South Range Local,Mahoning,351,13.3,4,94.2,99.2,100.4
026245,North Linden Elementary School,043802,Columbus City Schools District,Franklin,305,27.7,2,58.2,55.4,48.2
026252,North Elementary School,047886,Madison Local,Lake,572,23.3,3,88.9,90.4,93.2
026286,North Nimishillen Elementary School,049874,Louisville City,Stark,372,10.0,,NC,NC,NC
026302,North Olmsted High School,044529,North Olmsted City,Cuyahoga,1000,32.7,3,83.6,82.4,83.0
026310,North Olmsted Middle School,044529,North Olmsted City,Cuyahoga,803,27.2,3,86.1,83.4,85.1
026336,North Ridgeville High School,044537,North Ridgeville City,Lorain,1232,28.6,4,94.1,94.7,93.0
026344,North Ridgeville Academic Center,044537,North Ridgeville City,Lorain,1862,13.8,3,88.7,88.8,88.7
026351,William Crawford Intermediate Schools,046516,Colonel Crawford Local,Crawford,231,5.0,4,94.2,93.0,92.9
026385,North Union Middle School,050336,North Union Local School District,Union,324,18.2,3,82.6,88.2,92.8
026393,North Union High School,050336,North Union Local School District,Union,374,32.3,3,87.3,85.1,85.4
026419,Napoleon Junior/Senior High School,044438,Napoleon Area City,Henry,739,13.2,4,90.4,91.5,89.3
026427,Nashport Elementary School,048876,Tri-Valley Local,Muskingum,539,10.2,4,99.6,100.6,99.7
026435,Nashville Elementary School,047696,West Holmes Local,Holmes,96,8.4,,NC,NC,NC
026443,Nathan Hale School,043786,Cleveland Municipal,Cuyahoga,380,49.6,1,52.3,49.8,48.2
026468,National Trail High School,049270,National Trail Local,Preble,233,18.8,3,80.7,82.4,82.0
026484,Navarre Elementary School,044909,Toledo City,Lucas,346,52.8,2,58.3,53.9,48.7
026500,Mathews Junior High School,050153,Mathews Local,Trumbull,137,25.2,3,86.7,81.5,80.4
026542,Special Education Center,043802,Columbus City Schools District,Franklin,195,6.9,1,30.3,25.9,26.8
026567,Nelsonville-York High School,044446,Nelsonville-York City,Athens,253,52.6,2,65.3,61.8,69.3
026575,Nelsonville-York Junior High School,044446,Nelsonville-York City,Athens,237,46.1,2,62.2,60.8,63.9
026633,New Bremen Elementary School,045955,New Bremen Local,Auglaize,444,1.7,5,108.1,107.2,106.4
026641,New Bremen High School,045955,New Bremen Local,Auglaize,360,5.0,5,107.3,108.6,107.7
026658,Mt. Healthy North Elementary School,044412,Mt Healthy City,Hamilton,540,40.8,2,56.6,56.2,53.0
026682,Miller City Middle School,049361,Miller City-New Cleveland Local,Putnam,120,1.5,5,106.6,105.8,105.1
026690,New Concord Elementary School,048835,East Muskingum Local,Muskingum,294,12.5,,NC,NC,NC
026757,New Knoxville Elementary School,045963,New Knoxville Local,Auglaize,295,5.5,5,103.7,102.8,104.0
026765,New Knoxville High School,045963,New Knoxville Local,Auglaize,100,9.3,5,100.9,106.1,97.7
026773,Dixie Elementary School,048710,New Lebanon Local School District,Montgomery,438,13.9,4,90.8,90.5,88.3
026781,Dixie Middle School,048710,New Lebanon Local School District,Montgomery,285,25.5,2,77.4,80.2,79.6
026799,New Lexington Elementary School,044479,New Lexington School District,Perry,459,20.9,2,77.5,73.5,76.9
026807,New Lexington Middle School,044479,New Lexington School District,Perry,384,26.3,3,81.0,78.0,75.7
026815,New London Elementary School,047720,New London Local,Huron,460,8.0,3,84.9,85.6,84.5
026823,New London High School,047720,New London Local,Huron,209,21.3,3,88.7,85.6,91.0
026849,Tri-Village High School,046680,Tri-Village Local,Darke,358,19.7,5,101.9,103.3,98.8
026864,New Miami Elementary School,046136,New Miami Local,Butler,297,36.5,2,63.3,70.9,69.3
026872,New Miami  High School,046136,New Miami Local,Butler,144,44.6,2,70.1,66.7,68.0
026880,Springfield Elementary School,048371,Springfield Local,Mahoning,345,13.0,4,99.4,99.7,102.1
026906,New Philadelphia High School,044487,New Philadelphia City,Tuscarawas,723,29.5,3,84.3,87.4,82.1
026922,New Richmond High School,045559,New Richmond Exempted Village,Clermont,550,26.0,3,87.4,86.7,85.2
026930,New Richmond Middle School,045559,New Richmond Exempted Village,Clermont,423,23.9,3,78.0,79.9,81.6
026948,New Riegel Elementary School,049718,New Riegel Local,Seneca,179,5.5,5,100.5,99.8,101.5
026955,New Riegel High School,049718,New Riegel Local,Seneca,192,8.5,4,92.6,92.3,91.7
026989,New Vienna Elementary School,046409,East Clinton Local,Clinton,252,15.5,4,92.9,93.3,91.8
027003,Crestview Elementary School,046433,Crestview Local,Columbiana,413,19.7,4,96.3,99.1,97.8
027011,Newark High School,044453,Newark City,Licking,1269,43.9,3,80.1,80.4,82.3
027060,Newcomerstown High School,045542,Newcomerstown Exempted Village,Tuscarawas,233,29.6,3,83.1,75.2,74.6
027094,Newport Elementary School,050492,Frontier Local,Washington,217,18.6,3,87.5,88.6,88.2
027102,Newton D Baker School,043786,Cleveland Municipal,Cuyahoga,318,43.8,2,62.6,62.0,60.6
027110,Newton Elementary School,048637,Newton Local,Miami,358,7.3,5,103.3,104.8,104.3
027136,Newton Elementary School,048025,North Fork Local,Licking,349,12.7,3,82.5,85.3,90.5
027151,Newton Falls High School,045567,Newton Falls Exempted Village,Trumbull,245,52.1,3,83.3,78.7,77.0
027169,Newton High School,048637,Newton Local,Miami,230,10.8,4,96.1,96.0,91.6
027185,Mercer Elementary School,047340,Forest Hills Local,Hamilton,613,10.9,5,102.6,101.9,101.4
027193,Fairview Middle School,046714,Central Local,Defiance,211,13.4,4,92.7,88.2,92.3
027201,Circleville Elementary School,043760,Circleville City,Pickaway,1119,28.1,3,86.6,85.2,81.8
027250,Noble Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,403,26.4,3,78.8,76.7,76.0
027268,Noble 4-5 Elementary,044891,Tiffin City Schools,Seneca,317,15.8,3,87.1,88.4,87.4
027318,Nolley Elementary School,050005,Manchester Local,Summit,525,7.9,5,103.2,104.5,105.9
027326,Nordonia Middle School,050047,Nordonia Hills City,Summit,524,16.6,5,101.0,96.7,101.6
027334,Nordonia High School,050047,Nordonia Hills City,Summit,1088,25.4,4,93.7,91.9,95.7
027342,Normandy Elementary School,043737,Centerville City,Montgomery,497,13.1,4,96.4,96.9,96.8
027359,Normandy Elementary School,043547,Bay Village City,Cuyahoga,478,2.9,,NC,NC,NC
027367,Normandy High School,044636,Parma City,Cuyahoga,1569,24.2,3,85.6,83.9,85.7
027383,Fairfield North Elementary School,046102,Fairfield City,Butler,590,8.8,4,96.5,99.4,95.3
027425,Waverly Junior High School,049148,Waverly City,Pike,381,24.2,2,73.3,73.8,76.9
027433,North Elementary School,043919,East Liverpool City,Columbiana,397,34.5,2,69.5,72.0,71.8
027458,Orrville Elementary School,044610,Orrville City,Wayne,515,11.3,3,87.5,89.0,86.7
027508,Lincolnview Elementary School,050369,Lincolnview Local,Van Wert,433,5.2,4,91.7,92.7,96.1
027532,Tuslaw Elementary School,049957,Tuslaw Local,Stark,481,8.7,4,97.1,99.9,100.5
027565,North High School,043489,Akron City,Summit,896,52.9,2,65.4,57.7,56.5
027573,North High School,045104,Willoughby-Eastlake City,Lake,1118,37.9,3,78.1,74.9,75.2
027599,M L King Elementary School,045161,Youngstown City,Mahoning,311,54.8,1,52.2,52.2,54.3
027656,Northeastern Middle/High School,046250,Northeastern Local,Clark,477,35.8,3,79.5,78.9,82.2
027664,Clermont Northeastern Middle School,046326,Clermont Northeastern Local,Clermont,298,24.8,2,71.8,78.2,83.2
027672,Northfield Elementary School,050047,Nordonia Hills City,Summit,338,8.3,5,101.8,103.0,101.0
027680,Northland High School,043802,Columbus City Schools District,Franklin,992,74.0,2,56.0,46.3,48.2
027698,Northmont High School,048728,Northmont City,Montgomery,1346,28.4,4,91.9,89.8,88.7
027706,Northmont Middle School,048728,Northmont City,Montgomery,687,22.4,4,89.5,83.1,87.6
027714,Northmoor Elementary School,048728,Northmont City,Montgomery,462,13.3,5,100.1,101.6,98.6
027722,Northmor High School,048819,Northmor Local,Morrow,443,20.9,4,92.7,91.8,92.5
027763,Northridge High School,048736,Northridge Local,Montgomery,474,55.0,2,58.2,54.9,63.6
027771,Northridge High School,048033,Northridge Local,Licking,311,25.1,3,85.0,91.1,90.0
027805,Claymont Intermediate School,043778,Claymont City,Tuscarawas,338,15.5,3,81.4,83.4,82.6
027813,Northtowne Elementary School,043802,Columbus City Schools District,Franklin,331,31.3,2,62.5,55.8,55.2
027821,Robert C Lindsey Elementary School,047225,West Geauga Local,Geauga,459,5.4,5,108.3,109.6,112.6
027839,Northview Primary School,043984,Findlay City,Hancock,386,19.6,,NC,NC,NC
027854,Northwest High School,049635,Northwest Local,Scioto,275,24.1,4,93.9,89.8,89.2
027862,Northwest High School,049908,Northwest Local,Stark,447,12.3,4,99.2,97.1,98.9
027870,Northwestern Elementary School,046268,Northwestern Local,Clark,951,20.2,3,84.7,84.4,85.4
027888,Northwestern High School,050575,Northwestern Local,Wayne,308,19.6,3,83.2,84.8,87.0
027896,Northwestern Junior/Senior High School,046268,Northwestern Local,Clark,581,18.1,3,82.3,80.9,78.6
027946,Greenwood Elementary School,048231,Washington Local,Lucas,519,17.9,2,68.4,69.1,67.0
027953,Northwood Elementary School,050716,Northwood Local Schools,Wood,464,19.5,3,83.3,81.7,82.5
027961,Northwood High School,050716,Northwood Local Schools,Wood,342,29.7,3,82.8,79.4,80.0
027979,Northwood Middle School,043943,Elyria City Schools,Lorain,586,28.4,2,70.9,70.5,69.8
027995,Norton High School,044552,Norton City,Summit,619,26.0,4,95.3,91.2,86.5
028001,Norton Elementary School,044552,Norton City,Summit,573,12.4,5,101.7,101.0,101.2
028027,Norton Middle School,044552,Norton City,Summit,651,18.0,4,92.9,92.5,93.2
028035,Norton Primary Elementary School,044552,Norton City,Summit,220,11.1,,NC,NC,NC
028050,Norwalk Middle School,044560,Norwalk City,Huron,333,25.6,3,86.3,82.6,83.9
028068,Norwalk High School,044560,Norwalk City,Huron,639,21.1,3,86.8,85.1,83.4
028076,Norwayne High School,050567,Norwayne Local,Wayne,372,10.3,4,95.4,94.4,92.2
028100,Norwood High School,044578,Norwood City,Hamilton,431,47.2,3,81.6,78.7,79.4
028118,Norwood View Elementary School,044578,Norwood City,Hamilton,252,30.9,3,85.7,86.3,84.1
028134,Northwest Middle School,049908,Northwest Local,Stark,402,2.6,4,98.1,98.6,101.1
028159,Oak Intermediate Elementary School,044461,New Boston Local,Scioto,88,34.1,2,66.8,67.8,81.6
028183,Oak Harbor High School,048926,Benton Carroll Salem Local,Ottawa,545,17.9,4,99.9,98.1,99.8
028217,Oak Hills High School,047373,Oak Hills Local,Hamilton,2162,31.5,4,93.0,92.5,89.7
028258,Oakdale Elementary School,044909,Toledo City,Lucas,398,36.4,2,58.7,56.5,56.9
028290,Oakland Park Alternative Elementary,043802,Columbus City Schools District,Franklin,292,38.0,1,54.3,58.4,57.1
028316,Oakmont  Elementary School,043802,Columbus City Schools District,Franklin,310,33.4,2,62.8,67.0,67.0
028324,Oakview Elementary School,044180,Kettering City School District,Montgomery,473,9.3,5,101.0,100.9,100.7
028365,GlenOak High School,049932,Plain Local,Stark,1961,17.9,3,88.5,86.9,82.0
028373,Oakwood High School,044586,Oakwood City,Montgomery,622,14.8,5,110.1,110.0,108.8
028381,Langston Middle School,044594,Oberlin City Schools,Lorain,185,17.1,3,88.3,82.6,85.3
028399,Oberlin High School,044594,Oberlin City Schools,Lorain,210,23.0,3,82.7,79.9,73.5
028407,Hamilton Middle School,046953,Hamilton Local,Franklin,477,34.5,2,73.2,74.8,84.0
028415,Olde Sawmill Elementary School,047027,Dublin City,Franklin,344,14.5,3,82.7,87.4,89.1
028423,Ohio Avenue Elementary School,043802,Columbus City Schools District,Franklin,213,55.6,1,53.5,44.2,46.7
028480,Austintown Intermediate School,048298,Austintown Local Schools,Mahoning,888,21.3,4,100.0,98.8,98.6
028498,Old Fort Elementary School Bettsville Campus,049726,Old Fort Local,Seneca,377,8.7,3,88.2,90.6,92.9
028506,Old Fort High School,049726,Old Fort Local,Seneca,243,9.8,4,91.4,90.9,86.8
028514,Old Orchard Elementary School,044909,Toledo City,Lucas,426,31.2,2,62.3,60.8,61.7
028522,Buckeye Trail Middle School,069682,East Guernsey Local,Guernsey,212,22.4,3,81.4,78.4,86.4
028530,Olde Orchard Alt Elementary School,043802,Columbus City Schools District,Franklin,526,33.9,2,73.8,76.2,73.4
028548,Olentangy High School,046763,Olentangy Local,Delaware,1681,14.2,5,106.9,104.3,102.3
028555,Tecumseh  Middle School,046243,Tecumseh Local,Clark,581,27.3,2,77.1,74.8,75.4
028571,Trotwood-Madison Early Learning Center,048694,Trotwood-Madison City,Montgomery,413,43.0,,NC,NC,NC
028589,Oliver Hazard Perry Elementary School,043786,Cleveland Municipal,Cuyahoga,285,54.9,1,47.8,43.3,42.8
028605,Olmsted Falls High School,046573,Olmsted Falls City,Cuyahoga,1031,20.8,4,95.4,90.3,87.6
028613,Olmsted Falls Middle School,046573,Olmsted Falls City,Cuyahoga,731,17.0,4,91.1,90.5,92.4
028647,Onaway Elementary School,044750,Shaker Heights City,Cuyahoga,468,10.4,4,96.4,93.5,95.2
028662,The Sandusky Primary School,044743,Sandusky City,Erie,391,31.7,,NC,NC,NC
028670,Ontario High School,049478,Ontario Local,Richland,524,15.5,4,93.1,93.1,90.1
028688,Ontario Middle School,049478,Ontario Local,Richland,463,14.8,4,95.1,95.0,95.3
028712,Orange High School,046581,Orange City,Cuyahoga,571,15.5,5,105.5,101.8,100.3
028720,Orchard School,043786,Cleveland Municipal,Cuyahoga,508,44.2,1,53.9,51.5,51.5
028738,North Canton Intermediate School,044503,North Canton City,Stark,893,8.6,5,102.4,102.5,101.4
028746,Leetonia Elementary K-6,045443,Leetonia Exempted Village School District,Columbiana,282,27.3,4,100.0,100.0,96.5
028753,Orchard Park Elementary School,044180,Kettering City School District,Montgomery,297,10.2,5,102.3,105.4,104.2
028779,Orrville High School,044610,Orrville City,Wayne,397,21.1,3,87.5,88.9,86.7
028795,Wright Brothers Middle School,043844,Dayton City,Montgomery,380,55.9,1,42.2,41.6,45.0
028811,Reagan Elementary School,043505,Ashland City,Ashland,541,10.1,5,106.9,99.5,104.7
028829,The Sandusky Intermediate School,044743,Sandusky City,Erie,875,30.1,2,65.5,66.4,65.8
028845,Buckeye Valley West Elementary School,046755,Buckeye Valley Local,Delaware,651,7.5,5,102.2,100.9,100.5
028852,Otis Elementary School,044016,Fremont City,Sandusky,398,12.5,4,92.4,92.8,91.0
028860,Otsego High School,050724,Otsego Local,Wood,394,17.6,4,94.7,88.3,93.5
028878,Ottawa Elementary School,049379,Ottawa-Glandorf Local,Putnam,387,6.5,4,93.6,88.5,84.4
028886,Ottawa Hills Elementary School,048215,Ottawa Hills Local,Lucas,553,7.8,5,109.0,108.7,107.3
028894,Ottawa Hills High School,048215,Ottawa Hills Local,Lucas,469,11.3,5,109.4,107.9,105.1
028902,Ottawa River Elementary School,044909,Toledo City,Lucas,370,31.8,2,66.0,71.8,72.9
028910,Ottawa-Glandorf High School,049379,Ottawa-Glandorf Local,Putnam,510,8.8,4,95.6,98.4,99.8
028928,Ottoville Elementary School,049387,Ottoville Local,Putnam,277,2.7,5,103.8,104.8,106.2
028936,Ottoville High School,049387,Ottoville Local,Putnam,201,6.4,5,101.9,101.7,103.8
028969,Overlook Elementary School,044974,Wadsworth City,Medina,401,9.2,5,101.5,101.5,103.2
028985,Clermont Northeastern Elementary School,046326,Clermont Northeastern Local,Clermont,497,18.8,3,84.4,87.7,87.9
028993,Oxford Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,268,23.4,2,68.5,66.8,66.4
029009,Oyler School,043752,Cincinnati Public Schools,Hamilton,518,60.7,2,59.5,56.1,57.5
029025,Paint Valley High School,049510,Paint Valley Local,Ross,168,40.9,3,81.2,75.8,80.3
029041,Fairborn Intermediate School,043968,Fairborn City,Greene,1048,23.1,3,85.3,83.8,83.6
029066,Pandora-Gilboa Elementary School,049395,Pandora-Gilboa Local,Putnam,176,8.5,4,97.9,96.6,101.2
029074,Pandora-Gilboa High School,049395,Pandora-Gilboa Local,Putnam,166,11.5,4,96.8,93.2,92.7
029090,Park Elementary School,047183,Chardon Local,Geauga,227,11.5,5,108.3,101.1,NC
