irn,district,distribution,counties,amount
044610,ORRVILLE CITY SCHOOL DISTRICT,2015-08,1,40635.23
044628,PAINESVILLE CITY LOCAL SCHOOLS,2015-08,1,77196.81
044636,PARMA CITY SCHOOL DISTRICT,2015-08,1,272347.58
044644,PIQUA CITY SCHOOL DISTRICT,2015-08,2,90504.45
044651,PORT CLINTON CITY SCHOOLS,2015-08,2,45594.13
044669,PORTSMOUTH CITY SCHOOL,2015-08,1,47706.7
044677,PRINCETON CITY SCHOOL DISTRICT,2015-08,3,140270.63
044685,RAVENNA CITY SCHOOL DISTRICT,2015-08,1,65725.46
044693,READING BOARD OF EDUCATION,2015-08,1,42407.44
044701,ROCKY RIVER CITY SCHOOL,2015-08,1,69114.79
044719,ST BERNARD ELMWOOD PLACE CITY,2015-08,1,25706.83
044727,ST MARYS CITY BOARD OF,2015-08,2,52147.57
044735,SALEM CITY SCHOOL DISTRICT,2015-08,2,52983.42
044743,SANDUSKY BOARD OF EDUCATION,2015-08,1,80305.56
044750,SHAKER HEIGHTS BOARD OF,2015-08,1,134899.96
044768,SHEFFIELD SHEFFLD LAKE CITY,2015-08,1,42993.73
044776,SHELBY CITY BOARD OF EDU,2015-08,2,49592.2
044784,SIDNEY CITY SCHOOL DISTRICT,2015-08,2,88100.2
044792,SOUTH EUCLID LYNDHURST CITY,2015-08,1,91223.95
044800,SOUTH-WESTERN CITY SCHOOLS,2015-08,2,524384.72
044818,SPRINGFIELD CITY SCHOOLS,2015-08,1,190557.13
044826,STEUBENVILLE CITY SCHOOL,2015-08,1,56496.65
044834,STOW-MUNROE FALLS CITY,2015-08,2,131247.48
044842,STRONGSVILLE CITY SCHOOLS,2015-08,3,141281.76
044859,STRUTHERS CITY SCHOOL DISTRICT,2015-08,1,48946.65
044867,SYCAMORE COMMUNITY SCHOOL DIST,2015-08,3,131460.85
044875,SYLVANIA CITY SCHOOL DISTRICT,2015-08,1,187606.67
044883,TALLMADGE CITY SCHOOL DISTRICT,2015-08,2,60675.62
044891,TIFFIN CITY SCHOOLS,2015-08,1,69390.08
044909,TOLEDO PUBLIC SCHOOLS,2015-08,2,534875.33
044917,TORONTO CITY SCHOOL DISTRICT,2015-08,1,21937.26
044925,TROY CITY SCHOOLS,2015-08,1,116884.89
044933,UPPER ARLINGTON CITY SCHOOLS,2015-08,1,148137.49
044941,URBANA CITY SCHOOLS,2015-08,2,51912.9
044958,VANDALIA-BUTLER CITY SCHOOLS,2015-08,2,76556.44
044966,VAN WERT CITY SCHOOLS,2015-08,2,50050.3
044974,WADSWORTH CITY SCHOOLS,2015-08,3,118428.24
044982,WAPAKONETA CITY SCHOOL,2015-08,3,79129.93
044990,WARREN CITY SCHOOL DISTRICT,2015-08,1,123640.05
045005,WARRENSVILLE HEIGHTS CITY,2015-08,1,36348.33
045013,WASHINGTON COURTHOUSE CITY,2015-08,1,56434.81
045021,WELLSTON CITY SCHOOLS,2015-08,2,37784.71
045039,WELLSVILLE LOCAL SCHOOL,2015-08,2,20182.51
045047,WESTERVILLE CITY SCHOOL,2015-08,2,369346.6
045054,WEST CARROLLTON CITY SCHOOL,2015-08,1,96597.56
045062,WESTLAKE CITY SCHOOL DISTRICT,2015-08,2,94767.97
045070,WHITEHALL CITY SCHOOL DISTRICT,2015-08,1,82065.95
045088,WICKLIFFE CITY SCHOOL DISTRICT,2015-08,2,36327.91
045096,WILLARD CITY SCHOOL DISTRICT,2015-08,4,39763.61
045104,WILLOUGHBY-EASTLAKE CITY,2015-08,2,205126.54
045112,WILMINGTON CITY SCHOOLS,2015-08,2,76323.5
045120,WOOSTER CITY SCHOOL DISTRICT,2015-08,1,95173.29
045138,WORTHINGTON BOARD OF EDUCATION,2015-08,2,241026.32
045146,WYOMING CITY SCHOOLS,2015-08,1,48285.45
045153,XENIA COMMUNITY SCHOOLS,2015-08,3,110039.4
045161,YOUNGSTOWN CITY SCHOOLS,2015-08,2,131452.24
045179,ZANESVILLE CITY SCHOOLS,2015-08,1,86888.1
045187,ADA EXEMPTED VILLAGE SCHOOLS,2015-08,3,22173.47
045195,AMHERST EXEMPTED VILLAGE,2015-08,1,96114.76
045203,BARNESVILLE EXEMPTED VILLAGE,2015-08,4,33793.85
045211,BLUFFTON EXEMPTED VILLAGE,2015-08,4,29499.42
045229,BRADFORD EXEMPTED VILLAGE,2015-08,3,14532.25
045237,BRIDGEPORT EXEMPTED VILLAGE,2015-08,1,19316.32
045245,HARRISON HILLS CITY SCHOOL,2015-08,6,42562.16
045252,CALDWELL EXEMPTED VILLAGE,2015-08,2,22127.46
045260,CAREY EXEMPT VILLAGE SCHOOL,2015-08,3,21287.28
045278,CARROLLTON EXEMPTED VILLAGE,2015-08,5,57703.79
045286,CHAGRIN FALLS EXEMPTED VILLAGE,2015-08,2,49037.6
045294,CHESAPEAKE UNION EXEMPTED,2015-08,1,35252.34
045302,CLYDE GREEN SPRINGS EXEMPTED,2015-08,2,55717.92
045310,COLDWATER EXEMPTED VILLAGE,2015-08,1,34658.97
045328,COLUMBIANA EXEMPTED VILLAGE,2015-08,2,26657.99
045336,COVINGTON EXEMPTED VILLAGE,2015-08,2,22169.61
045344,CRESTLINE EXEMPTED VILLAGE,2015-08,2,17300.67
045351,CROOKSVILLE EXEMPTED VILLAGE,2015-08,2,26594.23
045369,FAIRPORT HARBOR EXEMPTED,2015-08,1,15906.08
045377,GEORGETOWN EXEMPTED VILLAGE,2015-08,1,25686.23
045385,GIBSONBURG EXEMPTED VILLAGE,2015-08,2,24893.44
045393,GRANVILLE EXEMPTED VILLAGE,2015-08,1,61969.36
045401,GREENFIELD EXEMPTED VILLAGE,2015-08,3,50710.68
045419,HICKSVILLE EXEMPTED VILLAGE,2015-08,2,23821.36
045427,HUBBARD SCHOOL DISTRICT,2015-08,2,51276.46
045435,INDIAN HILL EXEMPTED VILLAGE,2015-08,1,48235
045443,LEETONIA EXEMPTED VILLAGE,2015-08,2,18378.83
045450,LISBON EXEMPTED VILLAGE,2015-08,1,23087.44
045468,LOUDONVILLE PERRYSVILLE,2015-08,4,31293.32
045476,MARYSVILLE EXEMPTED VILLAGE,2015-08,3,130723.53
045484,MECHANICSBURG EXEMPTED VILLAGE,2015-08,3,22623.57
045492,MENTOR EXEMPTED VILLAGE,2015-08,2,194607.06
045500,MILFORD EXEMPTED VILLAGE,2015-08,2,167951.17
045518,MILTON-UNION EXEMPTED VILLAGE,2015-08,3,37745.47
045526,MONTPELIER EXEMPTED VILLAGE,2015-08,1,24904.08
045534,MOUNT GILEAD EXEMPTED,2015-08,2,32157.85
045542,NEWCOMERSTOWN EXEMPTED VILLAGE,2015-08,3,26178.48
045559,NEW RICHMOND EXEMPTED,2015-08,1,61485.87
045567,NEWTON FALLS EXEMPTED VILLAGE,2015-08,3,30115.97
045575,PAULDING EXEMPTED VILLAGE SCH,2015-08,3,36220.24
045583,PERRYSBURG EXEMPTED VILLAGE,2015-08,2,124264.27
045591,RITTMAN EXEMPTED VILLAGE,2015-08,2,28109.03
045609,ROSSFORD EXEMPTED VILLAGE,2015-08,1,42268.16
045617,TIPP CITY EXEMPTED VILLAGE,2015-08,2,64329.21
045625,UPPER SANDUSKY E V SCHOOLS,2015-08,4,41887.52
045633,VERSAILLES EXEMPTED VILLAGE,2015-08,2,35068.2
045641,WAUSEON EXEMPTED VILLAGE,2015-08,2,46447.06
045658,WELLINGTON EXEMPTED VILLAGE,2015-08,2,31182.57
045666,WINDHAM EXEMPTED VILLAGE,2015-08,2,14829.25
045674,YELLOW SPRINGS EXEMPTED,2015-08,2,18154.46
045757,ALLEN EAST LOCAL SCHOOL,2015-08,2,27954.85
045765,BATH LOCAL SCHOOL DISTRICT,2015-08,1,46145.55
045773,ELIDA BOARD OF EDUCATION,2015-08,2,64942.91
045781,PERRY LOCAL SCHOOL DISTRICT,2015-08,2,21378.28
045799,SHAWNEE LOCAL SCHOOL DISTRICT,2015-08,2,65779.98
045807,SPENCERVILLE LOCAL SCHOOL,2015-08,4,24922.64
045823,HILLSDALE SCHOOLS,2015-08,3,22359.57
045831,MAPLETON LOCAL SCHOOL DISTRICT,2015-08,3,24411.06
045856,BUCKEYE LOCAL SCHOOL DISTRICT,2015-08,1,45788.26
045864,GRAND VALLEY LOCAL SCHOOL,2015-08,3,32950.6
045872,JEFFERSON AREA LOCAL SCHOOL,2015-08,1,45181.8
045880,PYMATUNING VALLEY LOCAL,2015-08,2,32951.14
045906,ALEXANDER LOCAL SCHOOL,2015-08,3,40575.8
045914,FEDERAL HOCKING LOCAL SCHOOL,2015-08,4,26563.55
045922,TRIMBLE LOCAL SCHOOL DISTRICT,2015-08,3,22097.02
045948,MINSTER LOCAL SCHOOL DISTRICT,2015-08,3,21818.2
045955,NEW BREMEN LOCAL SCHOOL,2015-08,3,20663.55
045963,NEW KNOXVILLE LOCAL SCHOOL,2015-08,2,10506.87
045971,WAYNESFIELD-GOSHEN LOCAL,2015-08,4,13883.05
045997,ST CLAIRSVILLE RICHLAND CITY,2015-08,3,43917.92
046003,SHADYSIDE LOCAL BOARD OF EDU,2015-08,1,20400.66
046011,UNION LOCAL SCHOOL DISTRICT,2015-08,2,38623.29
046037,EASTERN LOCAL SCHOOL DISTRICT,2015-08,3,34160.09
046045,FAYETTEVILLE-PERRY LOCAL,2015-08,4,22632.73
046060,WESTERN BROWN LOCAL SCHOOL,2015-08,3,81227.45
046078,RIPLEY UNION LEWIS HUNTINGTON,2015-08,3,24591.8
046094,EDGEWOOD CITY SCHOOL DISTRICT,2015-08,2,92650.91
046102,FAIRFIELD CITY SCHOOL DISTRICT,2015-08,2,250005.91
046110,LAKOTA LOCAL SCHOOL DISTRICT,2015-08,3,415355.81
046128,MADISON LOCAL SCHOOL DISTRICT,2015-08,2,39371.51
046136,NEW MIAMI LOCAL SCHOOL,2015-08,1,17035.68
046144,ROSS LOCAL SCHOOL DISTRICT,2015-08,2,70136.48
046151,TALAWANDA CITY SCHOOL DISTRICT,2015-08,2,76628.38
046177,BROWN LOCAL SCHOOL DISTRICT,2015-08,2,17339.89
046193,GRAHAM LOCAL SCHOOL DISTRICT,2015-08,5,51506.66
046201,TRIAD LOCAL SCHOOLS,2015-08,3,23230.98
046219,WEST LIBERTY SALEM LOCAL,2015-08,2,30485.4
046235,GREENON LOCAL SCHOOLS,2015-08,2,42332.76
046243,TECUMSEH LOCAL SCHOOL DISTRICT,2015-08,4,79503.74
046250,NORTHEASTERN LOCAL SCHOOL,2015-08,3,89060.89
046268,NORTHWESTERN LOCAL SCHOOL,2015-08,3,44051.07
046276,SOUTHEASTERN LOCAL SCHOOL,2015-08,3,18630.45
046284,CLARK-SHAWNEE LOCAL SCHOOL,2015-08,1,53161.13
046300,BATAVIA LOCAL SCHOOL DISTRICT,2015-08,1,55967.91
046318,BETHEL-TATE LOCAL SCHOOLS,2015-08,2,42783.45
046326,CLERMONT NORTHEASTERN SCHOOL,2015-08,2,39134.35
046334,FELICITY-FRANKLIN LOCAL,2015-08,2,24169.92
046342,GOSHEN LOCAL SCHOOLS,2015-08,2,68228.62
046359,WEST CLERMONT LOCAL SCH DIST.,2015-08,2,205822.03
046367,WILLIAMSBURG LOCAL SCHOOL,2015-08,2,25250.58
046383,BLANCHESTER LOCAL SCHOOL,2015-08,5,43828.47
046391,CLINTON-MASSIE LOCAL SCHOOL,2015-08,3,47201.04
046409,EAST CLINTON LOCAL SCHOOL,2015-08,4,35898.73
046425,BEAVER LOCAL SCHOOL DISTRICT,2015-08,1,47564.17
046433,CRESTVIEW LOCAL SCHOOL,2015-08,2,32776.04
046441,SOUTHERN LOCAL SCHOOL DISTRICT,2015-08,3,22455.47
046458,UNITED LOCAL SCHOOL DISTRICT,2015-08,2,31577.72
046474,RIDGEWOOD LOCAL BOARD OF,2015-08,4,33861.06
046482,RIVER VIEW LOCAL SCHOOL,2015-08,5,52139.63
046508,BUCKEYE CENTRAL LOCAL SCHOOL,2015-08,4,18525.32
046516,COLONEL CRAWFORD LOCAL SCHOOLS,2015-08,3,23373.6
046524,WYNFORD LOCAL SCHOOL DISTRICT,2015-08,4,28768.53
046557,CUYAHOGA HEIGHTS LOCAL SCHOOL,2015-08,2,20583.1
046565,INDEPENDENCE LOCAL SCHOOLS,2015-08,1,23181.2
046573,OLMSTED FALLS BOARD OF,2015-08,2,92674.28
046581,ORANGE CITY SCHOOL DISTRICT,2015-08,2,52972.17
046599,RICHMOND HEIGHTS LOCAL SCHOOL,2015-08,1,19120.08
046607,SOLON BOARD OF EDUCATION,2015-08,1,118504.12
046623,ANSONIA LOCAL SCHOOL DISTRICT,2015-08,1,18343.85
046631,ARCANUM BUTLER LOCAL SCHOOL,2015-08,1,26769.37
046649,FRANKLIN MONROE LOCAL SCHOOL,2015-08,2,17762.89
046672,MISSISSINAWA VALLEY LOCAL,2015-08,1,16851.04
046680,TRI-VILLAGE LOCAL SCHOOL DIST,2015-08,2,19941.37
046706,AYERSVILLE LOCAL SCH DIST.,2015-08,4,19960.76
046714,CENTRAL LOCAL SCHOOL DISTRICT,2015-08,3,28096.14
046722,NORTHEASTERN LOCAL SCHOOL,2015-08,3,29937.47
046748,BIG WALNUT LOCAL SCHOOLS,2015-08,4,82786.99
046755,BUCKEYE VALLEY LOCAL SCHOOL,2015-08,4,56066.57
046763,OLENTANGY LOCAL SCHOOLS,2015-08,2,481085.75
046789,EDISON LOCAL SCHOOLS,2015-08,2,37108.1
046797,KELLEYS ISLAND SCHOOL,2015-08,1,25.31
046805,MARGARETTA LOCAL SCHOOL DIST,2015-08,2,29476.7
046813,PERKINS LOCAL SCHOOL DISTRICT,2015-08,1,57324.96
046821,VERMILION LOCAL SCH DIST.,2015-08,2,49618.71
046847,AMANDA-CLEARCREEK LOCAL SCHOOL,2015-08,3,40671.24
046854,BERNE UNION LOCAL SCHOOLS,2015-08,2,21700.9
046862,BLOOM CARROLL LOCAL SCHOOL,2015-08,2,49859.56
046870,FAIRFIELD UNION LOCAL SCHOOL,2015-08,3,50577.95
046888,LIBERTY UNION THURSTON LOCAL,2015-08,1,34002.14
046896,PICKERINGTON LOCAL SCHOOL DIST,2015-08,3,258415.11
046904,WALNUT TOWNSHIP LOCAL SCHOOL,2015-08,3,14904.39
046920,MIAMI TRACE LOCAL SCH DIST.,2015-08,7,55377.89
046946,CANAL WINCHESTER LOCAL SCHOOL,2015-08,3,94925.44
046953,HAMILTON LOCAL SCHOOLS,2015-08,2,78029.55
046961,GAHANNA-JEFFERSON CITY SCHOOL,2015-08,1,185096.18
046979,GROVEPORT MADISON LOCAL,2015-08,2,144000.2
046995,NEW ALBANY PLAIN LOCAL SCHOOL,2015-08,3,122961.02
047001,REYNOLDSBURG CITY SCHOOLS,2015-08,3,172370.51
047019,HILLIARD CITY SCHOOL DISTRICT,2015-08,2,399002.58
047027,DUBLIN CITY SCHOOLS,2015-08,3,377990.14
047043,ARCHBOLD AREA LOCAL SCHOOLS,2015-08,4,32313.67
047050,EVERGREEN LOCAL SCHOOL,2015-08,2,30114.65
047068,FAYETTE LOCAL SCHOOL DISTRICT,2015-08,2,10676.1
047076,PETTISVILLE LOCAL SCHOOL,2015-08,2,12549.24
047084,PIKE DELTA YORK LOCAL SCHOOLS,2015-08,3,33139.26
047092,SWANTON LOCAL SCHOOL DISTRICT,2015-08,3,32462.1
047167,BERKSHIRE BOARD OF EDUCATION,2015-08,2,23218.86
047175,CARDINAL LOCAL SCHOOL DISTRICT,2015-08,4,29991.62
047183,CHARDON BOARD OF EDUCATION,2015-08,2,74773.44
047191,KENSTON LOCAL SCHOOL DISTRICT,2015-08,3,74571.92
047209,LEDGEMONT LOCAL SCHOOL,2015-08,3,9605.15
047217,NEWBURY BOARD OF EDUCATION,2015-08,1,11678.8
047225,WEST GEAUGA LOCAL SCHOOL,2015-08,3,52367.58
047241,BEAVERCREEK CITY SCHOOLS,2015-08,2,193028.89
047258,CEDARCLIFF LOCAL BOARD OF,2015-08,2,15322.54
047266,GREENEVIEW LOCAL SCHOOL,2015-08,4,35290.85
047274,SUGARCREEK LOCAL SCHOOL,2015-08,3,65551.26
047308,ROLLING HILLS LOCAL SCHOOL,2015-08,3,44780.62
047332,FINNEYTOWN LOCAL SCHOOL,2015-08,1,37967.4
047340,FOREST HILLS LOCAL SCHOOL,2015-08,2,185674.66
047365,NORTHWEST LOCAL SCHOOL,2015-08,2,225710.71
047373,OAK HILLS LOCAL SCHOOL DISTICT,2015-08,1,197052.05
047381,SOUTHWEST LOCAL SCHOOL DIST,2015-08,2,95260.22
047399,THREE RIVERS LOCAL SCHOOL DIST,2015-08,1,49824.33
047415,ARCADIA LOCAL SCHOOL DISTRICT,2015-08,3,15232.42
047423,ARLINGTON LOCAL SCHOOL,2015-08,2,14343.81
047431,CORY-RAWSON LOCAL SCHOOLS,2015-08,4,14470.61
047449,LIBERTY-BENTON LOCAL SCHOOL,2015-08,1,34582.43
047456,MCCOMB LOCAL SCHOOL DISTRICT,2015-08,4,17202.42
047464,VAN BUREN LOCAL SCHOOL,2015-08,2,26031.13
047472,VANLUE LOCAL SCHOOL DISTRICT,2015-08,3,6303.89
047498,HARDIN NORTHERN LOCAL SCHOOL,2015-08,2,11225.73
047506,RIDGEMONT LOCAL SCHOOL,2015-08,4,12137.05
047514,RIVERDALE LOCAL SCHOOL,2015-08,3,25390.23
047522,UPPER SCIOTO VALLEY LOCAL,2015-08,4,13527.39
047548,CONOTTON VALLEY LOCAL SCHOOL,2015-08,3,10345.9
047571,HOLGATE LOCAL SCHOOL DISTRICT,2015-08,3,12227.21
047589,LIBERTY CENTER LOCAL SCHOOL,2015-08,3,28121.25
047597,PATRICK HENRY LOCAL SCHOOL,2015-08,3,23792.58
047613,BRIGHT LOCAL SCHOOL DISTRICT,2015-08,3,17291.69
047621,FAIRFIELD LOCAL SCHOOL,2015-08,3,23828.01
047639,LYNCHBURG-CLAY LOCAL SCHOOL,2015-08,3,30277.42
047688,EAST HOLMES LOCAL SCHOOL,2015-08,5,46299.81
047696,WEST HOLMES LOCAL SCHOOL,2015-08,5,60466
047712,MONROEVILLE LOCAL SCHOOL,2015-08,2,16665.03
047720,NEW LONDON LOCAL SCHOOL,2015-08,3,23981.23
047738,SOUTH CENTRAL LOCAL SCHOOL,2015-08,3,20793.26
047746,WESTERN RESERVE BD OF EDUC,2015-08,3,29707.01
047761,OAK HILL UNION LOCAL SCHOOL,2015-08,5,32624.59
047787,BUCKEYE LOCAL SCHOOL DISTRICT,2015-08,3,46520.48
047795,EDISON LOCAL SCHOOLS,2015-08,4,40853.98
047803,INDIAN CREEK SCHOOL DISTRICT,2015-08,2,54033.35
047829,CENTERBURG LOCAL SCHOOL,2015-08,4,28728.75
047837,DANVILLE LOCAL SCHOOL DISTRICT,2015-08,4,16741.14
047845,EAST KNOX LOCAL SCHOOL,2015-08,2,25668.46
047852,FREDERICKTOWN LOCAL SCHOOL,2015-08,3,31914.75
047878,KIRTLAND LOCAL BOARD OF,2015-08,2,29920.23
047886,MADISON LOCAL SCHOOL DISTRICT,2015-08,3,78643.88
047894,RIVERSIDE LOCAL SCH DIST.,2015-08,2,110447.45
047902,PERRY LOCAL SCHOOL DISTRICT,2015-08,1,43618.72
047928,DAWSON BRYANT LOCAL SCHOOL,2015-08,1,30544.45
047936,FAIRLAND LOCAL SCHOOL DISTRICT,2015-08,2,43396.2
047944,ROCK HILL LOCAL SCHOOL,2015-08,2,36983.42
047951,SOUTH POINT LOCAL SCHOOLS,2015-08,1,41815.62
047969,SYMMES VALLEY LOCAL SCHOOLS,2015-08,2,20624.84
047985,JOHNSTOWN MONROE LOCAL SCHOOL,2015-08,2,41034.9
047993,LAKEWOOD LOCAL SCHOOL DISTRICT,2015-08,3,47247.91
048009,LICKING HEIGHTS LOCAL SCHOOLS,2015-08,2,96178.56
048017,LICKING VALLEY LOCAL SCHOOL,2015-08,2,50458.19
048025,NORTH FORK LOCAL SCHOOL,2015-08,2,42308.73
048033,NORTHRIDGE LOCAL SCHOOL,2015-08,3,31517.21
048041,SOUTHWEST LICKING LOCAL SCHOOL,2015-08,2,100934.89
048074,BENJAMIN LOGAN LOCAL SCHOOL,2015-08,4,44052.31
048082,INDIAN LAKE LOCAL SCHOOL,2015-08,4,43220.17
048090,RIVERSIDE LOCAL SCHOOL,2015-08,3,17636.56
048116,AVON LOCAL SCHOOL DISTRICT,2015-08,2,107541.1
048124,AVON LAKE CITY SCHOOLS,2015-08,1,92785.24
048132,CLEARVIEW BOARD OF EDUCATION,2015-08,1,42400.97
048140,COLUMBIA LOCAL SCHOOL DISTRICT,2015-08,3,23105.6
048157,FIRELANDS LOCAL SCHOOL,2015-08,3,44584.54
048165,KEYSTONE LOCAL SCHOOLS,2015-08,2,42616.4
048173,MIDVIEW LOCAL SCHOOL DISTRICT,2015-08,2,76655.83
048207,ANTHONY WAYNE LOCAL SCHOOLS,2015-08,3,109930.51
048215,OTTAWA HILLS LOCAL SCHOOL,2015-08,1,23794.63
048223,SPRINGFIELD LOCAL SCH DIST.,2015-08,1,99909.7
048231,WASHINGTON LOCAL SCHOOL,2015-08,1,173299.61
048256,JEFFERSON LOCAL SCHOOL,2015-08,2,32287.74
048264,JONATHAN ALDER LOCAL SCHOOL,2015-08,3,57335.91
048272,MADISON PLAINS LOCAL SCHOOL,2015-08,6,31554.32
048298,AUSTINTOWN LOCAL SCHOOL,2015-08,2,130970.13
048306,BOARDMAN LOCAL SCHOOL DISTRICT,2015-08,1,110142.61
048314,CANFIELD LOCAL SCHOOL DISTRICT,2015-08,1,69750.24
048322,JACKSON-MILTON LOCAL SCHOOL,2015-08,3,20240.25
048330,LOWELLVILLE LOCAL SCHOOLS,2015-08,1,14830.78
048348,POLAND LOCAL SCHOOL DISTRICT,2015-08,1,53071.93
048355,SEBRING LOCAL SCHOOL DISTICT,2015-08,1,13590.67
048363,SOUTH RANGE LOCAL SCHOOL,2015-08,2,34012.34
048371,SPRINGFIELD LOCAL BOARD OF EDU,2015-08,2,27965.7
048389,WEST BRANCH LOCAL SCHOOL,2015-08,4,54494.49
048397,WESTERN RESERVE LOCAL SCHOOLS,2015-08,2,17614.72
048413,ELGIN LOCAL SCHOOL DISTRICT,2015-08,4,27242.72
048421,PLEASANT LOCAL SCHOOL DISTRICT,2015-08,1,30589.5
048439,RIDGEDALE LOCAL SCHOOLS,2015-08,3,17901.07
048447,RIVER VALLEY LOCAL SCHOOL DIST,2015-08,4,51108.53
048462,BLACK RIVER LOCAL SCHOOL,2015-08,4,30005.53
048470,BUCKEYE LOCAL SCHOOL DISTRICT,2015-08,3,58322.29
048488,CLOVERLEAF LOCAL SCHOOL,2015-08,2,63352.39
048496,HIGHLAND LOCAL SCHOOL DISTRICT,2015-08,3,80409.14
048512,EASTERN LOCAL SCHOOL DISTRICT,2015-08,1,19512.99
048520,MEIGS LOCAL SCHOOL DISTRICT,2015-08,2,45249.05
048538,SOUTHERN LOCAL SCHOOL DISTRICT,2015-08,1,18522.1
048553,MARION LOCAL BOARD OF,2015-08,3,22320.84
048579,PARKWAY SCHOOL BOARD OF EDUC,2015-08,3,26585.73
048587,ST HENRY CONSOLIDATED LOCAL,2015-08,2,25004.19
048595,FORT RECOVERY LOCAL SCHOOL,2015-08,2,24141.54
048611,BETHEL LOCAL SCHOOL DISTRICT,2015-08,3,27687.57
048629,MIAMI EAST LOCAL SCHOOLS,2015-08,4,33216.77
048637,NEWTON LOCAL SCHOOL DISTRICT,2015-08,2,15075.73
048652,SWITZERLAND OF OHIO LOCAL,2015-08,4,58395.15
048678,BROOKVILLE LOCAL SCHOOL,2015-08,2,37339.44
048686,JEFFERSON TOWNSHIP LOCAL,2015-08,1,9112.02
048694,TROTWOOD MADISON CITY SCHOOLS,2015-08,1,63153.15
048702,MAD RIVER LOCAL SCHOOL,2015-08,2,95437.7
048710,NEW LEBANON LOCAL SCHOOLS,2015-08,2,29895.12
048728,NORTHMONT CITY SCHOOLS,2015-08,2,132314.26
048736,NORTHRIDGE LOCAL SCHOOL,2015-08,1,42001.14
048744,VALLEY VIEW LOCAL SCHOOL,2015-08,3,46999.87
048751,HUBER HEIGHTS CITY SCHOOLS,2015-08,4,148393.35
048777,MORGAN LOCAL SCHOOL DISTRICT,2015-08,5,48836.47
048793,CARDINGTON LINCOLN LOCAL,2015-08,2,28022.66
048801,HIGHLAND LOCAL SCHOOL DISTRICT,2015-08,3,45899.54
048819,NORTHMOR LOCAL SCHOOLS,2015-08,5,28383.03
048835,EAST MUSKINGUM SCHOOL DISTRICT,2015-08,3,55995.05
048843,FRANKLIN LOCAL SCHOOL DISTRICT,2015-08,3,53152.53
048850,MAYSVILLE LOCAL SCHOOL DIST,2015-08,2,56171.3
048876,TRI-VALLEY LOCAL SCHOOLS,2015-08,3,81101.39
048884,WEST MUSKINGUM LOCAL SCHOOL,2015-08,3,38533.08
048900,NOBLE LOCAL SCHOOL DISTRICT,2015-08,5,24836.26
048926,BENTON CARROLL SALEM LOCAL,2015-08,3,42000.09
048934,DANBURY LOCAL SCHOOLS,2015-08,1,13157.19
048942,GENOA AREA LOCAL SCHOOL,2015-08,4,36505.79
048975,PUT-IN-BAY LOCAL SCHOOL,2015-08,1,1518.14
048991,ANTWERP LOCAL SCHOOL DISTRICT,2015-08,2,17452
049031,WAYNE TRACE LOCAL SCHOOL,2015-08,3,24709.69
049056,NORTHERN LOCAL SCHOOL DISTRICT,2015-08,4,56878.39
049064,SOUTHERN LOCAL SCHOOL DISTRICT,2015-08,4,17125.59
049080,LOGAN ELM LOCAL SCHOOL DIST,2015-08,4,48627.2
049098,TEAYS VALLEY BOARD OF EDU,2015-08,3,99436.29
049106,WESTFALL LOCAL SCHOOL DISTRICT,2015-08,3,36933.47
049122,EASTERN LOCAL SCHOOL DISTRICT,2015-08,3,22083.56
049130,SCIOTO VALLEY LOCAL SCHOOL,2015-08,2,36772.99
049148,WAVERLY CITY SCHOOLS,2015-08,2,49370.36
049155,WESTERN LOCAL SCHOOL DISTRICT,2015-08,4,20033.61
049171,AURORA BOARD OF EDUCATION,2015-08,4,72193.44
049189,CRESTWOOD LOCAL SCHOOLS,2015-08,2,47882.95
049197,FIELD LOCAL SCHOOL DISTRICT,2015-08,3,51152.59
049205,JAMES A GARFIELD LOCAL SCHOOLS,2015-08,3,38364.51
049213,ROOTSTOWN LOCAL SCHOOL,2015-08,1,31205.04
049221,SOUTHEAST LOCAL SCHOOLS,2015-08,3,43833.13
049239,STREETSBORO CITY SCHOOLS,2015-08,2,56006.43
049247,WATERLOO LOCAL BOARD OF EDU,2015-08,2,29280.89
049270,NATIONAL TRAIL LOCAL SD,2015-08,2,27203.13
049288,PREBLE SHAWNEE LOCAL SCHOOLS,2015-08,3,35190.94
049296,TWIN VALLEY COMMUNITY LOCAL,2015-08,2,22865.54
049312,COLUMBUS GROVE LOCAL SCHOOL,2015-08,2,22874.66
049320,CONTINENTAL LOCAL SCHOOL,2015-08,3,12021.09
049338,JENNINGS LOCAL SCHOOL DISTRICT,2015-08,3,9584.56
049346,KALIDA LOCAL SCHOOL DISTRICT,2015-08,1,15902.93
049353,LEIPSIC LOCAL SCHOOL DISTRICT,2015-08,2,16080.4
049361,MILLER CITY-NEW CLEVELAND,2015-08,1,11667.22
049379,OTTAWA GLANDORF LOCAL SCHOOL,2015-08,1,38653.99
049387,OTTOVILLE LOCAL SCHOOL,2015-08,3,10448.14
049395,PANDORA-GILBOA LOCAL BOARD OF,2015-08,3,14202.02
049411,CLEARFORK VALLEY LOCAL SCHOOL,2015-08,3,44066.86
049429,CRESTVIEW LOCAL SCHOOL,2015-08,3,28941.32
049437,LEXINGTON LOCAL SCH DIST.,2015-08,2,62028.19
049445,LUCAS LOCAL SCHOOL DISTRICT,2015-08,2,15205.79
