irn,district,distribution,counties,amount
000543,PINNACLE ACADEMY,2021-01,3,20592.46
000546,WINTERFIELD VENTURE ACADEMY,2021-01,2,15253.79
000553,COLUMBUS HUMANITIES ARTS &,2021-01,3,18223.17
000556,A+ ARTS ACADEMY,2021-01,1,15878.12
000557,COLUMBUS ARTS &,2021-01,2,15708.63
000558,COLUMBUS PREPARATORY ACADEMY,2021-01,9,23253.05
000559,ORION ACADEMY,2021-01,1,12959.89
000560,APEX ACADEMY,2021-01,2,12033.24
000575,HOPE ACADEMY NORTHWEST CAMPUS,2021-01,1,5197.43
000576,KING ACADEMY COMMUNITY SCHOOL,2021-01,1,2682.33
000577,EMERSON ACADEMY,2021-01,2,20232.86
000598,COSHOCTON OPPORTUNITY SCHOOL,2021-01,2,879.13
000608,SUMMIT ACADEMY TRANSITION HIGH,2021-01,3,1666.04
000609,SUMMIT ACAD. MIDDLE SCH LORAIN,2021-01,1,2344.34
000610,SUMMIT ACAD. MIDDLE SCH COL.,2021-01,1,1130.12
000613,HEIR FORCE COMMUNITY SCHOOL,2021-01,3,6776.38
000614,SUMMIT ACADEMY TRANSITION HIGH,2021-01,1,1553.91
000616,SUMMIT ACAD. SCH FOR ALT.,2021-01,2,2291.33
000621,SUMMIT ACADEMY TRANSITION HIGH,2021-01,5,3310.76
000623,SUMMIT ACADEMY - YOUNGSTOWN,2021-01,3,5330.5
000629,SUMMIT ACADEMY COMMUNITY,2021-01,3,877.33
000634,SUMMIT ACADEMY SECONDARY,2021-01,4,2543.99
000640,RITTMAN ACADEMY,2021-01,2,1075.33
000664,LIFE SKILLS CENTER OF COLUMBUS,2021-01,4,3899.15
000679,OAKSTONE COMMUNITY SCHOOL,2021-01,8,7092.69
000725,ZENITH ACADEMY,2021-01,4,14041.79
000736,PHOENIX VILL. ACAD. PRIMARY 2,2021-01,1,5423.41
000770,MARITIME ACADEMY OF TOLEDO INC,2021-01,3,7612.8
000779,EDUCATIONAL ACADEMY FOR BOYS,2021-01,1,3955.4
000780,MIDNIMO CROSS CULTURAL MIDDLE,2021-01,1,3333.84
000804,HORIZON SCIENCE ACADEMY,2021-01,1,5167.02
000808,HORIZON SCIENCE ADADEMY DAYTON,2021-01,4,4414.13
000813,LIFE SKILLS CENTER OF DAYTON,2021-01,5,3112.79
000825,HORIZON SCIENCE ACADEMY,2021-01,2,10527.66
000838,HORIZON SCIENCE ACADEMY-,2021-01,3,8022.55
000843,BENNETT VENTURE ACADEMY,2021-01,1,17489.5
000855,STAMBAUGH CHARTER ACADEMY,2021-01,2,11712.86
000858,HORIZON SCIENCE ACAD CLEVELAND,2021-01,2,7993.93
000875,WESTSIDE ACADEMY INC,2021-01,1,8673.63
000905,IMAC INC,2021-01,2,935.08
000912,ACADEMIC ACCELERATION ACADEMY,2021-01,1,4237.93
000936,PROMISE ACADEMY,2021-01,2,3954.72
000938,PREMIER ACADEMY OF OHIO,2021-01,7,4972.81
000941,PAR EXCELLENCE ACADEMY,2021-01,2,7325.75
000951,TOLEDO PREP. AND FITNESS ACAD,2021-01,2,6876.94
000952,COLUMBUS PREPARATORY,2021-01,2,12572.57
000953,CINCINNATI PREPARATORY &,2021-01,2,6578.88
007984,YOUNGSTOWN ACAD OF EXCELLENCE,2021-01,3,6863.17
007995,CLEVELAND ARTS  SCI.,2021-01,1,9519.21
007999,CHARLES SCHOOL,2021-01,2,9295.22
008000,MANSFIELD PREPARATORY ACADEMY,2021-01,2,16523.33
008063,LIFE SKILLS CTR OF NORTH AKRON,2021-01,5,2403.52
008064,ACADEMY OF ARTS,2021-01,3,9078.25
008278,NOBLE ACADEMY-CLEVELAND INC,2021-01,4,10875.65
008280,NOBLE ACADEMY-COLUMBUS INC,2021-01,2,9238.69
008281,SOUTH SCIOTO ACADEMY,2021-01,1,6441.66
008282,LIFE SKILLS CTR OF COL. NORTH,2021-01,4,3079.65
008283,DAYTON TECH. DESIGN HIGH SCH,2021-01,2,2122.3
008286,HARVARD AVE COMMUNITY SCHOOL,2021-01,1,11072.79
008287,GROVEPORT COMMUNITY SCHOOL,2021-01,4,20031.45
008289,EAGLE LEARNING CENTER INC,2021-01,3,1245.26
009122,COLUMBUS COLLEGIATE,2021-01,1,6187.38
009148,ZANESVILLE COMM. HIGH SCH,2021-01,4,2927.4
009149,CONSTELLATION SCHOOLS WESTSIDE,2021-01,2,6666.28
009164,CENTRAL ACADEMY OF OHIO,2021-01,1,4556.33
009179,HORIZON SCIENCE ACADEMY INC,2021-01,1,13872.16
009192,FOUNDATION ACADEMY,2021-01,2,13517.62
009283,DAYTON EARLY COLLEGE ACAD.,2021-01,1,10187.19
009953,SULLIVANT AVE COMM. SCHOOL,2021-01,1,8927.91
009955,MADISON AVENUE SCHOOL OF ARTS,2021-01,1,15055.69
009957,KLEPINGER COMMUNITY SCHOOL,2021-01,1,16158.02
009971,ASHLAND CTY COMM. ACADEMY,2021-01,5,2646.62
009990,HORIZON SCI. ACAD. ELEMENTARY,2021-01,2,12318.25
009996,MAHONING COUNTY HIGH SCHOOL,2021-01,1,2722.65
009997,KIPP CENTRAL OHIO,2021-01,6,55658.49
010036,CESAR CHAVEZ COLLEGE PREP.,2021-01,1,8673.63
010182,PERFORMANCE ACADEMY EASTLAND,2021-01,2,8278.15
010205,L HOLLINGWORTH SCH FOR TAL.,2021-01,2,8574.95
011291,VILLAGE PREPARATORY SCHOOL,2021-01,2,20224.89
011324,HARDIN COMMUNITY SCHOOL,2021-01,2,1109
011381,GREATER SUMMIT CTY EARLY LEARN,2021-01,3,3421.55
011390,BELLA ACADEMY OF EXCELLENCE,2021-01,2,6722.94
011439,RENAISSANCE ACADEMY,2021-01,1,2684.02
011468,COLUMBUS BILINGUAL ACAD. - N.,2021-01,1,10820.85
011506,DAYTON REGIONAL STEM SCHOOL,2021-01,9,20624.41
011507,ACHIEVE CAREER PREP. ACAD.,2021-01,1,2943.22
011511,NORTH CENTRAL ACADEMY,2021-01,4,2253.11
011533,HORIZON SCI. ACAD. OF LORAIN,2021-01,2,22426.55
011534,HORIZON SCIENCE ACADEMY DAYTON,2021-01,1,9083.58
011923,NORTHEAST OHIO COLLEGE PREP.,2021-01,3,15761.79
011947,IMAGINE AKRON ACADEMY,2021-01,1,1074.37
011956,RCCS,2021-01,2,1102.02
011967,RICHLAND ACAD. SCH OF EXC.,2021-01,3,9266.91
011972,GRAHAM EXPED. MIDDLE SCHOOL,2021-01,4,9493.23
011976,HORIZON SCIENCE ACADEMY DAYTON,2021-01,4,5291.81
011986,HORIZON SCI. ACAD. YOUNGSTOWN,2021-01,2,9529.18
012009,ZENITH ACADEMY-EAST,2021-01,2,8052.15
012010,CLEVELAND COLLEGE PREP.,2021-01,1,7231.21
012011,COLUMBUS PERFORMANCE ACADEMY,2021-01,2,4803.02
012025,CONSTELLATION SCH STOCKYARD,2021-01,1,1723.06
012029,CITIZENS LEADERSHIP ACADEMY,2021-01,1,4293.53
012030,NEAR WEST SCHOOL,2021-01,2,6863.99
012033,FOXFIRE INTERMEDIATE SCHOOL,2021-01,5,3836.32
012036,THURGOOD MARSHALL HIGH SCHOOL,2021-01,3,7739.68
012037,NEW BEGINNINGS ACADEMY,2021-01,1,4576.97
012038,LANGSTON HUGHES HIGH SCHOOL,2021-01,2,5621.13
012040,ROAD TO SUCCESS ACADEMY,2021-01,1,1666.92
012041,THE ARCH ACADEMY,2021-01,1,1356.14
012042,GEORGE V VOINOVICH RECLAMATION,2021-01,15,735.57
012043,FREDERICK DOUGLASS RECLAMATION,2021-01,1,4604.25
012044,CAPITAL HIGH SCHOOL,2021-01,2,2995.04
012045,PATRIOT PREPARATORY ACADEMY,2021-01,5,20484.27
012054,NORTH CENTRAL ACADEMY FREMONT,2021-01,5,2908.6
012060,AKROS MIDDLE SCHOOL,2021-01,2,3364.51
012105,SOUTHSIDE ACADEMY INC,2021-01,1,4566.12
012391,METRO EARLY COLLEGE HIGH SCH,2021-01,7,26841.31
012501,BEACON HILL COMMUNITY SCHOOL,2021-01,4,1414.45
012528,ACADEMY FOR URBAN SOLUTIONS,2021-01,2,9182.35
012529,FOCUS NORTH HIGH SCHOOL,2021-01,3,4153.2
012541,UNIVERSITY OF CLEVELAND PREP.,2021-01,1,6157.83
012558,GLOBAL VILLAGE ACADEMY INC,2021-01,2,6017.11
012627,STEAM ACADEMY OF YOUNGSTOWN,2021-01,2,3505.61
012644,STEAM ACADEMY OF WARREN,2021-01,4,8033.95
012671,CONSTELLATION SCH EASTSIDE,2021-01,1,3446.12
012684,BROADWAY ACADEMY,2021-01,1,12908.84
012867,TOWNSEND NORTH COMM. SCH,2021-01,24,22433.13
012924,DECA PREP,2021-01,1,26345.21
012951,COLUMBUS COLLEGIATE ACAD. - W.,2021-01,1,7063.22
013034,VILLAGE PREP. SCH:WOODLA,2021-01,1,20366.03
013132,LAKE ERIE COLLEGE PREP.,2021-01,2,8530.68
013147,STEAM ACAD. OF WARRENSVILLE,2021-01,2,6835.91
013148,STEPSTONE ACADEMY,2021-01,1,4745.48
013170,HOPE ACADEMY FOR AUTISM,2021-01,1,5870.72
013173,IMAGINE HILL AVENUE,2021-01,1,3396.02
013175,KIDS UNLIMITED ACADEMY,2021-01,2,7782.5
013195,ACADEMY OF EDU. EXCELLENCE,2021-01,2,2405.6
013199,NEXUS ACADEMY OF CLEVELAND,2021-01,2,3841.64
013232,A+ CHILDRENS ACADEMY,2021-01,2,3079.59
013249,ACADEMY FOR URB. SCH. YOUNGSTO,2021-01,2,6182.4
013253,OHIO COLLEGIATE ACADEMY,2021-01,1,8869.53
013254,AKRON PREPARATORY SCHOOL,2021-01,1,10347.91
013255,CANTON COLL. PREP. SCH,2021-01,2,8346.96
013864,CINCINNATI TECHNOLOGY ACADEMY,2021-01,1,5731.72
013930,GLOBAL IMPACT STEM ACADEMY,2021-01,6,18491.61
013962,LIBERTY PREPARTORY SCHOOL,2021-01,5,1697.94
013994,ALBERT EINSTEIN ACAD.,2021-01,3,10480.3
013999,Rise & Shine Academy,2021-01,2,2801.72
014065,LINCOLN PARK ACADEMY,2021-01,2,10790.32
014066,MAIN ST PREP. ACAD.,2021-01,2,4919.54
014067,OHIO CONSTRUCTION ACADEMY,2021-01,14,2515.59
014090,BERWYN EAST ACADEMY,2021-01,2,10114.68
014091,HOPE LEARNING ACAD. OF TOLEDO,2021-01,2,1584.81
014121,IMAGINE LEADERSHIP ACADEMY,2021-01,2,2855.61
014139,IMAGINE COL. PRIMARY SCHOOL,2021-01,1,6102.62
014147,EAST PREPARATORY ACADEMY,2021-01,2,5847.23
014149,DAYTON SMART ELEMENTARY SCHOOL,2021-01,2,3112.7
014187,EAST ACADEMY,2021-01,2,8022.12
014188,DISCOVERY ACADEMY,2021-01,1,10159.76
014189,WEST PARK ACADEMY,2021-01,2,7824.48
014231,BIO-MED SCI. ACAD. STEM SCH,2021-01,9,28209.14
014467,UNITED PREPARATORY ACADEMY,2021-01,2,8391.13
014830,UTICA SHALE ACAD. OF OHIO,2021-01,3,1895.06
014904,T2 HONORS ACADEMY,2021-01,1,2937.68
014913,LAKESHORE INTERGENERATIONAL,2021-01,2,7146.52
014927,STEEL ACADEMY,2021-01,2,3590.91
014943,VALLEY STEM+ME2 ACADEMY,2021-01,4,5671.33
015234,ZENITH ACADEMY WEST,2021-01,3,5000.98
015237,FLEX HIGH SCHOOL,2021-01,4,8419.4
015261,CITIZENS ACADEMY SOUTHEAST,2021-01,3,16199.71
015329,ISTEM GEAUGA EARLY COLLEGE HS,2021-01,5,5574.23
015344,Tri-State STEM+M Early College,2021-01,2,2121.11
015709,BEACON ACADEMY,2021-01,2,6224.98
015710,BRIDGE GATE COMMUNITY SCHOOL,2021-01,1,6074.37
015712,Euclid Preparatory School,2021-01,2,9745.87
015713,EAST BRANCH PREPATORY ACAD.,2021-01,1,4329.12
015714,URBAN EARLY COLLEGE NETWORK,2021-01,1,2405.31
015722,VILLAGE PREP SCHOOL WILLIARD,2021-01,1,15225.09
015736,iLEAD SPRING MEADOWS,2021-01,3,6565.5
015737,GLOBAL AMBASS. LANG. ACAD.,2021-01,5,7768.06
015741,WESTWOOD PREPARTORY ACAD,2021-01,15,4213.52
016812,SMART Academy,2021-01,2,3700.34
016829,South Columbus Preparatory Aca,2021-01,2,6130.99
016836,Kids Care Elementary,2021-01,1,3729.38
016837,Orchard Park Academy,2021-01,3,4690.52
016843,Citizens Leadership Academy Ea,2021-01,3,16581.17
016849,Liberty High School,2021-01,2,6451.8
016850,Southwest Ohio Preparatory Sch,2021-01,2,3698.82
016858,United Preparatory Academy Eas,2021-01,1,5452.81
017123,Horizon Science Academy Primar,2021-01,3,12939.96
017212,Academy of Junior Scholars,2021-01,1,4771.73
017233,Great River Connections Academ,2021-01,87,41015.29
017259,Montgomery Preparatory Academy,2021-01,1,7159.33
017270,Lorain Bilingual Preparatory,2021-01,1,7230.72
017274,Mount Auburn Preparatory Acade,2021-01,2,8668.18
017275,AchievePoint Career Academy-Ci,2021-01,8,4885.42
017490,ReGeneration Bond Hill,2021-01,2,5788.27
017497,Cypress High School,2021-01,2,2862.27
017498,Northwest Ohio Classical Acade,2021-01,4,9085.66
017535,Huber Heights Preparatory Acad,2021-01,3,3361.56
017536,Kenmore Preparatory Academy,2021-01,1,9452.26
017537,Capital Collegiate Preparatory,2021-01,3,3842.42
017538,North Columbus Preparatory Aca,2021-01,2,4605.39
017585,Marion Preparatory Academy,2021-01,2,6482.04
017599,Urban Male Tech Academy,2021-01,2,2174.12
017643,Ohio Digital Learning School,2021-01,71,14861.97
019152,Buckeye Community School,2021-01,24,11083.81
019156,Quaker Preparatory Academy,2021-01,33,4727.07
019197,Flex High School Cleveland,2021-01,2,480.34
019199,Central Point Preparatory Acad,2021-01,1,4266.18
019200,South Columbus Preparatory Aca,2021-01,3,6243.95
019201,Franklinton Prep High School,2021-01,1,4718.23
019212,Valor Academy  Inc.,2021-01,1,1017.1
019220,North Shore High School,2021-01,1,2598.72
019221,Case Preparatory Academy,2021-01,4,7492.45
019226,Franklinton High School,2021-01,1,3927.15
019227,Dublin Preparatory Academy,2021-01,6,9035.6
019235,Focus Learning Acad Cent Cols,2021-01,1,1412.64
043489,AKRON CITY SCHOOLS,2021-01,1,572160.07
043497,ALLIANCE CITY BOARD OF EDU,2021-01,3,79130.56
043505,ASHLAND CITY BOARD OF,2021-01,2,89534.43
043513,ASHTABULA AREA CITY SCHOOL,2021-01,1,90482.74
043521,ATHENS CITY SCHOOL DISTRICT,2021-01,1,66338.6
043539,BARBERTON BOARD OF EDUCATION,2021-01,1,96891.46
043547,BAY VILLAGE CITY SCHOOL,2021-01,2,67425.39
043554,BEACHWOOD BOARD OF EDUCATION,2021-01,1,43034.18
043562,BEDFORD BOARD OF EDUCATION,2021-01,2,81125.16
043570,BELLAIRE CITY SCHOOL DISTRICT,2021-01,1,32116.53
043588,BELLEFONTAINE CITY SCHOOL,2021-01,1,65317.64
043596,BELLEVUE CITY SCHOOL DISTRICT,2021-01,4,52659.37
043604,BELPRE CITY SCHOOL DISTRICT,2021-01,1,29467.22
043612,BEREA CITY SCHOOL DISTRICT,2021-01,1,153183.03
043620,BEXLEY CITY SCHOOL DISTRICT,2021-01,1,67213.6
043638,BOWLING GREEN SCHOOL DISTRICT,2021-01,2,78222.19
043646,BRECKSVILLE BROADVIEW HEIGHTS,2021-01,2,102310.45
043653,BROOKLYN LOCAL SCHOOL DISTRICT,2021-01,1,33246.62
043661,BRUNSWICK CITY SCHOOL DISTRICT,2021-01,2,189657.08
043679,BRYAN CITY SCHOOLS,2021-01,1,54201.06
043687,BUCYRUS CITY SCHOOL DISTRICT,2021-01,1,31347.53
043695,CAMBRIDGE CITY BOARD OF,2021-01,2,53003.5
043703,CAMPBELL CITY SCHOOLS,2021-01,1,29084.18
043711,CANTON CITY SCHOOL DISTRICT,2021-01,1,219724.18
043729,CELINA CITY BOARD OF EDU,2021-01,2,73953.05
043737,CENTERVILLE CITY SCHOOL,2021-01,2,222816.4
043745,CHILLICOTHE CITY SCHOOL,2021-01,1,77149.58
043752,CINCINNATI PUBLIC SCHOOLS,2021-01,1,942825.18
043760,CIRCLEVILLE CITY SCHOOL,2021-01,2,61410.5
043778,CLAYMONT CITY BOARD OF EDU,2021-01,3,50008.51
043786,CLEVELAND CITY SCHOOL DISTRICT,2021-01,1,966651.82
043794,CLEVELAND HEIGHTS UNIVERSITY,2021-01,1,137520.11
043802,COLUMBUS PUBLIC SCHOOL,2021-01,1,1301624.31
043810,CONNEAUT AREA CITY SCHOOLS,2021-01,1,45085.7
043828,COSHOCTON CITY SCHOOL DISTRICT,2021-01,1,45379.04
043836,CUYAHOGA FALLS CITY SCHOOLS,2021-01,1,116470.49
043844,DAYTON CITY SCHOOL DISTRICT,2021-01,1,320528.62
043851,DEER PARK COMMUNITY CITY,2021-01,1,34616.18
043869,DEFIANCE CITY SCHOOLS,2021-01,2,70242.94
043877,DELAWARE CITY SCHOOLS,2021-01,1,151153.66
043885,DELPHOS CITY SCHOOL DISTRICT,2021-01,3,26597.86
043893,DOVER CITY SCHOOL DISTRICT,2021-01,1,75132.43
043901,EAST CLEVELAND CITY SCHOOL,2021-01,1,45435.17
043919,EAST LIVERPOOL CITY SCHOOLS,2021-01,1,57199.72
043927,EAST PALESTINE CITY SCHOOL,2021-01,2,27433.64
043935,EATON CITY SCHOOLS,2021-01,2,56903.57
043943,ELYRIA CITY SCHOOL DISTRICT,2021-01,1,163143.15
043950,EUCLID BOARD OF EDUCATION,2021-01,2,129770.25
043968,FAIRBORN CITY SCHOOLS,2021-01,3,116370.72
043976,FAIRVIEW PARK CITY SCHOOL DIST,2021-01,1,44488.89
043984,FINDLAY CITY SCHOOLS,2021-01,1,148844.67
043992,FOSTORIA CITY SCHOOLS,2021-01,3,49630.23
044008,FRANKLIN CITY SCHOOLS,2021-01,3,78844.84
044016,FREMONT CITY BOARD OF EDU,2021-01,3,98886.99
044024,GALION CITY SCHOOL DISTRICT,2021-01,3,47169.55
044032,GALLIPOLIS CITY SCHOOLS,2021-01,1,56548.03
044040,GARFIELD HEIGHTS CITY SCHOOL,2021-01,1,97960.3
044057,GENEVA AREA CITY SCHOOL DIST,2021-01,2,61472.81
044065,GIRARD CITY SCHOOL DISTRICT,2021-01,2,47582.92
044073,GRANDVIEW HEIGHTS CITY SCHOOL,2021-01,1,30541.36
044081,WINTONWOODS CITY SCHOOL,2021-01,2,109270.16
044099,GREENVILLE CITY SCHOOL,2021-01,1,68664.69
044107,HAMILTON BOARD OF EDUCATION,2021-01,1,264511.55
044115,HEATH CITY SCHOOL DISTRICT,2021-01,1,50770.53
044123,HILLSBORO CITY BOARD OF EDU,2021-01,1,59868.46
044131,HURON CITY SCHOOL DISTRICT,2021-01,1,35120.91
044149,IRONTON CITY BOARD OF,2021-01,1,38177.78
044156,JACKSON CITY SCHOOL DISTRICT,2021-01,5,68375.92
044164,KENT CITY BOARD OF EDUCATION,2021-01,2,84225.95
044172,KENTON CITY SCHOOLS,2021-01,3,50841.35
044180,KETTERING CITY SCHOOL,2021-01,2,212342.9
044198,LAKEWOOD CITY SCHOOL DISTRICT,2021-01,1,122069.04
044206,LANCASTER CITY SCHOOLS,2021-01,1,171726.42
044214,LEBANON CITY SCHOOL DISTRICT,2021-01,2,151835.13
044222,LIMA CITY BOARD OF EDU,2021-01,1,96482.6
044230,LOCKLAND CITY SCHOOLS,2021-01,1,15613.99
044248,LOGAN HOCKING LOCAL SCHOOLS,2021-01,5,99872.32
044255,LONDON CITY SCHOOL DISTRICT,2021-01,2,59779.55
044263,LORAIN CITY SCHOOLS,2021-01,1,158821.66
044271,LOVELAND CITY SCHOOL DISTRICT,2021-01,3,123646.21
044289,MADEIRA CITY SCHOOLS,2021-01,1,44752.57
044297,MANSFIELD BOARD OF EDUCATION,2021-01,1,89747.95
044305,MAPLE HEIGHTS BOARD OF,2021-01,1,95432.2
044313,MARIEMONT CITY SCHOOL DISTRICT,2021-01,2,45826.06
044321,MARIETTA CITY SCHOOL DISTRICT,2021-01,1,69387.8
044339,MARION CITY SCHOOLS,2021-01,1,118231.13
044347,MARTINS FERRY CITY SCHOOL,2021-01,2,37770.23
044354,MASSILLON CITY SCHOOL DISTRICT,2021-01,1,108567.6
044362,MAUMEE CITY SCHOOL DISTRICT,2021-01,2,64750.78
044370,MAYFIELD CITY SCHOOL DISTRICT,2021-01,3,116849.51
044388,MEDINA CITY SCHOOLS,2021-01,1,179090.24
044396,MIAMISBURG CITY SCHOOLS,2021-01,1,142309.39
044404,MIDDLETOWN CITY SCH DIST.,2021-01,2,174244.09
044412,MOUNT HEALTHY CITY SCH DIST.,2021-01,1,84225.19
044420,MOUNT VERNON CITY SCHOOL,2021-01,2,106408.63
044438,NAPOLEON CITY SCHOOL DISTRICT,2021-01,3,50920.42
044446,NELSONVILLE YORK CITY SCHOOL,2021-01,3,32810.31
044453,NEWARK CITY SCHOOL DISTRICT,2021-01,1,174062.33
044461,NEW BOSTON BOARD OF EDUCATION,2021-01,1,11375.91
044479,NEW LEXINGTON CITY SCHOOLS,2021-01,3,48071
044487,NEW PHILADELPHIA CITY SCHOOLS,2021-01,1,80955.33
044495,NILES CITY SCHOOLS,2021-01,1,59374.66
044503,NORTH CANTON CITY SCHOOLS,2021-01,2,117551.2
044511,NORTH COLLEGE HILL CITY SCH,2021-01,1,40545.55
044529,NORTH OLMSTED CITY SCHOOL,2021-01,1,101547.66
044537,NORTH RIDGEVILLE CITY SCH DIST,2021-01,2,123119.99
044545,NORTH ROYALTON CITY SCHOOL,2021-01,1,110304.21
044552,NORTON CITY SCHOOLS,2021-01,3,63757.6
044560,NORWALK BOARD OF EDUCATION,2021-01,2,74853.27
044578,NORWOOD CITY SCHOOL DISTRICT,2021-01,1,48761.95
044586,OAKWOOD CITY SCHOOLS,2021-01,1,55916.36
044594,OBERLIN CITY SCHOOL DISTRICT,2021-01,1,24121.24
044602,OREGON CITY SCHOOLS,2021-01,3,96447.28
044610,ORRVILLE CITY SCHOOL DISTRICT,2021-01,1,45080.01
044628,PAINESVILLE CITY LOCAL SCHOOLS,2021-01,1,78882.75
044636,PARMA CITY SCHOOL DISTRICT,2021-01,1,260930.87
044644,PIQUA CITY SCHOOL DISTRICT,2021-01,2,95086.48
044651,PORT CLINTON CITY SCHOOLS,2021-01,2,42999.52
044669,PORTSMOUTH CITY SCHOOL,2021-01,1,48453.98
044677,PRINCETON CITY SCHOOL DISTRICT,2021-01,3,167645.93
044685,RAVENNA CITY SCHOOL DISTRICT,2021-01,1,60255.23
044693,READING BOARD OF EDUCATION,2021-01,1,46192.56
044701,ROCKY RIVER CITY SCHOOL,2021-01,1,73244.25
044719,ST BERNARD ELMWOOD PLACE CITY,2021-01,1,23124.52
044727,ST MARYS CITY BOARD OF,2021-01,2,56272.29
044735,SALEM CITY SCHOOL DISTRICT,2021-01,2,54728.48
044743,SANDUSKY BOARD OF EDUCATION,2021-01,1,81419.24
044750,SHAKER HEIGHTS BOARD OF,2021-01,1,130726.72
044768,SHEFFIELD SHEFFLD LAKE CITY,2021-01,1,46124.09
044776,SHELBY CITY BOARD OF EDU,2021-01,2,55490.74
044784,SIDNEY CITY SCHOOL DISTRICT,2021-01,2,91010.21
044792,SOUTH EUCLID LYNDHURST CITY,2021-01,1,90051.17
044800,SOUTH-WESTERN CITY SCHOOLS,2021-01,2,610291.24
044818,SPRINGFIELD CITY SCHOOLS,2021-01,1,196277.68
044826,STEUBENVILLE CITY SCHOOL,2021-01,1,69260.93
044834,STOW-MUNROE FALLS CITY,2021-01,2,145465.54
044842,STRONGSVILLE CITY SCHOOLS,2021-01,3,151742.68
044859,STRUTHERS CITY SCHOOL DISTRICT,2021-01,1,50340.73
044867,SYCAMORE COMMUNITY SCHOOL DIST,2021-01,2,156648.23
044875,SYLVANIA CITY SCHOOL DISTRICT,2021-01,1,213821.91
044883,TALLMADGE CITY SCHOOL DISTRICT,2021-01,2,68553.69
044891,TIFFIN CITY SCHOOLS,2021-01,1,73810.48
044909,TOLEDO PUBLIC SCHOOLS,2021-01,2,609019.61
044917,TORONTO CITY SCHOOL DISTRICT,2021-01,1,23841.14
044925,TROY CITY SCHOOLS,2021-01,1,124923.57
044933,UPPER ARLINGTON CITY SCHOOLS,2021-01,1,174885.33
044941,URBANA CITY SCHOOLS,2021-01,2,52774.08
044958,VANDALIA-BUTLER CITY SCHOOLS,2021-01,2,80790.17
044966,VAN WERT CITY SCHOOLS,2021-01,2,53370.16
044974,WADSWORTH CITY SCHOOLS,2021-01,3,126528.16
044982,WAPAKONETA CITY SCHOOL,2021-01,4,85512.97
044990,WARREN CITY SCHOOL DISTRICT,2021-01,1,123883.43
045005,WARRENSVILLE HEIGHTS CITY,2021-01,1,44785.48
045013,WASHINGTON COURTHOUSE CITY,2021-01,1,60013.76
045021,WELLSTON CITY SCHOOLS,2021-01,2,37599.84
045039,WELLSVILLE LOCAL SCHOOL,2021-01,2,19174.99
045047,WESTERVILLE CITY SCHOOL,2021-01,2,412972.8
045054,WEST CARROLLTON CITY SCHOOL,2021-01,1,93509.92
045062,WESTLAKE CITY SCHOOL DISTRICT,2021-01,1,92056.7
045070,WHITEHALL CITY SCHOOL DISTRICT,2021-01,1,91242.68
045088,WICKLIFFE CITY SCHOOL DISTRICT,2021-01,1,36313.8
045096,WILLARD CITY SCHOOL DISTRICT,2021-01,3,40054.5
045104,WILLOUGHBY-EASTLAKE CITY,2021-01,2,203981.29
045112,WILMINGTON CITY SCHOOLS,2021-01,2,69176.8
045120,WOOSTER CITY SCHOOL DISTRICT,2021-01,1,94461.46
045138,WORTHINGTON BOARD OF EDUCATION,2021-01,2,292247.79
045146,WYOMING CITY SCHOOLS,2021-01,1,54804.25
045153,XENIA COMMUNITY SCHOOLS,2021-01,3,112269.07
045161,YOUNGSTOWN CITY SCHOOLS,2021-01,2,131140.65
045179,ZANESVILLE CITY SCHOOLS,2021-01,1,88299.08
045187,ADA EXEMPTED VILLAGE SCHOOLS,2021-01,3,23699.71
045195,AMHERST EXEMPTED VILLAGE,2021-01,1,101258.34
045203,BARNESVILLE EXEMPTED VILLAGE,2021-01,5,37402.22
045211,BLUFFTON EXEMPTED VILLAGE,2021-01,4,33616.27
045229,BRADFORD EXEMPTED VILLAGE,2021-01,3,14728.67
045237,BRIDGEPORT EXEMPTED VILLAGE,2021-01,1,21213.3
045245,HARRISON HILLS CITY SCHOOL,2021-01,5,44698.51
045252,CALDWELL EXEMPTED VILLAGE,2021-01,2,22167.06
045260,CAREY EXEMPT VILLAGE SCHOOL,2021-01,3,23776.43
045278,CARROLLTON EXEMPTED VILLAGE,2021-01,5,51929.52
045286,CHAGRIN FALLS EXEMPTED VILLAGE,2021-01,2,49168.2
045294,CHESAPEAKE UNION EXEMPTED,2021-01,1,36509.26
045302,CLYDE GREEN SPRINGS EXEMPTED,2021-01,2,58646.56
045310,COLDWATER EXEMPTED VILLAGE,2021-01,1,38811.65
045328,COLUMBIANA EXEMPTED VILLAGE,2021-01,2,29709.5
045336,COVINGTON EXEMPTED VILLAGE,2021-01,2,21940.46
045344,CRESTLINE EXEMPTED VILLAGE,2021-01,2,16281.28
045351,CROOKSVILLE EXEMPTED VILLAGE,2021-01,2,28740.78
045369,FAIRPORT HARBOR EXEMPTED,2021-01,1,17378.55
045377,GEORGETOWN EXEMPTED VILLAGE,2021-01,1,28521.99
045385,GIBSONBURG EXEMPTED VILLAGE,2021-01,2,22683.6
045393,GRANVILLE EXEMPTED VILLAGE,2021-01,1,71361.59
045401,GREENFIELD EXEMPTED VILLAGE,2021-01,3,51358.99
045419,HICKSVILLE EXEMPTED VILLAGE,2021-01,2,25053.4
045427,HUBBARD SCHOOL DISTRICT,2021-01,2,54193.58
