irn,district,county,tax_year,agricultural_value,residential_value,class1_value,mineral_value,industrial_value,commercial_value,railroad_value,class2_value,real_property_value,public_utility_value,total_value,class1_taxes_charged,class2_taxes_charged,real_property_taxes_charged,real_property_taxes_charged_with_jvsd,public_utility_taxes_charged,class1_rate,class2_rate,real_property_millage,public_utility_millage,value_per_pupil,adm
049320,CONTINENTAL LSD,Putnam,2024,44977740,59267640,104245380,0,1080100,2542890,467900,4090890,108336270,13045620,121381890,2085574,81817,2167391,2386633,407675,20.0064,19.9998,20.0061,31.25,217377.3493,558.3925
049338,Jennings Local SD,Putnam,2021,13744630,39635340,53379970,0,70090,1437930,0,1508020,54887990,5757460,60645450,1074992,40487,1115479,1240551,219934,20.1385,26.8478,20.3228,38.1998,,
049338,JENNINGS LSD,Putnam,2022,13804400,40243350,54047750,0,70090,1498280,0,1568370,55616120,7690770,63306890,1086532,41881,1128413,1249413,293787,20.1032,26.7035,20.2893,38.1999,181163.1808,349.4468
049338,JENNINGS LSD,Putnam,2023,22680430,52217650,74898080,0,76840,1709760,0,1786600,76684680,7830120,84514800,1497961,42248,1540209,1694759,299110,20,23.65,20.08,38.2,248157.5568,340.5691
049338,JENNINGS LSD,Putnam,2024,22582370,52501690,75084060,0,76840,1742730,0,1819570,76903630,8178550,85082180,1501681,43028,1544709,1699659,312420,20,23.6473,20.0863,38.1999,255400.2202,333.1328
049346,Kalida Local SD,Putnam,2021,16939610,74937030,91876640,0,5822890,4115230,0,9938120,101814760,11872770,113687530,1838341,202766,2041107,2278484,339561,20.0088,20.4029,20.0473,28.6,,
049346,KALIDA LSD,Putnam,2022,16910620,76622520,93533140,0,6510630,4149630,0,10660260,104193400,12311840,116505240,1870662,216014,2086676,2319554,352118,20,20.2635,20.0269,28.5999,190761.5516,610.7375
049346,KALIDA LSD,Putnam,2023,27993740,101776850,129770590,0,6894690,4707820,0,11602510,141373100,12634620,154007720,2595411,232050,2827461,3117871,361350,20,20,20,28.6,256405.0692,600.6423
049346,KALIDA LSD,Putnam,2024,27740010,102395690,130135700,0,8169390,4677060,0,12846450,142982150,13702680,156684830,2604483,257034,2861517,3155551,391896,20.0136,20.0082,20.0131,28.6,263733.4653,594.103
049353,Leipsic Local SD,Putnam,2021,26789990,44840130,71630120,0,10151910,4924740,422290,15498940,87129060,13577170,100706230,1950273,381879,2332152,2332152,446688,27.227,24.639,26.7666,32.8999,,
049353,LEIPSIC LSD,Putnam,2022,27091280,45316630,72407910,0,10213580,5119320,365710,15698610,88106520,14257570,102364090,1969878,383166,2353044,2353044,469074,27.2053,24.4076,26.7068,32.9,152003.4733,673.4326
049353,LEIPSIC LSD,Putnam,2023,45552720,57962760,103515480,0,11786670,5681170,331780,17799620,121315100,14691530,136006630,2401559,413034,2814593,2814593,468659,23.2,23.2,23.2,31.9,204090.0868,666.4049
049353,LEIPSIC LSD,Putnam,2024,45250890,58148710,103399600,0,12377520,5583510,349550,18310580,121710180,15376190,137086370,2388530,424695,2813225,2813225,488962,23.1,23.194,23.1141,31.7999,208566.9003,657.2777
049361,Miller City-New Cleveland Lo,Putnam,2021,23311510,36462390,59773900,0,565020,418060,149460,1132540,60906440,2730970,63637410,1304696,28919,1333615,1333615,84660,21.8272,25.5346,21.8961,31,,
049361,MILLER CITY-NEW CLEVELAND LSD,Putnam,2022,23491200,37372520,60863720,0,520400,415780,142180,1078360,61942080,2867110,64809190,1327875,28676,1356551,1356551,88880,21.8172,26.5922,21.9003,30.9999,149862.5049,432.4577
049361,MILLER CITY-NEW CLEVELAND LSD,Putnam,2023,38617560,48573110,87190670,0,546520,513190,141920,1201630,88392300,2998740,91391040,1743813,28931,1772744,1772744,92960,20,24.08,20.06,31,206027.8082,443.5859
049361,MILLER CITY-NEW CLEVELAND LSD,Putnam,2024,38139030,49239180,87378210,0,546520,525620,142700,1214840,88593050,3155440,91748490,1747564,29401,1776965,1776965,97818,20,24.2015,20.0576,30.9998,208890.0787,439.219
049379,Ottawa-Glandorf Local SD,Putnam,2021,27225020,181819500,209044520,0,10531720,20602400,257250,31391370,240435890,21022410,261458300,4578074,687471,5265545,5265545,460390,21.9,21.9,21.9,21.9,,
049379,OTTAWA-GLANDORF LSD,Putnam,2022,27600350,183827010,211427360,0,10523100,21201460,214790,31939350,243366710,21540770,264907480,4590087,693403,5283490,5283490,467650,21.71,21.71,21.71,21.71,178575.0253,1483.452
049379,OTTAWA-GLANDORF LSD,Putnam,2023,43552760,242323790,285876550,0,10944790,24885550,186660,36017000,321893550,21926460,343820010,6094888,767882,6862770,6862770,467472,21.32,21.32,21.32,21.32,235185.2615,1461.9114
049379,OTTAWA-GLANDORF LSD,Putnam,2024,43964200,243668950,287633150,0,11051550,26293670,204060,37549280,325182430,22806780,347989210,6126586,799799,6926385,6926385,485784,21.3,21.3,21.3,21.3,241343.6123,1441.8828
049387,Ottoville Local SD,Putnam,2021,19301060,52766350,72067410,0,3876910,3030890,0,6907800,78975210,11091580,90066790,1512802,151990,1664792,1848310,252888,20.9915,22.0027,21.0799,22.8,,
049387,OTTOVILLE LSD,Putnam,2022,19554540,53344650,72899190,0,4055840,3039800,0,7095640,79994830,12575830,92570660,1529292,155856,1685148,1863069,286728,20.9782,21.965,21.0657,22.7999,205587.3216,450.2742
049387,OTTOVILLE LSD,Putnam,2023,32910010,72140340,105050350,0,4338100,3524630,0,7862730,112913080,12392030,125305110,2101006,159341,2260347,2491367,282537,20,20.27,20.02,22.8,272106.8258,460.4997
049387,OTTOVILLE LSD,Putnam,2024,32920760,72870960,105791720,0,4336840,3545070,0,7881910,113673630,12511270,126184900,2116203,159730,2275933,2508232,285256,20.0035,20.2654,20.0216,22.7999,270455.6989,466.564
049395,Pandora-Gilboa Local SD,Putnam,2021,33817590,56909050,90726640,0,1300240,2840170,0,4140410,94867050,6067310,100934360,2031904,109238,2141142,2141142,223579,22.3959,26.3834,22.5699,36.8498,,
049395,PANDORA-GILBOA LSD,Putnam,2022,33952550,57730100,91682650,0,1305710,2853990,0,4159700,95842350,6473110,102315460,2048162,109325,2157487,2157487,238533,22.3397,26.2819,22.5108,36.8498,183842.0192,556.5401
049395,PANDORA-GILBOA LSD,Putnam,2023,56811010,76546910,133357920,0,1421950,3597710,0,5019660,138377580,6876370,145253950,2667157,116262,2783419,2783419,253394,20,23.16,20.11,36.85,261502.4424,555.4592
049395,PANDORA-GILBOA LSD,Putnam,2024,57793610,77986240,135779850,0,2241410,3598010,0,5839420,141619270,7089130,148708400,2715597,135226,2850823,2850823,261233,20,23.1574,20.1302,36.8498,271363.7057,548.004
049411,Clear Fork Valley Local SD,Richland,2021,43974450,164539230,208513680,194780,1382790,10733350,0,12310920,220824600,44671120,265495720,4170273,319454,4489727,4960699,1943193,20,25.9488,20.3316,43.5,,
049411,CLEAR FORK VALLEY LSD,Richland,2022,44669810,167035110,211704920,213390,1382790,10890850,0,12487030,224191950,52671870,276863820,4234098,325204,4559302,5037083,2291225,20,26.0433,20.3366,43.5,178748.7336,1548.8995
049411,CLEAR FORK VALLEY LSD,Richland,2023,72569390,207795080,280364470,203700,1569990,13263240,0,15036930,295401400,51982870,347384270,5607289,332518,5939807,6560152,2261254,20,22.11,20.11,43.5,228399.5856,1520.9497
049411,CLEAR FORK VALLEY LSD,Richland,2024,72679540,210905840,283585380,203700,1569990,12736970,0,14510660,298096040,56256110,354352150,5671706,323684,5995390,6620439,2447140,20,22.3066,20.1123,43.5,238367.7671,1486.5775
049429,Crestview Local SD,Richland,2021,37027200,92090580,129117780,11850,1621390,4058320,95600,5787160,134904940,123340400,258245340,2735450,121609,2857059,3203982,5229632,21.1857,21.0136,21.1783,42.4,,
049429,CRESTVIEW LSD (RICHLAND CO.),Richland,2022,37379500,93231650,130611150,11050,1607370,4076780,94400,5789600,136400750,124521220,260921970,2763496,121301,2884797,3235183,5279699,21.1582,20.9515,21.1494,42.4,258746.5501,1008.4075
049429,CRESTVIEW LSD (RICHLAND CO.),Richland,2023,67231270,115101280,182332550,6100,1574730,5743160,92330,7416320,189748870,124350700,314099570,3646650,148326,3794976,4197875,5272469,20,20,20,42.4,325556.4173,964.8084
049429,CRESTVIEW LSD (RICHLAND CO.),Richland,2024,66531730,116791150,183322880,11170,1443750,5744770,95910,7295600,190618480,136157260,326775740,3666457,145912,3812369,4200320,5773067,20,20,20,42.4,344976.0867,947.2417
049437,Lexington Local SD,Richland,2021,16164610,338755780,354920390,0,8958470,41638330,0,50596800,405517190,22411050,427928240,11684653,1761101,13445754,14515332,934539,32.9219,34.8066,33.1571,41.6999,,
049437,LEXINGTON LSD,Richland,2022,16395890,341569240,357965130,0,6604790,41952030,0,48556820,406521950,23617170,430139120,11707428,1724286,13431714,14502791,980111,32.7055,35.5107,33.0406,41.4999,168299.9226,2555.7892
049437,LEXINGTON LSD,Richland,2023,28134070,451457010,479591080,0,6396120,53876180,0,60272300,539863380,29346600,569209980,14243854,1790087,16033941,17218761,1129843,29.7,29.7,29.7,38.5,215282.9302,2644.0089
049437,LEXINGTON LSD,Richland,2024,27614590,454651450,482266040,0,6396120,52878060,0,59274180,541540220,30993230,572533450,14338057,1778752,16116809,17254452,1193239,29.7306,30.0089,29.7611,38.5,226814.0856,2524.2412
049445,Lucas Local SD,Richland,2021,14341170,54015750,68356920,2380,0,1490650,93130,1586160,69943080,62499510,132442590,2050419,49223,2099642,2278360,2623714,29.9958,31.0328,30.0193,41.9798,,
049445,LUCAS LSD,Richland,2022,14488710,54590290,69079000,2370,0,1533090,97900,1633360,70712360,71322270,142034630,2065409,50525,2115934,2296407,2986688,29.8992,30.9332,29.9231,41.876,319185.0715,444.9915
049445,LUCAS LSD,Richland,2023,24185010,70454440,94639450,2490,0,1786930,106390,1895810,96535260,75441460,171976720,2668411,53458,2721869,2924999,3030792,28.2,28.2,28.2,40.17,403327.095,426.3952
049445,LUCAS LSD,Richland,2024,23171710,71383750,94555460,2490,0,1731420,101060,1834970,96390430,82876060,179266490,2666799,52623,2719422,2913892,3329256,28.2035,28.6779,28.2126,40.1715,441078.979,406.4272
049452,Madison Local SD,Richland,2021,12043480,270644880,282688360,0,27429320,44830830,173380,72433530,355121890,30820560,385942450,7461078,3709024,11170102,11170102,1861561,26.3933,51.2059,31.4543,60.4,,
049452,MADISON LSD (RICHLAND CO.),Richland,2022,12186260,271906970,284093230,0,27949830,46136260,176540,74262630,358355860,33676220,392032080,7501481,3820396,11321877,11321877,2034043,26.405,51.4444,31.5939,60.4,133233.8007,2942.4371
049452,MADISON LSD (RICHLAND CO.),Richland,2023,20706690,362509040,383215730,0,28267480,53791360,182210,82241050,465456780,35507600,500964380,10118351,4411319,14529670,14529670,2410966,26.4,53.64,31.22,67.9,175598.8907,2852.8903
049452,MADISON LSD (RICHLAND CO.),Richland,2024,19578030,364382080,383960110,0,28239490,53181180,180790,81601460,465561570,39727860,505289430,10161849,4421819,14583668,14583668,2697521,26.4659,54.188,31.3249,67.9,180642.7383,2797.1754
049460,Plymouth-Shiloh Local SD,Richland,2021,25295730,48836730,74132460,0,610050,3534180,237150,4381380,78513840,11075560,89589400,1912245,126678,2038923,2241648,327835,25.795,28.9128,25.969,29.5999,,
049460,PLYMOUTH LSD,Richland,2022,25287420,49128120,74415540,0,610050,3598960,250710,4459720,78875260,12449700,91324960,1925679,129230,2054909,2258472,369755,25.8774,28.9772,26.0526,29.6999,138718.6645,658.3466
049460,PLYMOUTH LSD,Richland,2023,43916500,56845370,100761870,0,663630,4125970,269750,5059350,105821220,14616260,120437480,2357826,138099,2495925,2721523,425332,23.4,27.3,23.59,29.1,187192.5045,643.3884
049460,PLYMOUTH LSD,Richland,2024,45778510,60550300,106328810,0,619720,4418610,297160,5335490,111664300,16267540,127931840,2488092,137312,2625404,2853645,473384,23.4,25.7356,23.5116,29.0999,201519.7197,634.8353
049478,Ontario Local SD,Richland,2021,13172900,226902700,240075600,6090,5303130,63500810,175470,68985500,309061100,14705260,323766360,8618714,3103423,11722137,12561850,739674,35.9,44.9866,37.9282,50.3,,
049478,ONTARIO LSD,Richland,2022,13401910,229300330,242702240,5840,5753220,61993190,183680,67935930,310638170,15797590,326435760,8688740,3075058,11763798,12608689,793039,35.8,45.2641,37.8698,50.2,188709.544,1729.8317
049478,ONTARIO LSD,Richland,2023,18564020,304484610,323048630,1800,6151470,78399600,198280,84751150,407799780,16298800,424098580,10434470,3177100,13611570,14545119,761153,32.3,37.49,33.38,46.7,246760.9934,1718.6613
049478,ONTARIO LSD,Richland,2024,18475330,305944130,324419460,1800,6151470,76216930,189400,82559600,406979060,18810800,425789860,10494255,3144084,13638339,14528293,878464,32.3478,38.0826,33.5112,46.7,248205.7659,1715.4713
049494,Adena Local SD,Ross,2021,55282440,87417300,142699740,20,1090060,3767490,700,4858270,147558010,25061340,172619350,2880536,114306,2994842,3324880,847072,20.186,23.5281,20.296,33.7999,,
049494,ADENA LSD,Ross,2022,63048940,113106260,176155200,20,1089470,4174980,790,5265260,181420460,24841890,206262350,3523104,112569,3635673,4004035,839655,20,21.3796,20.04,33.8,170328.9785,1210.9645
049494,ADENA LSD,Ross,2023,64279760,114911100,179190860,20,1297560,4000850,900,5299330,184490190,24693230,209183420,3583817,118729,3702546,4076610,834630,20,22.4,20.07,33.8,174524.0661,1198.5936
049494,ADENA LSD,Ross,2024,64638750,116578900,181217650,20,1301520,4034970,1010,5337520,186555170,26844790,213399960,3628013,119688,3747701,4126013,907353,20.0202,22.4239,20.089,33.8,183138.9241,1165.2354
049502,Huntington Local SD,Ross,2021,23073710,49196510,72270220,0,0,836910,60,836970,73107190,6311370,79418560,1452197,17734,1469931,1632054,179874,20.094,21.1883,20.1065,28.5,,
049502,HUNTINGTON LSD,Ross,2022,27372150,69064050,96436200,0,0,836920,60,836980,97273180,6579320,103852500,1928724,17734,1946458,2141881,187510,20,21.1881,20.0102,28.4999,96593.442,1075.1506
049502,HUNTINGTON LSD,Ross,2023,26829240,69372370,96201610,0,0,836920,70,836990,97038600,6968220,104006820,1925811,17734,1943545,2138426,198594,20.02,21.19,20.03,28.5,98817.6208,1052.5129
049502,HUNTINGTON LSD,Ross,2024,27168050,70981040,98149090,0,0,858930,70,859000,99008090,7196540,106204630,1964189,18200,1982389,2181270,205101,20.0123,21.1874,20.0225,28.4999,101889.8666,1042.3473
049510,Paint Valley Local SD,Ross,2021,35349900,67173860,102523760,0,0,3757090,0,3757090,106280850,6214380,112495230,2057016,75884,2132900,2370832,186431,20.0638,20.1975,20.0685,29.9999,,
049510,PAINT VALLEY LSD,Ross,2022,40184150,82978620,123162770,0,0,3851040,0,3851040,127013810,6430970,133444780,2463255,77020,2540275,2798341,192929,20,19.9998,20,30,157750.8193,845.9213
049510,PAINT VALLEY LSD,Ross,2023,39652340,83684640,123336980,0,0,3674170,0,3674170,127011150,8127350,135138500,2466739,74001,2540740,2798287,243820,20,20.14,20,30,165398.4226,817.0483
049510,PAINT VALLEY LSD,Ross,2024,39771070,84051400,123822470,0,0,3611860,0,3611860,127434330,8687140,136121470,2476449,73015,2549464,2807854,260614,20,20.2153,20.0061,30,171341.7708,794.4442
049528,Southeastern Local SD,Ross,2021,31180840,63718130,94898970,40,2206570,3582440,679150,6468200,101367170,12942990,114310160,1905409,157196,2062605,2292094,366286,20.0783,24.3029,20.3479,28.3,,
049528,SOUTHEASTERN LSD (ROSS CO),Ross,2022,35561240,78298190,113859430,40,2206570,3572170,747210,6525990,120385420,24387890,144773310,2277188,158867,2436055,2683669,690177,20,24.3437,20.2355,28.3,149668.3565,967.294
049528,SOUTHEASTERN LSD (ROSS CO),Ross,2023,35094920,78749850,113844770,40,2206570,3744250,834970,6785830,120630600,24451470,145082070,2277476,165253,2442729,2690499,691976,20.01,24.35,20.25,28.3,156121.6117,929.2888
049528,SOUTHEASTERN LSD (ROSS CO),Ross,2024,35409670,80085040,115494710,40,2206570,4140760,905960,7253330,122748040,33504580,156252620,2309894,172679,2482573,2735086,948179,20,23.8069,20.2249,28.3,173865.2678,898.6994
049536,Union Scioto Local SD,Ross,2021,21314720,179758700,201073420,0,414690,25336860,17580,25769130,226842550,36354200,263196750,4026877,518619,4545496,5069004,1156063,20.0269,20.1256,20.0381,31.8,,
049536,UNION-SCIOTO LSD,Ross,2022,24934780,223640220,248575000,0,414690,27953740,19750,28388180,276963180,36568130,313531310,4971500,567763,5539263,6122957,1118619,20,20,20,30.59,165169.5397,1898.2393
049536,UNION-SCIOTO LSD,Ross,2023,23976770,227346440,251323210,0,414690,26450120,22410,26887220,278210430,35642720,313853150,5026464,552747,5579211,6161424,1090310,20,20.56,20.05,30.59,165188.4395,1899.9704
049536,UNION-SCIOTO LSD,Ross,2024,22949460,228104570,251054030,0,414690,26405450,25120,26845260,277899290,38928200,316827490,5022812,553707,5576519,6158222,1190813,20.0069,20.6259,20.0667,30.59,165602.4886,1913.1807
049544,Zane Trace Local SD,Ross,2021,41031490,141810400,182841890,0,14800060,28707680,544020,44051760,226893650,36226780,263120430,3865734,1089342,4955076,5494842,1061444,21.1425,24.7287,21.8388,29.3,,
049544,ZANE TRACE LSD,Ross,2022,49043620,177729710,226773330,0,15076330,32905400,601340,48583070,275356400,38758730,314115130,4739562,1163311,5902873,6504531,1127879,20.9,23.9448,21.4372,29.1,228388.3881,1375.3551
049544,ZANE TRACE LSD,Ross,2023,48651690,179041960,227693650,0,16102360,33351730,675630,50129720,277823370,38039880,315863250,4758797,1205238,5964035,6567766,1106960,20.9,24.04,21.47,29.1,231832.7358,1362.4618
049544,ZANE TRACE LSD,Ross,2024,47896480,181292250,229188730,0,18929460,20625810,731040,40286310,269475040,43000250,312475290,4791075,973768,5764843,6342604,1251307,20.9045,24.1712,21.3929,29.1,239513.8965,1304.6228
049569,Lakota Local SD,Sandusky,2021,60668530,94141220,154809750,7500,7714880,6001370,2508150,16231900,171041650,21597330,192638980,3415318,386232,3801550,4075217,786141,22.0614,23.7946,22.2259,36.3999,,
049569,LAKOTA LSD (SANDUSKY CO.),Sandusky,2022,60822380,94874120,155696500,7860,7737810,6069530,2638250,16453450,172149950,25906310,198056260,3436469,390943,3827412,4102854,942988,22.0716,23.7605,22.233,36.3999,193872.6617,1021.5791
049569,LAKOTA LSD (SANDUSKY CO.),Sandusky,2023,80613260,112698780,193312040,8200,8609990,7330600,2876930,18825720,212137760,25462630,237600390,3866239,406145,4272384,4611804,926839,20,21.57,20.14,36.4,240508.0676,987.9103
049569,LAKOTA LSD (SANDUSKY CO.),Sandusky,2024,98669690,126451690,225121380,8690,10102890,7389220,2785590,20286390,245407770,25753990,271161760,4502426,429385,4931811,5324463,937444,20,21.1662,20.0964,36.4,269502.4566,1006.1569
049577,Woodmore Local SD,Sandusky,2021,34565240,124718960,159284200,70,7103740,7283700,154140,14541650,173825850,57769900,231595750,4332529,487303,4819832,5169351,2536097,27.2,33.5108,27.7279,43.9,,
049577,WOODMORE LSD,Sandusky,2022,34636480,125996090,160632570,160,7204730,7457640,153920,14816450,175449020,56333110,231782130,4337078,489705,4826783,5179501,2461756,27,33.0514,27.511,43.7,243064.1705,953.5841
049577,WOODMORE LSD,Sandusky,2023,34664490,127966240,162630730,270,7200780,7522460,171250,14894760,177525490,55067790,232593280,4374765,490508,4865273,5220668,2400955,26.9,32.93,27.41,43.6,238672.6877,974.5283
049577,WOODMORE LSD,Sandusky,2024,56441000,165817560,222258560,380,7951760,8695490,193020,16840650,239099210,38163260,277262470,5623140,487189,6110329,6588528,1602856,25.3,28.9293,25.5556,42,293776.8949,943.7858
049593,Bloom-Vernon Local SD,Scioto,2021,20582580,40796790,61379370,6760,33480,1752380,0,1792620,63171990,29707880,92879870,1230453,36390,1266843,1393600,603069,20.0467,20.2999,20.0539,20.3,,
049593,BLOOM/VERNON LSD,Scioto,2022,23217850,47037480,70255330,6760,37690,1972650,0,2017100,72272430,30791050,103063480,1405106,40342,1445448,1589993,625058,20,20,20,20.3,131750.8874,782.2602
049593,BLOOM/VERNON LSD,Scioto,2023,22978860,47283070,70261930,6760,37690,2001990,0,2046440,72308370,31813240,104121610,1406587,40928,1447515,1592251,645808,20.02,20,20.02,20.3,131199.125,793.6151
049593,BLOOM/VERNON LSD,Scioto,2024,23274210,47474070,70748280,6760,37690,1855370,0,1899820,72648100,32521770,105169870,1415446,37996,1453442,1598847,660191,20.0068,19.9998,20.0066,20.3,136563.443,770.1173
049601,Clay Local SD,Scioto,2021,5389810,40722520,46112330,0,0,13997250,61620,14058870,60171200,8997830,69169030,922749,281177,1203926,1325339,226925,20.0109,20,20.0083,25.22,,
049601,CLAY LSD,Scioto,2022,6055730,46947760,53003490,0,0,17317700,64780,17382480,70385970,14481440,84867410,1060069,347649,1407718,1548490,365221,20,20,20,25.2199,175592.0246,483.3216
049601,CLAY LSD,Scioto,2023,6126720,46812870,52939590,0,0,17139400,70390,17209790,70149380,14605940,84755320,1060591,344211,1404802,1545616,368361,20.03,20,20.03,25.22,173538.5368,488.3948
049601,CLAY LSD,Scioto,2024,6123560,46849960,52973520,0,0,17310810,66870,17377680,70351200,14102240,84453440,1061229,347569,1408798,1550073,355658,20.0332,20.0009,20.0252,25.22,175787.1848,480.43
049619,Green Local SD,Scioto,2021,13553760,47744880,61298640,1320,4763800,4845170,704940,10315230,71613870,20977660,92591530,1225972,230997,1456969,1601117,525909,20,22.3938,20.3448,25.07,,
049619,GREEN LSD (SCIOTO CO.),Scioto,2022,15046730,53738340,68785070,1320,5070750,5696490,741080,11509640,80294710,21737900,102032610,1375701,247721,1623422,1784012,544969,20,21.5229,20.2183,25.07,170912.5775,596.9871
049619,GREEN LSD (SCIOTO CO.),Scioto,2023,14838960,54065920,68904880,1320,5070750,5832640,805310,11710020,80614900,22254980,102869880,1378097,254564,1632661,1794263,557932,20,21.74,20.25,25.07,180579.5997,569.665
049619,GREEN LSD (SCIOTO CO.),Scioto,2024,14893030,54646860,69539890,1320,5070750,5952420,764980,11789470,81329360,23625790,104955150,1524314,254205,1778519,1941586,517877,21.92,21.562,21.8681,21.92,181262.6765,579.0224
049627,Minford Local SD,Scioto,2021,28749940,81800870,110550810,400,0,4521560,359490,4881450,115432260,12180990,127613250,2211016,97629,2308645,2540351,300992,20,20,20,24.71,,
049627,MINFORD LSD,Scioto,2022,32948230,93079760,126027990,400,0,5371820,403740,5775960,131803950,13151840,144955790,2520559,115519,2636078,2899686,324981,20,20,20,24.7099,112139.6961,1292.6358
049627,MINFORD LSD,Scioto,2023,33346020,93598200,126944220,400,0,5298260,458180,5756840,132701060,13921290,146622350,2538884,115136,2654020,2919680,343995,20,20,20,24.71,117062.2581,1252.516
049627,MINFORD LSD,Scioto,2024,33171460,93673730,126845190,400,0,6405170,513530,6919100,133764290,14763370,148527660,2537677,138382,2676059,2943879,364802,20.0061,20,20.0058,24.7099,118044.0422,1258.2394
049635,Northwest Local SD,Scioto,2021,38149430,74339340,112488770,0,556000,7063600,237230,7856830,120345600,12448460,132794060,2217153,154858,2372011,2613731,245359,19.71,19.71,19.71,19.71,,
049635,NORTHWEST LSD (SCIOTO CO.),Scioto,2022,43374440,86061400,129435840,0,558030,8639600,249380,9447010,138882850,13475810,152358660,2551180,186200,2737380,3015133,265608,19.71,19.7099,19.71,19.71,105325.8615,1446.5456
049635,NORTHWEST LSD (SCIOTO CO.),Scioto,2023,44183400,86238000,130421400,0,151000,9201500,270990,9623490,140044890,14080030,154124920,2570605,189678,2760283,3040738,277517,19.71,19.71,19.71,19.71,112590.2228,1368.9015
049635,NORTHWEST LSD (SCIOTO CO.),Scioto,2024,43997730,87235460,131233190,0,151000,9183260,257430,9591690,140824880,14032410,154857290,2586606,189052,2775658,3057684,276578,19.71,19.71,19.71,19.7099,117786.6865,1314.7266
049643,Valley Local SD,Scioto,2021,15658770,58679420,74338190,0,266040,6513890,101710,6881640,81219830,17154040,98373870,1489328,137643,1626971,1790198,432453,20.0345,20.0015,20.0317,25.21,,
049643,VALLEY LSD,Scioto,2022,17824230,67356280,85180510,0,255880,7687240,106930,8050050,93230560,18322560,111553120,1703610,161001,1864611,2051072,461911,20,20,20,25.21,142663.7756,781.9302
049643,VALLEY LSD,Scioto,2023,17982450,67386390,85368840,0,255880,7764980,116190,8137050,93505890,19593040,113098930,1709784,162741,1872525,2059833,493940,20.03,20,20.03,25.21,149060.1842,758.7467
049643,VALLEY LSD,Scioto,2024,18246510,67676270,85922780,0,255880,7758310,110380,8124570,94047350,21532530,115579880,1720784,162491,1883275,2071674,542835,20.0271,20,20.0248,25.21,151409.4444,763.3598
049650,Washington-Nile Local SD,Scioto,2021,13618030,76714800,90332830,0,0,3984030,27250,4011280,94344110,11630910,105975020,1810540,92283,1902823,2092202,282747,20.043,23.0059,20.169,24.31,,
049650,WASHINGTON/NILE LSD,Scioto,2022,15451180,88155590,103606770,0,0,4616610,28650,4645260,108252030,14969440,123221470,2072135,96744,2168879,2385383,363907,20,20.8264,20.0355,24.31,96946.8186,1271.0213
049650,WASHINGTON/NILE LSD,Scioto,2023,15507870,88514250,104022120,0,0,4152880,31130,4184010,108206130,15261700,123467830,2082013,87528,2169541,2386160,371011,20.02,20.92,20.05,24.31,101857.2527,1212.1653
049650,WASHINGTON/NILE LSD,Scioto,2024,15416880,88510330,103927210,0,0,4197580,29570,4227150,108154360,13878590,122032950,2080134,88366,2168500,2385003,337388,20.0153,20.9044,20.05,24.31,104340.4743,1169.5648
049668,Wheelersburg Local SD,Scioto,2021,7597620,115311410,122909030,0,0,32627480,9286480,41913960,164822990,32657420,197480410,2460491,840207,3300698,3633447,895139,20.0188,20.046,20.0257,27.41,,
049668,WHEELERSBURG LSD,Scioto,2022,8655100,132651660,141306760,0,0,34356080,9762520,44118600,185425360,31166280,216591640,2826135,882372,3708507,4079357,854267,20,20,20,27.41,158497.4415,1366.5308
049668,WHEELERSBURG LSD,Scioto,2023,8628050,132541090,141169140,0,0,33912310,10608660,44520970,185690110,32004160,217694270,2824469,890419,3714888,4087588,877234,20.01,20,20.01,27.41,156649.0897,1389.6938
049668,WHEELERSBURG LSD,Scioto,2024,8932470,132900970,141833440,0,0,34058430,10158740,44217170,186050610,32812890,218863500,2836909,884343,3721252,4094813,899401,20.0017,20,20.0013,27.41,160771.1368,1361.3358
049684,Seneca East Local SD,Seneca,2021,63038390,61855470,124893860,0,85950,5606470,398540,6090960,130984820,19186610,150171430,3103724,124985,3228709,3438284,581353,24.8509,20.5198,24.6495,30.2999,,
049684,SENECA EAST LSD,Seneca,2022,62751450,62617660,125369110,0,85950,5811730,436750,6334430,131703540,20982980,152686520,3111434,126688,3238122,3448848,635784,24.8182,19.9999,24.5864,30.3,204947.7273,745.0023
049684,SENECA EAST LSD,Seneca,2023,99628300,78184420,177812720,0,132650,5719040,488010,6339700,184152420,23389030,207541450,3556254,129510,3685764,3980406,708687,20,20.43,20.01,30.3,279801.4973,741.7453
049684,SENECA EAST LSD,Seneca,2024,108188010,81813020,190001030,0,132650,5579840,517460,6229950,196230980,26075610,222306590,3800020,129452,3929472,4243440,790090,20,20.779,20.0247,30.3,300541.8453,739.686
049700,Hopewell-Loudon Local SD,Seneca,2021,33590280,69079900,102670180,1230,1976040,23769760,339380,26086410,128756590,139429140,268185730,2411044,577292,2988336,3194347,5163061,23.4834,22.13,23.2092,37.03,,
049700,HOPEWELL-LOUDON LSD,Seneca,2022,33934890,69711870,103646760,0,2022240,23694390,367800,26084430,129731190,135154450,264885640,2429366,579097,3008463,3216032,5008823,23.4389,22.2009,23.19,37.06,407525.6207,649.9852
049700,HOPEWELL-LOUDON LSD,Seneca,2023,53997470,86629320,140626790,1160,3322280,24315710,411670,28050820,168677610,133425570,302103180,3082539,614857,3697396,3967280,4741944,21.92,21.92,21.92,35.54,461919.4919,654.017
