irn,district,county,tax_year,agricultural_value,residential_value,class1_value,mineral_value,industrial_value,commercial_value,railroad_value,class2_value,real_property_value,public_utility_value,total_value,class1_taxes_charged,class2_taxes_charged,real_property_taxes_charged,real_property_taxes_charged_with_jvsd,public_utility_taxes_charged,class1_rate,class2_rate,real_property_millage,public_utility_millage,value_per_pupil,adm
046862,BLOOM-CARROLL LSD,Fairfield,2022,44372570,462041290,506413860,1860,1321210,28008330,124790,29456190,535870050,42787610,578657660,10128277,680817,10809094,11880834,1809915,20,23.1129,20.1711,42.3,243848.6629,2373.0196
046862,BLOOM-CARROLL LSD,Fairfield,2023,45141390,476686930,521828320,1010,1321210,23272710,73120,24668050,546496370,42848080,589344450,10436566,569706,11006272,12099265,1812473,20,23.09,20.14,42.3,246805.979,2387.8856
046862,BLOOM-CARROLL LSD,Fairfield,2024,45891510,489838140,535729650,0,1316560,23429790,75770,24822120,560551770,42875180,603426950,10714593,572946,11287539,12408642,1813620,20,23.0821,20.1365,42.3,249031.3862,2423.096
046870,Fairfield Union Local SD,Fairfield,2021,61269830,200296250,261566080,131610,1977640,7745500,315870,10170620,271736700,71283680,343020380,5226603,224503,5451106,5994580,2808422,19.982,22.0737,20.0602,39.3978,,
046870,FAIRFIELD UNION LSD,Fairfield,2022,74492110,252112860,326604970,147890,1999560,9263590,311360,11722400,338327370,51882610,390209980,6527310,234429,6761739,7438394,2044017,19.9853,19.9984,19.9858,39.397,212229.7973,1838.6201
046870,FAIRFIELD UNION LSD,Fairfield,2023,75720950,256574670,332295620,93460,1999560,9153050,338750,11584820,343880440,52993340,396873780,6638847,234133,6872980,7560741,2087664,19.98,20.21,19.99,39.39,217240.0692,1826.8903
046870,FAIRFIELD UNION LSD,Fairfield,2024,75854320,260971790,336826110,173660,2048830,8023070,332830,10578390,347404500,53151300,400555800,6729435,218813,6948248,7643058,2093884,19.979,20.6849,20.0005,39.3948,224784.5228,1781.9545
046888,Liberty Union-Thurston Local,Fairfield,2021,43067380,159542270,202609650,44010,2985960,9659090,257900,12946960,215556610,17446720,233003330,4052193,277128,4329321,4760434,657741,20,21.4049,20.0844,37.7,,
046888,LIBERTY-UNION-THURSTON LSD,Fairfield,2022,53930790,213025390,266956180,35620,2985960,9847010,254540,13123130,280079310,18626640,298705950,5339123,279344,5618467,6178625,702224,20,21.2864,20.0603,37.7,241875.2184,1234.9589
046888,LIBERTY-UNION-THURSTON LSD,Fairfield,2023,51865210,216125010,267990220,13170,2985960,9894460,276940,13170530,281160750,19715560,300876310,5391346,280725,5672071,6234393,743276,20.12,21.31,20.17,37.7,245970.09,1223.2232
046888,LIBERTY-UNION-THURSTON LSD,Fairfield,2024,51078080,221798270,272876350,35250,2978800,9935110,271900,13221060,286097410,21852320,307949730,5488061,281383,5769444,6341639,823832,20.1119,21.2829,20.166,37.7,257754.0591,1194.7425
046896,Pickerington Local SD,Fairfield,2021,18720790,1361900690,1380621480,21000,4284420,195172050,226690,199704160,1580325640,36931130,1617256770,37868790,6627202,44495992,47656643,2666426,27.4288,33.1851,28.1562,72.2,,
046896,PICKERINGTON LSD,Fairfield,2022,23843570,1763045590,1786889160,22200,4291830,197680850,192730,202187610,1989076770,39195260,2028272030,38803012,6496186,45299198,49277351,2790702,21.7154,32.1295,22.774,71.2,177311.3658,11439.0413
046896,PICKERINGTON LSD,Fairfield,2023,24291530,1826443080,1850734610,22520,4259860,183978130,179560,188440070,2039174680,40644800,2079819480,39993819,6281404,46275223,50353572,2893909,21.61,33.33,22.69,71.2,178243.4026,11668.4233
046896,PICKERINGTON LSD,Fairfield,2024,23453950,1905020460,1928474410,17950,4259860,174087490,178570,178543870,2107018280,45762830,2152781110,41353818,5917514,47271332,51485369,3258312,21.4438,33.1432,22.4352,71.2,180410.928,11932.6536
046904,Walnut Township Local SD,Fairfield,2021,13997020,146528040,160525060,1280,81920,7635270,0,7718470,168243530,30431880,198675410,4253914,205240,4459154,4795641,1046856,26.5,26.5908,26.5042,34.4,,
046904,WALNUT TWP LSD,Fairfield,2022,17030830,199113660,216144490,2650,81920,8071610,0,8156180,224300670,31400340,255701010,5446841,205535,5652376,6100978,1039351,25.2,25.1999,25.2,33.1,495114.8918,516.4478
046904,WALNUT TWP LSD,Fairfield,2023,17132580,202836850,219969430,2410,81920,7834770,0,7919100,227888530,31640450,259528980,5499235,198779,5698014,6153791,1040970,25,25.1,25,32.9,524154.648,495.1382
046904,WALNUT TWP LSD,Fairfield,2024,17308000,206842530,224150530,2350,81920,8144680,0,8228950,232379480,32797600,265177080,5603763,206507,5810270,6275029,1079041,25,25.0952,25.0034,32.9,541844.0011,489.3975
046920,Miami Trace Local SD,Fayette,2021,197974380,215681440,413655820,0,17547500,39437760,846310,57831570,471487390,116320680,587808070,10035866,1451572,11487438,12450781,2919648,24.2614,25.1,24.3643,25.1,,
046920,MIAMI TRACE LSD,Fayette,2022,197742080,218292300,416034380,0,18142350,35642930,555000,54340280,470374660,166898670,637273330,10186973,1374809,11561782,12520935,4222536,24.4859,25.3,24.5799,25.3,258888.8346,2461.5713
046920,MIAMI TRACE LSD,Fayette,2023,199490530,226453630,425944160,0,17937600,45046910,325170,63309680,489253840,155999500,645253340,10296814,1601734,11898548,12886071,3946786,24.17,25.3,24.32,25.3,270569.111,2384.8005
046920,MIAMI TRACE LSD,Fayette,2024,331214970,314007400,645222370,0,19829920,55042760,336970,75209650,720432020,158810880,879242900,14969157,1744863,16714020,18161968,4017914,23.2,23.2,23.2,25.3,380106.3072,2313.15
046946,Canal Winchester Local SD,Franklin,2021,16913640,481928000,498841640,0,19635450,70841060,154920,90631430,589473070,32155240,621628310,15383899,3270233,18654132,19833078,2049977,30.8392,36.0828,31.6454,63.7525,,
046946,CANAL WINCHESTER LSD,Franklin,2022,19846020,528855420,548701440,0,18906080,63378100,101590,82385770,631087210,36092630,667179840,16551686,2896445,19448131,20710306,2276752,30.1652,35.1571,30.8169,63.0808,173585.6195,3843.5202
046946,CANAL WINCHESTER LSD,Franklin,2023,21471110,705776650,727247760,0,22298450,68560650,59530,90918630,818166390,35057380,853223770,20459689,2870080,23329769,24966101,2139899,28.13,31.57,28.51,61.04,225009.6085,3791.9437
046946,CANAL WINCHESTER LSD,Franklin,2024,21493060,715805400,737298460,0,22973090,69208330,61680,92243100,829541560,39620420,869161980,20755862,2907209,23663071,25322155,2417647,28.1512,31.5168,28.5255,61.0202,222124.2522,3912.954
046953,Hamilton Local SD,Franklin,2021,3535470,174839360,178374830,0,112440880,32513040,266320,145220240,323595070,15092030,338687100,3567496,2938081,6505577,7152767,700270,20,20.2319,20.1041,46.4,,
046953,HAMILTON LSD,Franklin,2022,2416790,178430500,180847290,0,121329480,38148610,295550,159773640,340620930,16117090,356738020,3616945,3195472,6812417,7493660,747832,20,20,20,46.3999,110402.9044,3231.2376
046953,HAMILTON LSD,Franklin,2023,3626940,306279920,309906860,0,150166290,50008390,332880,200507560,510414420,31721600,542136020,6198137,4010151,10208288,11229116,1471882,20,20,20,46.4,166266.5975,3260.643
046953,HAMILTON LSD,Franklin,2024,3651100,312053550,315704650,0,151689000,61171150,363420,213223570,528928220,38479010,567407230,6345189,4266454,10611643,11669500,1785426,20.0985,20.0093,20.0625,46.4,166685.5521,3404.0577
046961,Gahanna-Jefferson City SD,Franklin,2021,3720190,1507748100,1511468290,0,95978690,262021990,234730,358235410,1869703700,81283170,1950986870,57564572,17627474,75192046,78931453,6392108,38.0852,49.2064,40.216,78.64,,
046961,GAHANNA JEFFERSON CSD,Franklin,2022,3547860,1498298130,1501845990,0,97457420,265699230,210210,363366860,1865212850,87077870,1952290720,57107243,17691533,74798776,78529201,6847803,38.0247,48.6878,40.102,78.64,238959.023,8169.9812
046961,GAHANNA JEFFERSON CSD,Franklin,2023,4029490,2050422800,2054452290,0,122279300,321730050,205390,444214740,2498667030,94140990,2592808020,60212504,18118586,78331090,83328423,7403247,29.31,40.79,31.35,78.64,311345.5207,8327.7512
046961,GAHANNA JEFFERSON CSD,Franklin,2024,3150180,2041426870,2044577050,0,128626310,308057310,218360,436901980,2481479030,107770120,2589249150,60110360,17853256,77963616,82926574,8475042,29.3999,40.8633,31.4182,78.64,305839.3205,8466.044
046979,Groveport Madison Local SD,Franklin,2021,6047660,641436260,647483920,0,245141700,178650480,251410,424043590,1071527510,86716160,1158243670,19920878,16252149,36173027,38316082,5184759,30.7666,38.3266,33.7584,59.79,,
046979,GROVEPORT-MADISON LSD,Franklin,2022,6464670,654723590,661188260,0,268171740,183316520,180750,451669010,1112857270,89839580,1202696850,20479446,17097343,37576789,39802504,5398460,30.9737,37.8537,33.766,60.09,150299.0405,8002.0261
046979,GROVEPORT-MADISON LSD,Franklin,2023,9117100,1086842820,1095959920,0,319536940,208011720,127660,527676320,1623636240,89237900,1712874140,27903139,16910706,44813845,48061118,5177582,25.46,32.05,27.6,58.02,208853.9281,8201.302
046979,GROVEPORT-MADISON LSD,Franklin,2024,8724830,1092400430,1101125260,0,309311410,217996560,133540,527441510,1628566770,101847780,1730414550,28127473,16832557,44960030,48217164,5907171,25.5443,31.9136,27.6071,58,207381.5222,8344.1115
046995,New Albany-Plain Local SD,Franklin,2021,3649330,901252100,904901430,0,14580650,173116730,0,187697380,1092598810,74494470,1167093280,37093809,8507664,45601473,47786671,4718479,40.9921,45.3265,41.7367,63.34,,
046995,NEW ALBANY-PLAIN LSD,Franklin,2022,3361120,899705480,903066600,0,15917690,190439730,0,206357420,1109424020,76179240,1185603260,36991143,9428965,46420108,48638955,4825192,40.9617,45.6924,41.8416,63.34,242926.5094,4880.5018
046995,NEW ALBANY-PLAIN LSD,Franklin,2023,4984470,1248736090,1253720560,0,27156820,240325150,0,267481970,1521202530,77251270,1598453800,38764914,10662900,49427814,52470219,4893095,30.92,39.86,32.49,63.34,331793.4807,4817.6167
046995,NEW ALBANY-PLAIN LSD,Franklin,2024,3907730,1257491410,1261399140,0,61190960,228011030,0,289201990,1550601130,84039230,1634640360,38914289,11601799,50516088,53617291,5323044,30.8501,40.1166,32.5784,63.34,339140.06,4819.9566
047001,Reynoldsburg City SD,Franklin,2021,517720,709656170,710173890,0,4823180,156560660,0,161383840,871557730,29119760,900677490,19909134,6000000,25909134,27652250,1736243,28.0342,37.1784,29.7274,59.6242,,
047001,REYNOLDSBURG CSD,Franklin,2022,281100,714698860,714979960,0,4823180,157065490,0,161888670,876868630,31040670,907909300,19947994,6002204,25950198,27703935,1850778,27.9001,37.0761,29.5942,59.6243,122649.7867,7402.4531
047001,REYNOLDSBURG CSD,Franklin,2023,430420,1066542420,1066972840,0,5168000,174211430,0,179379430,1246352270,32419930,1278772200,22274175,5884628,28158803,30651507,1932959,20.88,32.81,22.59,59.62,168760.1966,7577.4515
047001,REYNOLDSBURG CSD,Franklin,2024,642440,1085616900,1086259340,0,5168000,166971230,0,172139230,1258398570,37517690,1295916260,22687505,5777317,28464822,30981617,2237216,20.8859,33.5619,22.6199,59.631,170310.8922,7609.1214
047019,Hilliard City SD,Franklin,2021,13382810,2542953220,2556336030,0,286397900,491941070,1600100,779939070,3336275100,141422500,3477697600,103159917,38978702,142138619,147476659,12013841,40.3546,49.9766,42.604,84.95,,
047019,HILLIARD CSD,Franklin,2022,15862720,2560957640,2576820360,0,293568500,519301990,609190,813479680,3390300040,153908490,3544208530,103767009,40180039,143947048,150049588,13074525,40.2694,49.3928,42.4585,84.95,217755.7889,16276.0703
047019,HILLIARD CSD,Franklin,2023,20618700,3470040780,3490659480,0,334478250,597555950,673360,932707560,4423367040,157574030,4580941070,108611519,40887754,149499273,157461333,13385913,31.11,43.84,33.8,84.95,280015.7644,16359.5828
047019,HILLIARD CSD,Franklin,2024,18436060,3546485880,3564921940,0,337722060,609280150,685470,947687680,4512609620,176369400,4688979020,135277022,48179967,183456989,191579687,16199529,37.9467,50.8395,40.6543,91.85,283970.0877,16512.2287
047027,Dublin City SD,Franklin,2021,11376480,3062942230,3074318710,0,36161580,924767000,0,960928580,4035247290,113195720,4148443010,136323590,50551761,186875351,193331746,9678233,44.3427,52.6072,46.3108,85.5,,
047027,DUBLIN CSD,Franklin,2022,17089280,3229648520,3246737800,0,36220870,923296040,0,959516910,4206254710,125419270,4331673980,139861995,50639271,190501266,198072525,10723346,43.0777,52.7758,45.29,85.5,268567.1477,16128.8304
047027,DUBLIN CSD,Franklin,2023,18804540,4258081900,4276886440,0,42322570,1017064700,0,1059387270,5336273710,134979660,5471253370,176443804,56351350,232795154,242400446,12607099,41.26,53.19,43.63,93.4,335364.2014,16314.3632
047027,DUBLIN CSD,Franklin,2024,15286580,4369327990,4384614570,0,42346500,954348170,0,996694670,5381309240,142853730,5524162970,181931688,54126200,236057888,245744245,13342537,41.4932,54.3057,43.8663,93.4,335403.6853,16470.1916
047043,Archbold-Area Local SD,Fulton,2021,34456700,123818420,158275120,0,28765440,29037740,43700,57846880,216122000,74637880,290759880,3768973,2074383,5843356,6519110,2907145,23.8128,35.8599,27.0373,38.95,,
047043,ARCHBOLD AREA LSD,Fulton,2022,34819550,125089000,159908550,0,28955750,28817640,45940,57819330,217727880,73285030,291012910,3854658,2096690,5951348,6632192,2876437,24.1054,36.2628,27.3339,39.25,239798.1728,1213.5743
047043,ARCHBOLD AREA LSD,Fulton,2023,55258250,157747990,213006240,0,29168640,29544340,49920,58762900,271769140,70846250,342615390,6754427,2568308,9322735,10029138,3319854,31.71,43.71,34.3,46.86,290868.7459,1177.9038
047043,ARCHBOLD AREA LSD,Fulton,2024,55182660,158430900,213613560,0,29637300,29673260,47420,59357980,272971540,70016980,342988520,6758732,2589419,9348151,10015441,3276093,31.64,43.6238,34.2459,46.79,298254.1802,1149.9873
047050,Evergreen Local SD,Fulton,2021,63785190,147580420,211365610,0,2529500,4467540,237040,7234080,218599690,93330660,311930350,4462540,150493,4613033,5271913,3481233,21.1129,20.8033,21.1027,37.3,,
047050,EVERGREEN LSD,Fulton,2022,63686030,152084780,215770810,0,2529500,4479770,155440,7164710,222935520,92484660,315420180,4547887,149050,4696937,5368681,3449677,21.0774,20.8034,21.0686,37.3,280930.1938,1122.7707
047050,EVERGREEN LSD,Fulton,2023,93710110,180799350,274509460,0,2530200,4637250,91070,7258520,281767980,89544220,371312200,5490188,150213,5640401,6324053,3339998,20,20.69,20.02,37.3,333016.5657,1114.9962
047050,EVERGREEN LSD,Fulton,2024,99927810,199849500,299777310,0,2546260,5046150,94380,7686790,307464100,69886930,377351030,5995545,153735,6149280,6842155,2606782,20,19.9999,20,37.3,345631.02,1091.7742
047068,Fayette Local SD,Fulton,2021,20865390,24918980,45784370,0,1896290,1654950,29180,3580420,49364790,11432220,60797010,1158674,125439,1284113,1433837,545316,25.3072,35.0347,26.0127,47.6999,,
047068,GORHAM-FAYETTE LSD,Fulton,2022,20956990,25339810,46296800,0,1895340,1713200,30680,3639220,49936020,11652450,61588470,1170614,126153,1296767,1448225,555821,25.285,34.6648,25.9686,47.6999,165886.9472,371.2677
047068,GORHAM-FAYETTE LSD,Fulton,2023,35383490,31485410,66868900,0,1895340,1799950,33340,3728630,70597530,11421280,82018810,1337378,136672,1474050,1647075,544795,20,36.65,20.88,47.7,222094.3908,369.2971
047068,GORHAM-FAYETTE LSD,Fulton,2024,36051690,31687920,67739610,0,1895340,1765320,31670,3692330,71431940,11582560,83014500,1354792,135969,1490761,1653627,552488,20,36.8247,20.8697,47.7,231693.3137,358.2948
047076,Pettisville Local SD,Fulton,2021,17679980,32687430,50367410,0,1395940,2201150,50980,3648070,54015480,22721580,76737060,1055211,103476,1158687,1322382,1074725,20.9503,28.3646,21.451,47.2997,,
047076,PETTISVILLE LSD,Fulton,2022,17739840,33015540,50755380,0,1395940,2217530,53590,3667060,54422440,22273600,76696040,1062647,103965,1166612,1331532,1053536,20.9366,28.3511,21.4362,47.2998,232098.1538,330.4466
047076,PETTISVILLE LSD,Fulton,2023,27540760,42765590,70306350,0,1395940,2238450,58240,3692630,73998980,21543960,95542940,1405583,104150,1509733,1690898,1019024,19.99,28.2,20.4,47.3,301803.9255,316.5729
047076,PETTISVILLE LSD,Fulton,2024,27369970,43238570,70608540,0,1393980,2238060,55330,3687370,74295910,21232960,95528870,1411627,104026,1515653,1684896,1004313,19.9923,28.2114,20.4002,47.2997,325951.3738,293.0771
047084,Pike-Delta-York Local SD,Fulton,2021,34293740,119679920,153973660,0,19391870,8493520,766990,28652380,182626040,20337890,202963930,4117255,1092265,5209520,5770811,1019741,26.74,38.1213,28.5256,50.14,,
047084,PIKE-DELTA-YORK LSD,Fulton,2022,34087750,121223360,155311110,0,19641330,8365660,531230,28538220,183849330,21342890,205192220,4146806,1081407,5228213,5793210,1069278,26.7,37.8933,28.4375,50.1,157408.6413,1303.5639
047084,PIKE-DELTA-YORK LSD,Fulton,2023,51946180,157273680,209219860,0,19862290,8678340,348860,28889490,238109350,21043850,259153200,5295354,1047099,6342453,6940844,1025045,25.31,36.24,26.64,48.71,197473.7067,1312.3428
047084,PIKE-DELTA-YORK LSD,Fulton,2024,52480920,158142160,210623080,0,20123240,8841150,354460,29318850,239941930,18109400,258051330,4213409,907265,5120674,5684559,785947,20.0045,30.9448,21.3413,43.3999,201446.2781,1280.9933
047092,Swanton Local SD,Fulton,2021,21537290,174082390,195619680,0,9472480,16107630,10141070,35721180,231340860,28235720,259576580,4538375,1012819,5551194,6018464,1538846,23.2,28.3535,23.9957,54.5,,
047092,SWANTON LSD,Fulton,2022,21191370,176445410,197636780,0,10773610,16327990,10660920,37762520,235399300,28681950,264081250,4595055,1051424,5646479,6121911,1564599,23.25,27.8431,23.9868,54.55,213448.3031,1237.2141
047092,SWANTON LSD,Fulton,2023,23490700,214982450,238473150,0,10986660,16466820,11584910,39038390,277511540,28037210,305548750,5437187,1081175,6518362,7074290,1516812,22.8,27.7,23.49,54.1,241286.8071,1266.3301
047092,SWANTON LSD,Fulton,2024,27793760,230510680,258304440,0,14340530,19539180,11004820,44884530,303188970,21987450,325176420,5822181,1136695,6958876,7565250,1183804,22.54,25.3249,22.9523,53.84,265027.9223,1226.9515
047167,Berkshire Local SD,Geauga,2021,66615570,262429730,329045300,228170,17826860,22567320,0,40622350,369667650,14958210,384625860,6581169,895665,7476834,8031336,744918,20.0008,22.0486,20.2258,49.7999,,
047167,BERKSHIRE LSD,Geauga,2022,66381760,264327940,330709700,205870,18127760,27210710,0,45544340,376254040,15845740,392099780,6614194,1003114,7617308,8181688,789117,20,22.025,20.2451,49.7999,298952.996,1311.5767
047167,BERKSHIRE LSD,Geauga,2023,89791280,342637240,432428520,233320,20976200,43445940,0,64655460,497083980,16746640,513830620,8648570,1321906,9970476,10716102,833982,20,20.45,20.06,49.8,393877.4128,1304.5445
047167,BERKSHIRE LSD,Geauga,2024,92191750,345421090,437612840,241570,21195740,27795980,0,49233290,486846130,18684620,505530750,8758033,1005137,9763170,10493438,930494,20.0132,20.4158,20.0539,49.8,402209.8572,1256.883
047175,Cardinal Local SD,Geauga,2021,59084000,202810490,261894490,293750,39542910,32486900,0,72323560,334218050,17652850,351870900,6534161,2528091,9062252,9563579,999150,24.9496,34.9553,27.1148,56.5999,,
047175,CARDINAL LSD,Geauga,2022,59474130,205320440,264794570,279390,44982400,34351610,0,79613400,344407970,18625040,363033010,6605247,2615323,9220570,9737182,1054177,24.9448,32.8503,26.7722,56.6,423785.4648,856.6434
