school_year,census_year,october_year,district_irn,district_name,census_poverty,neglected,delinquent,foster,tanf,total_formula_count,population_5_to_17,title1_share
2024-2025,2022,2023,050740,Mohawk Local School District,57,0,,3,0,60,889,0.067491563554556
2024-2025,2022,2023,061903,Adams County/Ohio Valley Local School District,1017,18,,112,0,1147,4179,0.274467575975114
2024-2025,2022,2023,064964,College Corner Local School District,20,0,,0,0,20,140,0.142857142857143
2024-2025,2022,2023,065680,Gallia County Local School District,678,0,,9,0,687,2745,0.250273224043716
2024-2025,2022,2023,069682,East Guernsey Local School District,217,0,,7,0,224,1304,0.171779141104295
2024-2025,2022,2023,091397,Tri-County North Local School District,163,0,,6,0,169,911,0.185510428100988
2024-2025,2022,2023,139303,Monroe Local School District,204,0,,9,0,213,3111,0.068466730954677
2025-2026,2023,2024,000442,Manchester Local School District,198,0,0,25,0,223,820,0.271951219512195
2025-2026,2023,2024,043489,Akron City School District,10251,0,0,156,0,10407,27232,0.382160693301998
2025-2026,2023,2024,043497,Alliance City School District,726,0,0,17,0,743,3130,0.237380191693291
2025-2026,2023,2024,043505,Ashland City School District,605,0,0,20,0,625,3827,0.163313300235171
2025-2026,2023,2024,043513,Ashtabula Area City School District,1492,0,0,11,0,1503,4120,0.364805825242718
2025-2026,2023,2024,043521,Athens City School District,444,0,0,14,0,458,2665,0.171857410881801
2025-2026,2023,2024,043539,Barberton City School District,1077,0,0,90,0,1167,3632,0.321310572687225
2025-2026,2023,2024,043547,Bay Village City School District,63,0,0,2,0,65,2953,0.022011513714866
2025-2026,2023,2024,043554,Beachwood City School District,164,0,0,5,0,169,2319,0.072876239758517
2025-2026,2023,2024,043562,Bedford City School District,853,8,0,86,0,947,3721,0.254501478097286
2025-2026,2023,2024,043570,Bellaire Local School District,319,0,0,0,0,319,1248,0.255608974358974
2025-2026,2023,2024,043588,Bellefontaine City School District,482,0,0,6,0,488,2833,0.172255559477586
2025-2026,2023,2024,043596,Bellevue City School District,284,0,0,8,0,292,2293,0.127344090710859
2025-2026,2023,2024,043604,Belpre City School District,212,0,0,8,0,220,1231,0.178716490658002
2025-2026,2023,2024,043612,Berea City School District,715,42,0,75,0,832,6719,0.123827950587885
2025-2026,2023,2024,043620,Bexley City School District,113,0,0,4,0,117,2905,0.040275387263339
2025-2026,2023,2024,043638,Bowling Green City School District,372,0,0,5,0,377,3550,0.106197183098592
2025-2026,2023,2024,043646,Brecksville-Broadview Heights City School District,222,0,0,6,0,228,4569,0.049901510177282
2025-2026,2023,2024,043653,Brooklyn City School District,261,0,0,3,0,264,1529,0.172661870503597
2025-2026,2023,2024,043661,Brunswick City School District,629,0,0,15,0,644,7651,0.084172003659652
2025-2026,2023,2024,043679,Bryan City School District,305,0,0,6,0,311,2124,0.146421845574388
2025-2026,2023,2024,043687,Bucyrus City School District,301,0,0,11,0,312,1552,0.201030927835052
2025-2026,2023,2024,043695,Cambridge City School District,537,0,0,48,0,585,2324,0.251721170395869
2025-2026,2023,2024,043703,Campbell City School District,507,0,0,1,0,508,1296,0.391975308641975
2025-2026,2023,2024,043711,Canton City School District,3523,0,0,68,2,3593,10200,0.352254901960784
2025-2026,2023,2024,043729,Celina City School District,369,0,0,7,0,376,3008,0.125
2025-2026,2023,2024,043737,Centerville City School District,675,0,0,10,0,685,10136,0.06758089976322
2025-2026,2023,2024,043745,Chillicothe City School District,894,0,0,40,0,934,3486,0.267928858290304
2025-2026,2023,2024,043752,Cincinnati City School District,12652,98,0,557,0,13307,49425,0.269236216489631
2025-2026,2023,2024,043760,Circleville City School District,532,0,0,2,0,534,2430,0.219753086419753
2025-2026,2023,2024,043778,Claymont City School District,522,0,0,25,0,547,2113,0.258873639375296
2025-2026,2023,2024,043786,Cleveland Municipal School District,20638,71,0,440,0,21149,55592,0.380432436321773
2025-2026,2023,2024,043794,Cleveland Heights-University Heights City School District,1605,0,0,68,0,1673,8419,0.198717187314408
2025-2026,2023,2024,043802,Columbus City School District,24268,64,0,473,0,24805,77964,0.318159663434406
2025-2026,2023,2024,043810,Conneaut Area City School District,651,0,0,28,0,679,1970,0.344670050761421
2025-2026,2023,2024,043828,Coshocton City School District,555,0,0,20,0,575,1884,0.3052016985138
2025-2026,2023,2024,043836,Cuyahoga Falls City School District,717,0,0,22,0,739,5205,0.141978866474544
2025-2026,2023,2024,043844,Dayton City School District,8345,16,0,257,0,8618,23095,0.373154362416107
2025-2026,2023,2024,043851,Deer Park Community City School District,157,0,0,3,0,160,1432,0.111731843575419
2025-2026,2023,2024,043869,Defiance City School District,438,0,0,8,0,446,2733,0.163190633004025
2025-2026,2023,2024,043877,Delaware City School District,773,0,0,6,0,779,6383,0.122042926523578
2025-2026,2023,2024,043885,Delphos City School District,171,0,0,1,0,172,1616,0.106435643564356
2025-2026,2023,2024,043893,Dover City School District,419,0,0,5,0,424,2757,0.153790351831701
2025-2026,2023,2024,043901,East Cleveland City School District,1069,0,0,50,0,1119,2403,0.465667915106117
2025-2026,2023,2024,043919,East Liverpool City School District,699,0,0,0,0,699,2330,0.3
2025-2026,2023,2024,043927,East Palestine City School District,209,0,0,10,0,219,1272,0.172169811320755
2025-2026,2023,2024,043935,Eaton Community City School District,286,0,0,26,0,312,2280,0.136842105263158
2025-2026,2023,2024,043943,Elyria City School District,1646,0,0,38,0,1684,7690,0.218985695708713
2025-2026,2023,2024,043950,Euclid City School District,2179,0,0,78,0,2257,7881,0.286384976525822
2025-2026,2023,2024,043968,Fairborn City School District,973,0,0,12,0,985,5339,0.184491477804832
2025-2026,2023,2024,043976,Fairview Park City School District,169,0,0,5,0,174,2269,0.076685764654033
2025-2026,2023,2024,043984,Findlay City School District,792,0,0,26,0,818,5771,0.141743198752383
2025-2026,2023,2024,043992,Fostoria City School District,575,0,0,9,0,584,2312,0.252595155709343
2025-2026,2023,2024,044008,Franklin City School District,451,0,0,16,0,467,3307,0.1412156032658
2025-2026,2023,2024,044016,Fremont City School District,716,0,0,4,0,720,4578,0.157273918741809
2025-2026,2023,2024,044024,Galion City School District,387,0,0,7,0,394,2089,0.188606988989947
2025-2026,2023,2024,044032,Gallipolis City School District,491,0,0,5,0,496,2228,0.22262118491921
2025-2026,2023,2024,044040,Garfield Heights City School District,1321,0,0,45,0,1366,4836,0.282464846980976
2025-2026,2023,2024,044057,Geneva Area City School District,579,0,0,14,0,593,2376,0.249579124579125
2025-2026,2023,2024,044065,Girard City School District,481,0,0,4,0,485,1673,0.289898386132696
2025-2026,2023,2024,044073,Grandview Heights City School District,35,0,0,0,0,35,1272,0.02751572327044
2025-2026,2023,2024,044081,Winton Woods City School District,846,0,0,10,0,856,5027,0.170280485378954
2025-2026,2023,2024,044099,Greenville City School District,435,0,0,5,0,440,3281,0.134105455653764
2025-2026,2023,2024,044107,Hamilton City School District,2250,0,0,33,0,2283,10328,0.221049573973664
2025-2026,2023,2024,044115,Heath City School District,204,0,0,10,0,214,1772,0.120767494356659
2025-2026,2023,2024,044123,Hillsboro City School District,507,0,0,45,0,552,2653,0.208066339992461
2025-2026,2023,2024,044131,Huron City School District,129,0,0,4,0,133,1425,0.093333333333333
2025-2026,2023,2024,044149,Ironton City School District,410,0,0,10,0,420,1527,0.275049115913556
2025-2026,2023,2024,044156,Jackson City School District,475,0,0,42,0,517,2756,0.187590711175617
2025-2026,2023,2024,044164,Kent City School District,478,0,0,7,0,485,3109,0.155998713412673
2025-2026,2023,2024,044172,Kenton City School District,400,0,0,16,0,416,2007,0.207274539113104
2025-2026,2023,2024,044180,Kettering City School District,1153,0,0,12,0,1165,8951,0.130153055524522
2025-2026,2023,2024,044198,Lakewood City School District,645,0,0,23,0,668,5347,0.124929867215261
2025-2026,2023,2024,044206,Lancaster City School District,1125,0,0,23,0,1148,7445,0.154197447951645
2025-2026,2023,2024,044214,Lebanon City School District,469,0,0,14,0,483,6810,0.070925110132159
2025-2026,2023,2024,044222,Lima City School District,1626,0,0,29,0,1655,5125,0.322926829268293
2025-2026,2023,2024,044230,Lockland Local School District,214,0,0,5,0,219,722,0.303324099722992
2025-2026,2023,2024,044248,Logan-Hocking Local School District,724,0,0,31,0,755,3826,0.197334030318871
2025-2026,2023,2024,044255,London City School District,296,0,0,3,0,299,2275,0.131428571428571
2025-2026,2023,2024,044263,Lorain City School District,2891,0,0,21,0,2912,9844,0.295814709467696
2025-2026,2023,2024,044271,Loveland City School District,297,0,0,5,0,302,5795,0.052113891285591
2025-2026,2023,2024,044289,Madeira City School District,41,0,0,0,0,41,2092,0.019598470363289
2025-2026,2023,2024,044297,Mansfield City School District,1800,0,0,36,0,1836,5243,0.350181193972916
2025-2026,2023,2024,044305,Maple Heights City School District,1319,0,0,69,0,1388,4273,0.324830329978938
2025-2026,2023,2024,044313,Mariemont City School District,67,0,0,6,0,73,1882,0.038788522848034
2025-2026,2023,2024,044321,Marietta City School District,541,0,0,31,0,572,2938,0.194690265486726
2025-2026,2023,2024,044339,Marion City School District,1383,0,0,22,0,1405,5164,0.272075910147173
2025-2026,2023,2024,044347,Martins Ferry City School District,369,0,0,14,0,383,1431,0.26764500349406
2025-2026,2023,2024,044354,Massillon City School District,921,0,0,17,1,939,4441,0.211438865120468
2025-2026,2023,2024,044362,Maumee City School District,327,0,0,29,0,356,2764,0.128798842257598
2025-2026,2023,2024,044370,Mayfield City School District,361,0,0,19,0,380,4894,0.077646097261953
2025-2026,2023,2024,044388,Medina City School District,512,0,0,16,0,528,7577,0.069684571730236
2025-2026,2023,2024,044396,Miamisburg City School District,856,0,0,17,0,873,6258,0.139501438159156
2025-2026,2023,2024,044404,Middletown City School District,2194,0,0,44,0,2238,8418,0.265858873841768
2025-2026,2023,2024,044412,Mount Healthy City School District,1217,0,0,128,0,1345,4737,0.283934979945113
2025-2026,2023,2024,044420,Mount Vernon City School District,721,0,0,27,0,748,4527,0.165230837199028
2025-2026,2023,2024,044438,Napoleon Area City School District,251,0,0,8,0,259,2302,0.112510860121633
2025-2026,2023,2024,044446,Nelsonville-York City School District,284,0,0,26,0,310,1056,0.293560606060606
2025-2026,2023,2024,044453,Newark City School District,1496,0,0,64,0,1560,7786,0.200359619830465
2025-2026,2023,2024,044461,New Boston Local School District,123,0,0,0,0,123,350,0.351428571428571
2025-2026,2023,2024,044479,New Lexington City School District,322,0,0,10,0,332,1864,0.178111587982833
2025-2026,2023,2024,044487,New Philadelphia City School District,670,0,0,8,0,678,3416,0.19847775175644
2025-2026,2023,2024,044495,Niles City School District,789,0,0,4,0,793,2561,0.309644670050761
2025-2026,2023,2024,044503,North Canton City School District,282,0,0,20,0,302,4763,0.063405416754147
2025-2026,2023,2024,044511,North College Hill City School District,507,0,0,48,0,555,2048,0.27099609375
2025-2026,2023,2024,044529,North Olmsted City School District,570,0,0,36,0,606,4425,0.136949152542373
2025-2026,2023,2024,044537,North Ridgeville City School District,293,0,0,8,0,301,5439,0.055341055341055
2025-2026,2023,2024,044545,North Royalton City School District,354,0,0,23,0,377,5243,0.071905397673088
2025-2026,2023,2024,044552,Norton City School District,217,0,0,28,0,245,2208,0.110960144927536
2025-2026,2023,2024,044560,Norwalk City School District,578,0,0,6,0,584,3205,0.182215288611544
2025-2026,2023,2024,044578,Norwood City School District,467,0,0,12,0,479,2479,0.193223073820089
2025-2026,2023,2024,044586,Oakwood City School District,76,0,0,1,0,77,2306,0.033391153512576
2025-2026,2023,2024,044594,Oberlin City School District,134,0,0,3,0,137,1183,0.115807269653424
2025-2026,2023,2024,044602,Oregon City School District,412,0,0,18,0,430,3584,0.119977678571429
2025-2026,2023,2024,044610,Orrville City School District,193,0,0,8,0,201,1913,0.105070569785677
2025-2026,2023,2024,044628,Painesville City Local School District,955,7,0,3,0,965,2848,0.338834269662921
2025-2026,2023,2024,044636,Parma City School District,2148,0,0,145,0,2293,14319,0.160136881067114
2025-2026,2023,2024,044644,Piqua City School District,682,0,0,8,0,690,3976,0.173541247484909
2025-2026,2023,2024,044651,Port Clinton City School District,237,0,0,6,0,243,1571,0.154678548695099
2025-2026,2023,2024,044669,Portsmouth City School District,903,0,0,55,0,958,2901,0.330230954843158
2025-2026,2023,2024,044677,Princeton City School District,1136,0,0,83,0,1219,6868,0.17748980780431
2025-2026,2023,2024,044685,Ravenna City School District,576,0,0,17,0,593,2805,0.211408199643494
2025-2026,2023,2024,044693,Reading Community City School District,248,0,0,6,0,254,1656,0.153381642512077
2025-2026,2023,2024,044701,Rocky River City School District,161,0,0,2,0,163,3330,0.048948948948949
2025-2026,2023,2024,044719,St. Bernard-Elmwood Place City School District,232,0,0,9,0,241,1018,0.236738703339882
2025-2026,2023,2024,044727,St. Marys City School District,230,0,0,8,0,238,2342,0.101622544833476
2025-2026,2023,2024,044735,Salem City School District,476,0,0,9,0,485,2362,0.205334462320068
2025-2026,2023,2024,044743,Sandusky City School District,1142,0,0,9,0,1151,3661,0.314394974050806
2025-2026,2023,2024,044750,Shaker Heights City School District,565,0,0,18,0,583,5779,0.10088250562381
2025-2026,2023,2024,044768,Sheffield-Sheffield Lake City School District,233,0,0,5,0,238,1881,0.126528442317916
2025-2026,2023,2024,044776,Shelby City School District,340,0,0,10,0,350,2239,0.15631978561858
2025-2026,2023,2024,044784,Sidney City School District,715,0,0,12,0,727,4078,0.178273663560569
2025-2026,2023,2024,044792,South Euclid-Lyndhurst City School District,676,0,0,64,0,740,4698,0.157513835674755
2025-2026,2023,2024,044800,South-Western City School District,5349,63,0,101,0,5513,26821,0.205547891577495
2025-2026,2023,2024,044818,Springfield City School District,2663,0,0,26,0,2689,9110,0.295170142700329
2025-2026,2023,2024,044826,Steubenville City School District,728,0,0,7,0,735,2274,0.323218997361478
2025-2026,2023,2024,044834,Stow-Munroe Falls City School District,459,0,0,24,0,483,5893,0.08196164941456
2025-2026,2023,2024,044842,Strongsville City School District,469,0,0,25,0,494,7290,0.067764060356653
2025-2026,2023,2024,044859,Struthers City School District,469,0,0,2,0,471,1744,0.27006880733945
2025-2026,2023,2024,044867,Sycamore Community City School District,356,0,0,12,0,368,7182,0.051239209133946
2025-2026,2023,2024,044875,Sylvania City School District,857,9,0,32,0,898,9931,0.090423925083073
2025-2026,2023,2024,044883,Tallmadge City School District,281,4,0,19,0,304,2888,0.105263157894737
2025-2026,2023,2024,044891,Tiffin City School District,480,0,0,8,0,488,3089,0.15797992877954
2025-2026,2023,2024,044909,Toledo City School District,11860,0,0,221,0,12081,34736,0.347794795025334
2025-2026,2023,2024,044917,Toronto City School District,208,0,0,0,0,208,809,0.257107540173053
2025-2026,2023,2024,044925,Troy City School District,536,0,0,20,0,556,5223,0.106452230518859
2025-2026,2023,2024,044933,Upper Arlington City School District,194,0,0,6,0,200,7725,0.02588996763754
2025-2026,2023,2024,044941,Urbana City School District,366,0,0,1,0,367,2137,0.171736078614881
2025-2026,2023,2024,044958,Vandalia-Butler City School District,386,0,0,31,0,417,3807,0.109535066981875
2025-2026,2023,2024,044966,Van Wert City School District,397,0,0,1,0,398,2170,0.183410138248848
2025-2026,2023,2024,044974,Wadsworth City School District,387,0,0,27,0,414,4822,0.085856491082538
2025-2026,2023,2024,044982,Wapakoneta City School District,356,0,0,5,0,361,3211,0.112426035502959
2025-2026,2023,2024,044990,Warren City School District,2895,14,0,25,0,2934,5929,0.494855793557092
2025-2026,2023,2024,045005,Warrensville Heights City School District,855,0,0,32,0,887,2490,0.356224899598394
2025-2026,2023,2024,045013,Washington Court House City School District,477,0,0,13,0,490,2406,0.203657522859518
