irn,district,base_cost_enrolled_adm,school_buildings,adm_kindergarten,adm_grades_1_3,adm_grades_4_8_non_cte,adm_grades_9_12_non_cte,adm_cte,adm_grades_9_12_total,funded_classroom_teachers,funded_special_teachers,teacher_base_cost,aggregate_base_cost,base_cost_per_pupil,temp_transitional_aid_guarantee,enrolled_adm_fy22,enrolled_adm_fy24,assessed_valuation_per_pupil_fy23,core_foundation_funding
050278,Garaway Local,1058.1381,5,89.4503,279.7752,407.811,281.1016,0,270.9428,43.36,7.05,4957012.99,8992639.15,8498.55,3032865.22,1063.29,1051.7619,337153.82,1043309.49
050286,Indian Valley Local,1616.8238,4,130.9787,403.6239,631.5379,388.9887,61.6948,397.9886,67.19,10.78,7667095.88,13202362.33,8165.62,22732.42,1657.924,1615.9837,177704.32,11597853.78
050294,Strasburg-Franklin Local,499.8954,2,37.9666,119.4813,200.927,138.0526,3.468,130.4617,20.44,6,2599948.89,5115305.56,10232.75,280631.06,522.3954,494.3259,312463.65,2315826.36
050302,Tuscarawas Valley Local,1209.0966,2,91.2693,300.5377,478.89,337.1715,1.2281,320.7899,49.34,8.06,5644367.11,9937310.07,8218.79,3307187.29,1229.5328,1192.6666,386664.09,1795848.82
050328,Fairbanks Local,1026.5331,3,68.8836,220.5004,390.4839,323.6306,23.0345,337.5468,41.92,6.84,4794762.02,8639409.82,8416.1,1395572.78,1036.2107,1005.3944,376216.56,990423.38
050336,North Union Local School District,1326.7461,3,95.2561,295.2116,529.0035,330.8365,76.4383,382.5336,55.26,8.84,6303204.38,10938866.16,8244.88,1937417.36,1354.8182,1312.6397,242066.33,5994397
050351,Crestview Local,833.4849,4,61.1339,195.9714,332.2472,234.4207,9.7117,238.2795,34.09,6,3942206.92,7373784.59,8846.93,0,835.7755,824.5191,266546.31,5584087.57
050369,Lincolnview Local,813.2577,2,58.5314,183.1153,320.7646,241.2739,9.5724,240.581,33.19,6,3853706.39,7124518.98,8760.47,0,819.1586,809.3109,291577.39,5078401
050393,Vinton County Local,1545.8982,5,104.4251,352.8391,601.1211,454.6258,32.8872,455.069,63.27,10.31,7235409.95,12622253.49,8165,7460436.21,1583.7064,1504.4348,308252.22,7228770.93
050419,Carlisle Local,1450.821,4,54.0264,368.7129,604.5054,412.4332,11.1431,409.6347,58.81,9.67,6733906.96,11769397.01,8112.23,0,1474.6468,1430.3952,161543.24,8701567.37
050427,Springboro Community City,5637.1162,6,159.8605,1285.7948,2385.8511,1805.6097,0,1766.7742,226.21,37.58,25939505.2,45563917.78,8082.84,7711837.8,5677.4886,5562.9877,297902.64,5267945.7
050435,Kings Local,4794.8785,6,359.5826,1181.2719,1887.6798,1366.3443,0,1331.0804,195.45,31.97,22363100.47,39069730.59,8148.22,1185841.65,4684.5632,4794.8785,263854.96,6744588.28
050443,Little Miami Local,5312.9157,5,193.3854,1342.6629,2235.4907,1541.3767,0,1501.1364,214.55,35.42,24580530.39,43051898.66,8103.25,3677135.1,5161.057,5312.9157,282041.84,5810286.56
050450,Mason City,9715.477,4,463.6788,1918.8041,3997.3985,3335.5956,0,3307.4154,390.05,64.77,44724234.25,77628055.67,7990.14,22038490.56,9743.7151,9715.477,276288.79,9321432.25
050468,Wayne Local,1421.1723,3,62.8933,327.7133,617.1964,413.3693,0,395.0708,57.39,9.47,6574606.01,11496091.11,8089.16,2788715.3,1458.0714,1398.7647,275211.68,1299423.15
050484,Fort Frye Local,910.9021,5,70.0019,211.0233,365.1775,221.4374,43.262,239.8255,37.89,6.07,4322759.2,7999174.52,8781.6,0,907.174,910.9021,303684.27,5703120.24
050492,Frontier Local,531.728,4,44.0766,132.748,209.8954,127.4174,17.5907,126.0931,22.07,6,2760233.18,5465485.51,10278.72,0,536.2928,520.6553,199714.47,6016241.84
050500,Warren Local,2003.7545,3,134.7103,493.791,768.4104,537.9519,68.8909,562.6164,82.69,13.36,9444973.18,16304580.7,8137.02,0,1993.4889,2003.7545,211137.05,10762219.79
050518,Wolf Creek Local,591.8248,3,42.8927,130.7523,241.6765,160.8246,15.6787,166.529,24.32,6,2981484.51,5774340.48,9756.84,0,590.3392,587.6439,398667.75,3169624.43
050534,Chippewa Local,1111.6082,4,79.7456,261.8534,416.3653,342.9533,10.6906,331.1203,45.32,7.41,5185147.69,9294278.15,8361.11,2862424.15,1152.6957,1084.9196,325374.2,1950168.95
050542,Dalton Local,859.5224,3,64.3015,201.8217,345.5577,247.8415,0,240.5962,34.99,6,4030707.45,7468986.3,8689.69,0,886.2096,835.9603,298700.26,3202987.4
050559,Green Local,1014.4811,3,81.2275,266.0879,422.8349,239.7091,4.6218,230.0506,41.68,6.76,4763295.16,8577401.05,8454.96,0,1021.2107,1003.9384,238010.6,5285232.55
050567,Norwayne Local,1236.5503,3,88.1956,266.8226,497.6391,373.8357,10.0573,369.6863,50.32,8.24,5758434.46,10125914.22,8188.84,0,1276.2611,1209.4193,213510.47,7041518.58
050575,Northwestern Local,1169.6541,3,92.1402,285.1934,470.883,274.6227,46.8148,295.5399,48.61,7.8,5547016.52,9741684.71,8328.69,0,1191.8657,1144.9409,213423.25,7769049.99
050583,Southeast Local,1026.5089,3,72.4397,226.4893,416.1466,295.2726,16.1608,301.8105,41.95,6.84,4797712.04,8642308.75,8419.13,3746869.92,1157.2966,945.863,586128.84,1015502.93
050591,Triway Local,1393.1855,4,101.8489,313.2417,595.3832,362.0689,20.6427,360.406,57.08,9.29,6526422.38,11383976.7,8171.19,4072832.11,1411.1831,1391.4584,402312.3,1949049.37
050617,Edgerton Local,447.537,2,41.0055,91.9085,146.4769,164.8382,3.3079,157.9016,18.19,6,2378697.57,4774863.32,10669.2,1143729.1,495.7475,342.3818,211858.65,2515506.81
050625,Edon Northwest Local,482.5214,2,45.1795,116.9738,179.5807,130.6946,10.0927,132.4678,19.93,6,2549798.59,5025236.9,10414.54,0,489.0956,474.3178,183520.73,4721490.77
050633,Millcreek-West Unity Local,498.2595,2,54.6933,125.3436,179.7063,123.2313,15.2849,129.1325,20.79,6,2634365.76,5146498.41,10328.95,0,511.244,481.1953,159008.62,5399099.83
050641,North Central Local,493.5597,2,46.163,118.6674,184.249,132.4583,12.022,140.6801,20.41,6,2596998.87,5097934.06,10328.91,0,530.3002,468.0529,235188,3683588.36
050658,Stryker Local,340.6299,2,27.7428,82.4689,131.138,90.5388,8.7413,95.0203,14.06,6,1972578.47,4125918.16,12112.61,42194.05,354.5382,332.2526,243804.91,2775454.22
050674,Eastwood Local,1401.4463,3,115.0462,329.2807,574.6859,365.2205,17.213,352.2754,57.54,9.34,6576572.69,11429205.16,8155.29,2645964.98,1377.2011,1401.4463,331188.32,3209776.59
050682,Elmwood Local,1041.1939,3,65.9511,238.0786,401.7421,302.9958,32.4263,309.1723,42.74,6.94,4885229.23,8764913.61,8418.14,2426642.59,1081.8899,990.2378,320904.93,3977202.52
050690,Lake Local,1472.8455,3,110.2385,342.1769,607.4608,402.5356,10.4338,387.4013,60.18,9.82,6883374.52,11958063.29,8119.02,20523.43,1483.195,1442.9509,246699.92,5508331.82
050708,North Baltimore Local,592.7747,3,54.7083,156.8922,242.8891,138.2852,0,131.1962,24.39,6,2988367.88,5783210.29,9756.17,0,594.7329,592.7747,297581.05,6078191.49
050716,Northwood Local Schools,818.7689,3,51.6775,196.2193,334.8538,236.0184,0,215.4454,33.25,6,3859606.43,7199297.28,8792.83,0,816.1833,816.2844,198173.84,7307734.89
050724,Otsego Local,1437.1674,3,98.1892,334.9016,592.4773,411.5992,0,387.0868,58.41,9.58,6685723.34,11653759.76,8108.84,1091020.97,1451.495,1404.4687,261120.53,3873771.11
050740,Mohawk Local,743.1332,2,69.8703,199.799,267.7544,195.6232,10.0864,191.3687,30.7,6,3608854.92,6708097.81,9026.78,1963008.62,731.0703,743.1332,378257.67,2428874.41
061903,Adams County Ohio Valley Local,3189.5571,7,234.4685,743.2013,1164.1716,822.4878,225.2279,1023.2161,133.58,21.26,15226024.44,26300548.45,8245.83,268827.01,3273.8026,3082.3091,161566.78,26727444.25
064964,College Corner Local,118.8029,1,7.6753,26.1508,50.6318,34.345,0,34.345,4.82,6,1063973.04,2655248.22,22350.03,0,126.5755,114.4011,,2504786.28
065680,Gallia County Local,1903.6084,9,150.8228,465.2608,754.744,490.2093,42.5715,495.3351,78.48,12.69,8965103.64,15713205.91,8254.43,315105.45,1967.8244,1866.1849,325426.88,9345797.93
069682,East Guernsey Local,919.7758,3,69.8251,212.687,373.4348,247.7019,16.127,248.9441,37.75,6.13,4314892.49,7898997.78,8587.96,4337827.37,950.3569,894.726,343410.83,1805303.86
091397,Tri-County North Local,668.2619,3,53.2996,166.0004,269.7746,176.6635,2.5238,165.4818,27.36,6,3280419.63,6257335.21,9363.6,0,693.9261,644.644,289031.87,4070615.77
139303,Monroe Local,2685.6069,4,204.9519,616.0104,1161.3651,703.2795,0,668.8341,109.53,17.9,12530691.63,21746659.38,8097.48,0,2670.8994,2685.6069,204812.18,14521484.37
